"Feature","Data_Type","Category","Sub_Category","TCGA-23-1023","TCGA-23-1026","TCGA-23-1027","TCGA-23-1029","TCGA-23-1109","TCGA-23-1111","TCGA-23-1114","TCGA-23-1120","TCGA-23-1122","TCGA-23-1123","TCGA-23-1809","TCGA-23-2077","TCGA-23-2078","TCGA-23-2081","TCGA-23-2084","TCGA-25-1312","TCGA-25-1313","TCGA-25-1314","TCGA-25-1315","TCGA-25-1316","TCGA-25-1317","TCGA-25-1318","TCGA-25-1319","TCGA-25-1320","TCGA-25-1321","TCGA-25-1322","TCGA-25-1323","TCGA-25-1324","TCGA-25-1326","TCGA-25-1328","TCGA-25-1329","TCGA-25-1623","TCGA-25-1625","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1634","TCGA-25-1635","TCGA-25-1870","TCGA-25-1871","TCGA-25-2042","TCGA-25-2391","TCGA-25-2392","TCGA-25-2393","TCGA-25-2396","TCGA-25-2397","TCGA-25-2399","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-25-2409","TCGA-3P-A9WA","TCGA-57-1582","TCGA-57-1583","TCGA-57-1585","TCGA-57-1993","TCGA-57-1994","TCGA-59-A5PD","TCGA-5X-AA5U","TCGA-OY-A56P","TCGA-OY-A56Q","TCGA-WR-A838"
"BIOCARTA_PROTEASOME_PATHWAY","num","Molecular","ssGSEA",3223.83678,4138.669,2445.89099,-2138.51242,-3533.3539,-2287.62087,-3526.88931,-3953.82651,-2290.79312,1494.78346,-1561.61811,-980.57258,-4786.40441,-737.36268,4025.18742,-3443.17626,-784.39881,-4800.72138,2060.22455,-1321.61789,-6963.78628,-6877.08571,2768.79548,-5684.33739,-1730.82909,-3823.27613,-2594.74054,-6468.16691,-91.48509,-8493.61583,-6146.6565,-5312.42014,-778.16378,-7272.41896,-153.63787,-2926.52388,-1528.43024,-2547.07989,-2121.91993,919.72055,-5129.72446,-4689.66782,-7067.68247,-1118.64567,251.01136,2409.94946,1041.88764,3919.5802,-5371.05935,695.57693,1922.83701,3064.5596,-1189.20527,133.82939,4705.90868,-22.76682,-5112.05466,-4373.46527,-6139.89485,2236.12045,-6508.7788,-6616.36934,-7013.85576,-651.96547
"ST_INTERFERON_GAMMA_PATHWAY","num","Molecular","ssGSEA",-2573.74806,-1236.62508,-5008.92842,1472.85038,-7825.27546,-466.40398,-2929.35835,39.72782,-3299.50015,2519.83256,-5075.12278,223.54243,-2943.1084,-1818.58636,1330.73404,-2271.30582,2487.86697,-2568.33396,-5804.20736,-2453.69237,-5478.79155,-2749.55961,-2648.22268,-3747.60217,-5168.68542,-692.87323,-5910.1776,-5167.63559,2490.54669,1705.15992,-4091.57251,5270.21862,420.23644,2364.7939,-4620.65964,2313.44945,-1889.15571,-5236.25937,-5022.14197,-959.18722,-2918.83342,-7716.40924,1484.59053,526.85393,691.84352,-2352.24935,-691.56364,1777.29091,2109.64078,-1867.95801,-588.44459,756.95287,-3865.03865,-2024.52761,-6206.58083,-6517.02389,-2486.52363,-4184.7515,1105.90173,-5435.99397,-5097.76582,-2448.3816,-3570.72622,-2925.26108
"ST_WNT_CA2_CYCLIC_GMP_PATHWAY","num","Molecular","ssGSEA",-215.88341,-1079.3785,-3079.34099,-669.00049,-4159.78462,-1723.04065,-1977.78187,-2524.5014,-2138.6107,2882.10354,-101.21593,-1053.6397,-452.94625,-1217.0873,-4529.61416,-1331.36593,-639.92127,461.21377,71.7183,-2232.88918,-584.72057,838.83115,-574.062,-1386.72826,-3103.69345,-141.73082,-1213.81655,556.36133,1356.23301,-1077.76358,-561.85512,-1582.17907,-1676.63796,2441.7846,-109.87438,-3699.44878,926.70425,-1919.67777,-1134.45808,-2734.19246,-1359.21993,-1883.02909,255.73626,-357.16711,2843.31361,-1144.22339,-4427.97403,1076.73223,-2743.33673,-1890.52787,-430.00329,-1909.87429,2774.71567,84.20944,-4752.53963,1514.19375,-1254.35215,892.98801,-3057.91851,-1279.15912,-2535.41349,1117.66674,2344.4484,-1117.08951
"ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS","num","Molecular","ssGSEA",-756.81897,246.17822,-2053.76263,-1278.4003,-3897.12045,-3430.98875,1230.64135,-2851.2739,835.50406,-2927.73635,1200.00493,-1164.28293,-241.01772,-425.83829,1208.95127,-1335.08899,-1157.44674,-2809.40755,-2098.54872,-294.7914,64.48738,849.44586,-657.82361,718.39421,832.84055,68.00402,-593.44005,-1723.97106,-835.93927,403.17564,620.89628,209.69447,529.34545,2029.3917,1092.75043,-246.15275,180.05211,1087.11198,-1071.46781,-843.33528,-319.05753,-1278.39453,3623.44992,-1819.19407,-1120.77416,-2073.51554,-2615.10627,-3729.74553,19.50699,112.66984,-2824.02039,1040.63597,-2062.71296,-1679.8797,-3131.1679,-2351.65495,895.23396,-437.65519,-660.43954,-2556.29106,769.39337,1345.00136,-291.38205,-4175.62784
"ST_TUMOR_NECROSIS_FACTOR_PATHWAY","num","Molecular","ssGSEA",-556.59213,-378.9461,2339.77423,976.46898,-71.85978,-2723.8837,-1672.69436,119.0704,-3596.10119,3303.43536,-1832.69708,-2945.45106,-2684.00076,-1217.25025,-107.79394,-342.82507,1493.36049,-3304.07919,-4863.56512,-4491.70273,-5637.63816,-2086.42293,-899.36735,-2301.72176,-576.06157,1683.50827,-4116.44511,-2250.11325,-1896.22848,-1017.00235,-3756.86635,2788.63454,-426.60297,419.12426,-663.33414,1177.14363,-2464.23509,75.19186,-5054.69559,-3337.45693,-2596.36483,-4153.86103,2382.03618,2103.76753,777.83802,-913.25596,537.05175,-990.18348,1017.14303,-3678.98382,3884.93736,235.03743,-276.80537,-258.61199,-1817.54356,-1046.314,2739.48827,-1866.8738,2077.13277,1547.51257,-2582.62775,-3829.22751,-2256.67955,-567.04042
"ST_ERK1_ERK2_MAPK_PATHWAY","num","Molecular","ssGSEA",-619.18663,1643.92688,965.48475,-219.88333,-2299.09806,-4132.16201,-542.7559,-323.66918,624.04678,-1044.81768,-3277.62676,-2410.54601,342.919,3660.33869,1411.83689,-610.37303,1516.74401,-2621.69705,773.83856,-2071.46802,-2509.65793,-115.95318,-409.62829,-283.96297,151.38383,2337.34999,-3724.2931,-3860.61066,1369.03568,-553.17167,216.26299,230.79531,1108.90236,907.57765,2177.65019,3100.64824,18.79284,2332.70435,-2371.91171,-1956.83896,-1252.35124,-4063.41615,2133.9801,382.29728,1696.83112,-1666.44831,-2294.95642,-432.13556,1342.62342,-799.47459,750.11062,402.12723,1548.6906,-184.21868,998.89047,-1652.43262,-167.38211,275.59374,2396.82725,-65.43792,-2475.91948,-2706.86578,-3610.03276,-3619.25052
"ST_GA12_PATHWAY","num","Molecular","ssGSEA",-947.18906,-115.5602,674.31677,902.33404,-1854.46417,-2054.03172,-1146.9183,-589.9936,201.9791,309.66543,-2250.3552,1143.93446,38.07963,2092.12276,63.5734,-1464.5915,-464.65136,-2787.85292,-4515.6741,-737.25852,-1985.12431,2023.80085,-2282.1696,1378.65779,647.61878,1148.19998,-1399.22244,-170.95106,-442.45413,1007.45021,-735.93085,409.87786,-1232.21569,2672.29359,1157.66906,-2703.27154,-1136.95588,542.35621,-2751.68471,704.0956,335.70773,-1639.11903,1636.97425,-859.0078,3459.74917,-727.83999,-1538.74278,-2357.55657,3423.91072,538.88664,3105.44785,3598.57462,-1300.59353,-2634.60348,-719.13202,-1434.99915,4123.30972,-955.08253,733.5067,-1337.13811,1073.20719,602.75416,-1915.96314,-159.03997
"ST_G_ALPHA_S_PATHWAY","num","Molecular","ssGSEA",-971.62666,1134.16533,-1814.03692,-261.24862,-5609.0406,-2021.80671,-2433.56566,-1392.38085,-515.57089,-1151.92908,3571.76562,-1932.17648,-373.62433,1000.23516,-779.76259,-2546.08422,1616.16322,-3745.17181,-2838.00522,124.65797,-2836.36438,317.94269,-1256.36669,-1474.59243,723.16334,-1466.79849,-3703.24191,367.55058,-1247.79463,-1469.64428,525.28309,-787.9522,351.56399,-1412.9273,3191.18654,1988.45492,967.51774,47.12116,-923.60843,-148.9995,-1956.48856,-2574.86289,801.79167,-4182.51593,1462.84701,-3139.42667,-3677.92747,-2895.67395,-1767.22336,-578.77213,-2740.54374,-903.67822,-2140.66575,1287.92987,-3489.62999,-3137.53596,-1819.15245,194.00012,-1348.05854,-2054.05868,668.9686,1331.80855,2505.59966,-4566.87175
"ST_G_ALPHA_I_PATHWAY","num","Molecular","ssGSEA",-1568.20795,-1393.84701,-856.08842,-407.02059,-4178.60246,-2773.46429,-753.3533,-589.12115,-46.23342,-263.2889,-923.68401,-550.32085,82.86052,1613.94627,-1031.36714,-484.37007,889.28738,-2047.89446,-3634.10516,-1659.30592,-859.90135,3157.82118,-1845.51555,50.1592,-502.7424,2642.86491,-2423.72936,-1526.39514,1265.29245,-1257.61007,-423.80871,1996.69469,1163.51067,1789.24497,40.59729,-369.20874,502.66353,-908.67933,-1439.19827,-423.40793,-2486.75575,-2233.86854,2580.28207,-1683.43232,988.61089,-4899.17227,-2195.6355,-1946.04905,-444.63423,-116.54612,482.94443,386.38333,565.45878,-592.95916,-3544.12314,-2633.58696,3337.59603,857.24293,919.66034,-2747.07948,-882.28739,945.59109,1199.64322,-4370.83106
"ST_P38_MAPK_PATHWAY","num","Molecular","ssGSEA",-427.36149,640.9735,-819.61914,464.94874,-3323.87769,-1508.64479,1326.89993,-1500.10564,-1665.91531,-1752.78215,-907.08674,-1317.09275,-2495.70759,2613.33469,1613.66173,-916.34106,1778.26482,-3692.70689,-1247.37489,-3356.48578,-1872.72113,227.04691,-526.72123,-1052.29293,-326.48697,-924.40438,-1370.55286,-2787.09707,-35.24869,183.03178,-1700.6384,-537.39408,767.55383,1800.62864,2060.99668,1590.37152,536.16535,-423.65517,-1538.91344,447.92231,-147.41925,-3210.19432,1056.87867,-236.11929,1215.31665,-2131.58167,-1622.97537,-1569.94746,1147.54877,-875.61822,-225.82668,2490.30745,-1514.31154,1113.38538,-166.38624,-2667.55515,231.75843,-153.85249,702.25386,141.63606,-1726.02161,-3752.90318,-2331.96282,-2730.92481
"ST_GRANULE_CELL_SURVIVAL_PATHWAY","num","Molecular","ssGSEA",-23.67435,-122.66534,-546.20385,-2760.47691,-3772.87456,-156.60032,1274.25372,-4191.31652,259.23739,-529.30713,-562.54172,-3594.48087,366.45902,-533.82977,-1566.62373,-1658.40974,-554.2161,-1395.87724,-2510.55847,-1898.22758,-84.03359,540.60228,-585.72089,190.09331,525.48176,1953.34535,-3198.58576,-1752.127,-290.84074,-317.81762,1686.10231,-162.01819,546.519,2367.63757,644.37079,599.13552,693.52692,632.50921,-444.72543,402.41733,-921.2728,-1939.2089,4387.92228,-726.56579,-1330.52234,-99.4489,-2986.11416,-1068.92854,-1560.67464,-1691.60914,-301.32774,625.67369,-148.65968,-1577.49582,-2724.55405,-3780.92305,3278.35867,-1213.59096,-2306.13468,-2003.75645,1123.57807,2097.91905,-656.15793,-3620.42363
"ST_ADRENERGIC","num","Molecular","ssGSEA",820.11528,-524.72529,-1851.97515,-1069.4705,-2614.86226,-2750.46984,-2602.15287,-1780.41278,-1595.33892,-2745.35266,-1070.33591,-2401.47559,-2979.27069,549.52323,-933.18235,-2410.74638,-443.26107,-1616.75125,-2263.29307,-527.7178,-1703.45093,1281.83769,-1426.17025,-1372.80209,-1902.28832,948.96692,-3826.80132,-3510.6313,676.71098,-393.37529,-441.66178,1310.35409,110.56861,301.13884,-220.3774,-1204.05801,892.38251,-2766.27748,-3709.99391,-445.0508,-3246.82146,-3780.11578,1427.15465,169.98175,567.89627,-4420.76054,-2601.00124,-772.07148,-617.57162,628.95982,-794.42534,-228.87394,-934.84582,-1778.97489,-2855.20243,-3721.88728,76.11548,1392.57642,-1478.58705,-3841.79029,-1555.39458,642.01201,-586.18395,-4278.21904
"ST_INTEGRIN_SIGNALING_PATHWAY","num","Molecular","ssGSEA",-374.56449,-343.33486,-613.34056,295.40447,-1725.87378,-2301.4197,-822.6564,-1698.25624,656.59241,-2228.71095,-998.78694,-2059.8605,766.76593,440.02792,1735.60055,-315.01789,-1301.6162,-650.42718,-3580.52671,-1703.68358,-969.8136,1328.06376,-1408.45291,2106.03837,-1031.1016,1893.5439,-1506.46284,-1297.52441,827.16759,894.89898,1133.17709,3060.71945,254.51794,3398.39251,-619.74619,-894.87141,-92.89829,-1611.21513,-2593.70755,1925.43112,-3177.31188,-2506.179,2471.82799,-2940.42837,-2558.83166,-3191.9737,-2712.62329,-3403.15684,184.26825,-2107.92067,1129.91052,2004.5488,25.20715,-1139.98742,-1079.88889,-2171.04271,2417.1142,-254.2893,52.00243,-53.63332,369.91156,408.63049,-18.7353,-3691.37065
"ST_GAQ_PATHWAY","num","Molecular","ssGSEA",2946.13113,88.77038,2021.96875,-851.53845,618.54026,-3987.28584,-1119.10124,-79.38714,-2025.54004,-2689.4237,-1596.11446,-2611.90619,-2375.05053,1221.12731,1476.85902,346.37164,596.45574,-3078.95158,-5098.61776,-3994.93601,-2433.78886,896.09191,-3562.25334,-2998.55041,-1314.21053,1617.46959,-3225.27266,-1825.50359,881.67685,269.28601,-468.46563,-163.7896,1096.99624,701.61347,26.2634,134.25735,2291.83712,-533.41268,-3355.36633,1297.49959,-2315.97889,-2842.31785,2972.64508,518.4629,1812.29017,-1542.38765,1079.82795,-2163.92281,-901.71128,-2788.87375,2505.48949,2133.00556,1570.56692,-1721.47792,-2802.06242,-3146.04908,2693.96843,1314.88303,-490.34279,-778.3024,-2610.37492,-1997.0667,-2353.05185,-2795.06713
"ST_GA13_PATHWAY","num","Molecular","ssGSEA",-620.3286,-2154.3947,218.8522,927.1962,-538.6577,-2946.2004,-358.5631,218.6358,-1801.5977,-1053.3465,-1768.9515,-1477.2907,-2204.1586,-111.6602,1672.1435,336.0316,2164.1953,-1713.1041,-4732.5381,-1441.4684,-2342.7985,906.2947,-3347.6495,-2390.9018,324.1772,2000.7163,-363.8087,-979.5656,157.8405,456.6915,-1417.2314,2884.176,1042.0248,1704.9685,130.721,-895.8942,291.4679,-383.4648,-3175.2641,279.2959,-811.1874,-1708.606,3448.1319,315.857,907.3046,-425.1565,231.6106,-3233.307,359.3821,-1230.3659,920.7377,578.447,989.6734,-1080.9258,-767.0622,-3488.4317,2345.5392,-1475.2358,791.71,1439.2832,-444.9294,-1037.2174,-1529.3259,-2762.4254
"ST_STAT3_PATHWAY","num","Molecular","ssGSEA",-3399.24862,310.88004,-2328.17327,4916.12474,-5990.69598,152.17367,-895.85601,137.43849,-2495.75379,1401.68052,-5398.8346,-2303.46406,-1667.70469,1036.25899,377.91835,-729.67646,3500.29413,-5092.27772,-4412.86971,-2818.93312,-2607.91496,2133.088,-4448.23282,1381.92237,-447.014,2957.75046,-3087.85567,-4689.51646,2295.06742,3090.42102,198.89122,2629.33294,563.02819,2759.06769,-3246.04331,2384.29257,5676.23061,-2271.89211,-4483.86896,-736.89229,2473.32007,-5633.83041,4099.41598,3572.45617,97.64694,-3974.60621,-533.72103,-2828.82737,2149.12673,1169.36727,-1825.88773,253.88478,502.21978,-681.63984,-4376.03237,-5445.86993,1515.47525,273.34331,2547.34771,-3580.78944,-4034.25313,-2060.79872,-4686.48694,-5005.6377
"ST_T_CELL_SIGNAL_TRANSDUCTION","num","Molecular","ssGSEA",209.24017,54.44092,801.83117,-2329.663,-475.64886,-5577.22647,-4648.6332,705.15676,-3294.32781,2792.49756,-2555.79236,-2331.34035,2743.15121,-2913.00853,-1970.10349,-2201.03847,-1337.92526,-2700.44947,-5951.23617,-279.85067,-4408.737,-2565.913,-1421.40731,-1169.26919,-3391.99212,324.55137,-4642.38043,-1972.2951,1718.7412,-1351.12464,-743.23094,2968.35996,-1837.54605,3011.08146,-1625.25169,1841.6544,-2229.46311,-5449.05318,-5366.59464,1243.02422,-4183.08078,-4687.66127,1740.24356,1293.64437,2990.38371,-581.42742,948.631,-4143.70054,1927.15006,-3322.84183,4293.94388,374.63542,1479.22005,-90.25373,-236.09835,-3763.03675,3820.13305,-2715.22988,2326.47173,157.12358,-3748.46326,-3954.52927,-3514.7851,-4517.35088
"ST_B_CELL_ANTIGEN_RECEPTOR","num","Molecular","ssGSEA",1159.6142,604.3496,2038.4637,382.8578,-1319.8041,-4765.4389,-3610.7178,-176.6618,-2474.3085,575.5213,-4042.4814,-1374.3883,1337.2333,-1268.316,261.2936,-1327.0771,351.049,-2365.639,-3833.1724,-3003.5553,-3372.2858,-528.436,-1612.2651,-3045.7183,-388.1199,2922.2002,-2988.8342,-3173.353,2527.0566,-1342.1735,-701.2129,1043.5576,960.043,932.7624,936.6826,2628.4057,-449.2505,-2306.5732,-3849.2256,-647.7105,-3520.0571,-4287.7943,1623.74,635.6758,1474.5772,-2701.7112,-640.6952,-3353.1598,468.6021,-1344.6685,3554.7279,-405.8647,952.298,-26.0914,-1374.3414,-2437.3214,2842.9259,-1621.0179,754.2113,366.1104,-3073.3528,-3855.3329,-3628.6793,-4409.9166
"ST_INTERLEUKIN_4_PATHWAY","num","Molecular","ssGSEA",-2007.85511,489.03533,-402.00047,2659.06131,-2022.84651,-3320.81082,-1888.24382,902.30814,-1301.16822,-2136.32273,-4577.6492,-199.44612,959.05485,868.20999,2991.79547,-2381.66392,-484.03687,-3233.51934,-5895.38508,-2462.52603,-3164.87679,489.28191,-1256.25426,-461.1206,-2526.06222,3157.41816,-3076.33675,-4285.35734,2867.01082,781.56062,-317.86647,-15.80891,-113.52511,1689.61733,-2203.55564,1855.50757,460.28396,-3420.68842,-5452.27329,-1324.79859,-2681.24653,-5031.04483,2040.26613,1321.51139,1176.21158,-3307.56851,226.43876,-4732.82276,1736.35701,-1049.92495,1760.7869,2152.87434,2693.39506,-195.49719,-2527.46097,-2342.42589,967.91184,-255.09512,2643.88931,-436.08031,-3045.03751,-2887.83686,-4755.7271,-4221.26989
"ST_WNT_BETA_CATENIN_PATHWAY","num","Molecular","ssGSEA",1326.01232,498.33632,-952.1417,1498.29733,-1067.41651,-816.23175,-324.61209,225.78118,-842.96217,-2773.0882,-44.76319,986.75797,649.95383,-1481.1667,1862.43866,1628.09553,-400.05436,-814.44922,-1529.24678,597.64442,361.17042,1577.55747,108.32062,901.07289,-1598.91239,-189.34843,1863.03721,-854.65143,906.78975,2114.5396,1300.14542,363.49195,3606.036,1589.91103,506.75482,-2780.77362,-1134.30762,847.90976,1644.79036,1282.1616,-1660.10797,1615.05996,2537.65384,-1229.4291,-2002.71895,-1581.96327,445.45146,-2953.17579,1057.96101,429.68556,1667.89249,1587.95841,-533.08748,-3364.23687,-292.45005,-1399.32697,2102.25534,-1188.39486,-1726.0946,-3125.06229,-77.92127,-381.58717,634.92996,-3153.89172
"ST_JNK_MAPK_PATHWAY","num","Molecular","ssGSEA",-2650.84405,-1626.27628,-3917.12973,-153.49433,-2784.24132,111.87363,1487.03393,-937.11689,-205.29461,-2270.87919,-792.33676,-1953.6183,-131.74069,2254.08184,-1385.76489,-1078.29262,-28.06121,-852.62612,-3270.235,-733.69482,58.38136,629.42534,-1528.64773,610.70608,534.94572,1922.38617,-1414.84396,-558.81037,-943.26639,2981.3013,-1577.93784,1229.17109,2274.68366,3737.93609,261.41972,-2454.49231,-660.48122,1837.37476,-969.33065,115.28948,261.72702,-151.95631,3472.68546,813.82734,-635.15483,-2786.79355,-2252.19754,-781.26425,1893.66126,-792.3353,126.52041,2727.91837,-1369.03684,-702.32608,-436.12523,-1935.52412,1542.04466,-155.36059,1223.49169,-1512.46252,1057.83155,1224.15119,-997.08293,-1756.43528
"ST_FAS_SIGNALING_PATHWAY","num","Molecular","ssGSEA",-262.1304,591.46525,1213.54314,-1465.33498,-1936.869,-351.80537,-1675.38694,-260.07157,-1024.25829,-647.62778,965.58175,-972.37549,-1638.03252,268.80493,1420.67098,-1146.63308,-301.69563,-1447.56675,-2982.28598,-2340.3496,-3539.67784,-1398.70642,-1539.19099,-1503.92189,-289.50722,1314.32932,-2740.04175,-2084.10234,-904.02575,-856.65135,-1898.95625,596.5377,-650.09211,-1242.82602,497.03345,47.11438,-1619.42451,-1300.46693,-1801.1363,-1142.31648,-2172.64766,-2663.21881,75.77113,-549.32928,-1350.43377,701.41269,77.1184,-1180.44891,-897.49438,-2516.45752,935.64779,910.52106,-657.68878,-605.65484,932.66728,-2048.38558,1321.55362,-1843.15434,-1833.49419,-504.71064,-2614.21503,-2618.62214,-2763.66746,-2241.20251
"ST_MYOCYTE_AD_PATHWAY","num","Molecular","ssGSEA",-407.369,-820.7054,-1475.3925,-4186.3985,-1898.1492,-318.2755,-1873.445,-2563.2002,151.9409,-3325.9202,-594.1462,-1296.9226,-2257.3611,425.9114,-3032.444,-2158.109,-898.1163,-1944.0978,-2799.3593,-1472.0041,-2076.1496,2270.0695,-2994.1033,-702.1249,-3596.3219,1106.2895,-4465.3591,-2257.7139,-1048.6023,-1922.6023,724.1574,1259.8627,1528.9681,185.4424,-1711.2441,-1537.5247,-473.4736,-1179.3987,-3283.0767,-381.6079,-2860.428,-3463.9418,1241.8536,-1431.1784,-173.9936,-3855.8292,-2796.6703,499.2602,-3035.8624,-1521.9853,-802.4897,-198.6567,-633.5548,-2612.156,-4423.114,-3227.359,-124.0543,-135.6989,-2231.5498,-4390.3943,-2237.8794,306.2978,-173.55,-3548.8969
"ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY","num","Molecular","ssGSEA",-2049.4128,1511.1893,-1749.944,-1442.3368,-2315.8361,-3260.4115,-1108.6623,917.4121,643.8898,-4005.0654,-1932.9331,-130.4278,499.7785,-835.884,1421.6084,-1147.3214,1106.2642,-1251.8824,-3427.5497,-2773.62,-1492.4897,2748.3504,-895.5596,-939.5967,-1639.1482,3685.9068,-668.9398,-3338.4493,2366.2929,-2217.879,1498.8267,1430.0927,2185.3779,1385.6252,-685.7549,1603.5594,-388.6653,-1574.6331,-2711.7629,-1006.8121,-3221.0586,-4221.0863,724.386,-215.1384,-727.6296,-2995.636,-1449.5349,-2321.9292,-1087.8003,-1661.4683,232.0428,3337.1972,-1539.2319,-2211.7166,201.8455,-2254.405,1571.4342,159.8327,-867.2069,2187.9386,-3200.3147,-4787.7914,-2549.8527,-5435.2394
"REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND","num","Molecular","ssGSEA",-1838.41036,-620.66651,2544.23146,342.63466,4034.33113,-1425.56949,-3274.2985,-1107.50278,-1241.70913,2877.43158,2304.18271,-2992.58584,-2776.78657,-2799.76686,6212.72664,318.06217,-3611.80459,-675.835,2125.05375,632.32277,-3766.74569,-7707.91766,-1776.40117,-5503.55642,-3102.2473,-99.73281,-1704.07006,3578.02622,-563.18648,-6702.51558,-2670.47729,-3265.90883,-6104.26745,-7187.23622,3082.81282,-3419.85114,-5680.62879,-4105.39382,343.4358,-1531.54466,-5885.20025,-506.21314,-6543.64072,2565.8956,-5467.05779,780.0322,-451.49063,1608.08775,-5223.76866,-2177.07977,1317.17473,-1592.39654,-2905.64831,3543.99949,4311.52611,-358.25458,-4574.69324,-5366.7972,-4160.39734,6432.00508,-390.0441,-4614.25902,-2632.52433,-2111.41095
"BLANCO_MELO_SARS_COV_1_INFECTION_MCR5_CELLS_UP","num","Molecular","ssGSEA",-6390.453718,-4281.486928,-5067.649525,-484.676761,4619.497615,-2355.176402,740.132637,5050.594735,7488.836524,-165.632297,5491.734185,-4021.928143,2402.948938,-3025.977599,3996.518367,-1596.733727,-2575.846551,-545.48598,131.682699,4395.723203,9.874156,1150.001256,-2606.498942,6664.786477,-442.608094,5048.680623,234.424044,-2893.653734,-3046.691864,-8931.237209,-3072.328013,-2308.066143,-7215.86055,-1385.834039,4284.521012,-545.94189,-3633.152159,-6516.880452,-210.147911,3227.15084,-6596.631783,3581.2914,-3345.718901,1437.039996,-6360.179754,-3100.685121,2944.525924,-4506.999679,-2490.947414,-1249.744911,-4121.698499,-180.089222,-6999.146843,5506.346128,2571.238464,3536.066028,-4105.448918,3216.642985,2482.252778,7575.685593,6054.557785,3344.219847,-2163.085265,3856.802449
"BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_UP","num","Molecular","ssGSEA",-1532.69212,-1405.4899,-914.56634,-361.91995,-554.81913,-704.81754,1424.35003,-244.24635,604.26946,-885.18285,-1924.85077,-2560.50731,1481.29222,-1749.17142,-1350.72409,-996.70677,899.10907,-732.38027,-1940.17416,-3095.94565,181.62896,1285.17725,-1263.69689,22.50548,-1302.80456,2055.45905,-796.77716,-1495.89506,-590.51312,-149.1832,-666.22427,670.35931,613.66719,757.88174,-2114.47791,-1157.89152,-675.64444,-1385.02319,-2775.84909,-1029.32666,446.212,-1608.73804,845.88584,-1368.7518,-235.72969,-982.43661,-3217.77344,-965.67812,1565.48399,-2322.328,-1892.07795,-901.37296,-745.32266,-473.34482,-1592.7521,-813.69959,-861.67099,207.88906,1048.57355,-482.95978,36.06495,-961.12704,-1000.27925,1178.32091
"BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_DN","num","Molecular","ssGSEA",4968.4398,2022.4073,667.3767,-3820.762,-126.2521,-678.5421,-1305.6281,-1274.8578,-2286.7898,-3192.864,-2047.1843,3926.8142,-2409.3463,-3987.9147,411.6782,-319.8367,3798.0635,-1582.3179,-2406.9267,-3502.6938,878.5939,-123.6623,-2981.8032,-1466.6366,-3798.3606,1123.2567,-451.467,-3925.9717,1423.2592,-169.6953,-328.9635,1351.7896,3879.4057,2791.6703,-329.932,3528.2523,-883.0183,-5611.1059,-2194.7306,810.4814,-1447.1431,-3762.9404,3206.1008,134.9453,-565.0923,-2666.1062,1345.759,-2723.2733,-3548.0581,-2978.1648,3369.7465,839.8008,-1067.6452,-4996.1792,-2732.5872,-2496.9585,2763.2571,-1238.2637,-3432.5637,-5123.8989,-5692.0423,-4003.8788,-5017.9367,-4262.8209
"BLANCO_MELO_INFLUENZA_A_INFECTION_A594_CELLS_UP","num","Molecular","ssGSEA",-1236.61131,2860.78052,2836.99331,-2610.10265,-5267.50086,-3006.31718,-330.85037,1632.35051,-615.26181,-1682.77761,-1843.64496,-1293.09663,-3653.59,-3300.34627,161.511,-3370.17878,-367.03862,-4512.32809,-2578.96976,-3044.44442,-3933.31688,-1239.58592,-1885.33478,-1184.95876,-1308.04662,-1067.67308,-2853.37083,-5009.4058,410.50484,-3599.1405,-2516.10573,2651.02345,24.68363,726.76851,627.16184,2306.07913,96.462,-1671.27408,-4527.02967,354.29321,-3052.95841,-5402.87451,279.71901,2057.83481,1569.10094,-1023.74476,-575.07289,-1657.89162,464.35715,-3953.32224,1489.26733,2298.11893,-2899.49354,-3622.09472,-371.09963,-1017.77858,-660.26456,-4504.07785,-3981.62366,-1622.20069,-5269.49797,-5013.28108,-6204.09136,-2330.32204
"BLANCO_MELO_INFLUENZA_A_INFECTION_A594_CELLS_DN","num","Molecular","ssGSEA",3497.3642,1779.97468,3485.86714,-1072.02414,2566.20779,15.13044,-1442.20327,-698.31001,-837.28343,156.30171,599.7274,887.77984,-95.75405,-37.72192,-500.17325,460.97991,-1040.92865,564.60375,-2926.2483,-1653.41749,-336.06675,1577.51709,-2659.79507,-304.23832,104.12409,-1871.6722,-34.4397,-1879.07448,38.64555,-163.51506,618.7393,-1511.58085,2455.11655,-1610.3805,-1210.38017,-1361.63878,-61.89567,-579.76907,757.59721,-989.73718,647.1656,-169.53365,378.71002,918.65812,-342.89,-2062.43077,-905.4321,1820.5344,-1641.19663,-1177.86072,2142.61275,431.19368,1837.70339,-1097.54821,-804.01954,171.51404,2149.37841,-1228.56608,-2714.08845,-1654.629,-2277.03408,-2333.34357,-2031.66873,-2405.47227
