Feature,Data_Type,Category,Sub_Category,TCGA-23-1023,TCGA-23-1026,TCGA-23-1027,TCGA-23-1029,TCGA-23-1109,TCGA-23-1111,TCGA-23-1114,TCGA-23-1120,TCGA-23-1122,TCGA-23-1123,TCGA-23-1809,TCGA-23-2077,TCGA-23-2078,TCGA-23-2081,TCGA-23-2084,TCGA-25-1312,TCGA-25-1313,TCGA-25-1314,TCGA-25-1315,TCGA-25-1316,TCGA-25-1317,TCGA-25-1318,TCGA-25-1319,TCGA-25-1320,TCGA-25-1321,TCGA-25-1322,TCGA-25-1323,TCGA-25-1324,TCGA-25-1326,TCGA-25-1328,TCGA-25-1329,TCGA-25-1623,TCGA-25-1625,TCGA-25-1626,TCGA-25-1627,TCGA-25-1630,TCGA-25-1631,TCGA-25-1632,TCGA-25-1634,TCGA-25-1635,TCGA-25-1870,TCGA-25-1871,TCGA-25-2042,TCGA-25-2391,TCGA-25-2392,TCGA-25-2393,TCGA-25-2396,TCGA-25-2397,TCGA-25-2399,TCGA-25-2400,TCGA-25-2401,TCGA-25-2404,TCGA-25-2409,TCGA-3P-A9WA,TCGA-57-1582,TCGA-57-1583,TCGA-57-1585,TCGA-57-1993,TCGA-57-1994,TCGA-59-A5PD,TCGA-5X-AA5U,TCGA-OY-A56P,TCGA-OY-A56Q,TCGA-WR-A838
ARHGAP5_RSEM,num,Molecular,mRNA Expression RSEM,888.802349,1124.420029,1013.733303,1640.664127,771.5066709,1113.451301,1520.176096,1887.888838,2091.87694,845.758911,3660.782959,1039.777733,1727.305319,1407.801227,1584.258326,1670.899518,2543.828839,2474.312637,1726.482244,1945.109314,2411.540607,3283.579664,1095.301668,1151.841849,1589.247166,1883.118365,1373.828407,1060.119432,1775.488773,1545.968564,1958.354095,1437.112759,1585.182185,1627.444543,2822.99388,1307.780875,1723.265535,1941.187112,1418.811949,1132.894337,1426.15243,1638.54765,2224.11478,1708.886927,2250.990683,877.7160392,1541.542438,1897.849719,1390.07153,1031.227836,739.9929951,1359.911728,1570.19887,2293.152255,1820.993036,2529.635003,1336.773256,861.304941,1711.61651,928.5198941,993.0052632,2512.031287,1913.546926,3146.210206
ARHGAP6_RSEM,num,Molecular,mRNA Expression RSEM,149.8616798,12.43247003,13.05314039,94.32984416,22.95405541,52.84608396,81.77751335,35.32050348,25.80452274,17.28662161,53.75639566,74.48040381,53.10540811,41.82987249,65.01963075,135.8209847,101.8736879,167.7719775,85.37578065,13.09763937,52.89159593,36.57783489,11.0294135,35.68771053,65.54081152,86.79251247,57.03861166,25.58781632,52.15153806,64.10345821,31.1149517,47.88629252,140.5465595,61.43684765,29.58867278,67.84824655,26.74688818,13.89254314,45.44564996,24.43265168,23.08060618,9.151049955,108.2410219,33.37998607,28.40225032,9.334979082,27.45554352,150.4694708,38.14977048,104.6333483,30.82849402,57.62961603,33.4357726,4.936526018,60.34065321,9.038608624,38.61849309,77.51067597,30.41606443,3.012433437,21.52552955,63.12896668,10.5733532,14.18920302
ARHGAP8_RSEM,num,Molecular,mRNA Expression RSEM,660.5400867,818.2677629,417.8714312,404.1847245,373.7221374,285.063899,507.5938534,704.1942093,337.2479978,319.778009,574.9380105,451.8236724,265.7878383,424.1158012,382.7498909,563.4396131,1016.689828,349.2936897,426.1208103,510.2877587,713.0586431,460.5551919,873.0727943,277.428706,1076.675045,453.7305161,445.7261164,229.646419,560.2036256,536.981832,223.4637283,323.8036643,925.8736853,428.1171322,1172.086724,577.6145413,264.8418007,305.2234495,772.9778378,445.7487032,561.2643345,116.8820286,243.8143975,426.9096094,247.9130254,274.7686809,527.5101618,521.2049814,444.3969726,232.8815378,293.1977382,408.1903992,598.5620221,215.7225513,651.8780649,279.6091969,652.7103001,547.3300421,550.1420935,808.5841247,599.4533303,281.2971228,780.8467169,741.8923775
ARHGAP9_RSEM,num,Molecular,mRNA Expression RSEM,109.9182734,226.7249452,171.9274051,49.85679929,164.1362097,17.9325011,21.50248394,123.5837304,94.73736438,250.3228333,19.23976699,161.5953771,266.5687055,51.13013715,129.3024886,72.48180112,189.5407655,113.9283782,16.70440062,59.23714595,55.26662386,79.65390417,104.1288319,91.06295861,71.98711157,98.38745507,40.01955514,47.62819887,142.5966221,151.2011478,107.1408871,292.4510811,164.6658639,252.825968,39.47453902,266.6931083,41.44981015,5.370459074,1.733562622,198.1273847,131.3334582,7.105406645,181.6713471,118.4671948,381.4895442,82.88074267,124.4545499,123.0418244,135.1437646,79.03170178,294.1550222,103.8951055,265.6960012,42.94547085,52.70703664,25.63576633,148.4492075,66.7961228,245.1874488,45.63615221,15.48054114,15.04965514,9.991833896,12.98664236
ARHGDIA_RSEM,num,Molecular,mRNA Expression RSEM,7971.9185,8084.41002,9562.682477,4449.352226,8841.52914,3604.865129,4307.228313,4420.251444,4131.501333,4392.325457,3502.743306,6255.293971,9407.268288,5476.221285,6510.992315,3076.378132,7427.050007,4644.827571,4843.118486,2906.446368,3665.403156,3414.922476,7266.38534,5582.622248,2922.420952,4168.044669,3680.675488,3619.645229,3098.705795,5909.123306,3817.325776,4767.806923,3707.196972,4985.603369,4068.777794,6596.161653,3398.685369,5783.590908,3478.669859,4293.892096,2974.925745,2414.679911,5969.7204,4304.51119,4574.490837,6005.88964,4715.971566,4059.904484,7143.721016,7319.152657,6842.540396,5972.096242,6893.207521,4458.120526,3975.870562,5004.360707,6162.741147,4266.057992,2856.98029,7175.223892,3090.245961,2037.308272,2258.143433,3888.817615
ARHGDIB_RSEM,num,Molecular,mRNA Expression RSEM,1804.176718,2553.4409,3031.201922,1577.238528,2466.36763,1471.314344,472.8624394,2168.65045,1321.313791,2627.617372,340.2333617,1987.663494,2037.09175,2151.856206,1527.048964,1404.944127,2176.899856,1237.001686,405.6491016,1806.778803,754.8591611,1136.952078,1503.516569,1469.337214,1063.695994,1728.932141,759.0429505,579.3615821,1993.367628,1700.320567,1263.533864,2719.474388,2845.226689,3078.243986,1247.000965,4663.538824,2036.739503,305.9790122,254.9531442,2572.587247,1578.442987,217.2763142,2276.404048,2316.912492,3901.877808,1047.269905,1685.798886,1538.275427,2000.912539,1391.536003,4378.945698,1384.729675,3696.392618,709.9033102,1150.34884,648.9486124,2468.219769,828.7027028,1931.826609,566.8920262,335.0860054,151.0117717,318.9462595,453.163859
ARHGDIG_RSEM,num,Molecular,mRNA Expression RSEM,8.340208323,2.980621227,20.8548288,1.289423354,0.853119708,0.651808012,7.117903754,-0.358471333,27.91459517,27.97040816,7.913206842,2.58794153,6.75819863,0.885965976,1.101006385,0.073598224,-0.358471333,5.237775689,2.355579846,-0.358471333,10.17568599,5.637127284,2.899339545,1.421514107,2.682823619,5.181192861,7.552924343,-0.358471333,61.89123644,-0.358471333,2.385539235,5.257406466,3.353541841,8.476084095,63.57909836,34.64423089,4.614273977,7.873752829,-0.358471333,1.717002211,7.651976369,2.567091848,21.83656012,4.614979659,1.457760477,-0.358471333,-0.358471333,6.220405149,2.152536023,-0.358471333,4.490779709,2.547910141,19.75370899,40.65529034,54.21733467,15.35057699,4.712876934,-0.075813802,2.124693679,14.76973693,1.063926028,1.024664473,8.318524654,19.15131357
ARHGEF10_RSEM,num,Molecular,mRNA Expression RSEM,342.4777604,382.0852571,406.5718559,429.6718772,714.5037112,1060.542138,391.2546762,436.0897503,674.3316793,176.4206967,1309.387784,168.5091015,662.0235529,296.0328158,446.2189691,226.8624059,94.88093493,740.8747949,221.729368,645.7492746,1558.18841,289.3664392,50.54727972,793.4927106,98.87499848,128.0597541,393.6667809,516.4401166,268.3732955,996.7415648,913.357835,290.5009117,336.7090577,556.4869964,144.9273796,145.2245033,326.3358372,1020.448439,705.7412616,258.1765484,550.0241046,520.9645011,774.8855606,721.9579159,255.1251775,166.2212486,312.9157476,421.2335626,244.5709817,163.6767888,166.2437579,353.2894635,75.04621366,126.8262403,135.3059722,284.9113837,482.472569,206.1861942,444.9926584,188.9764262,638.982056,1168.965297,925.1797589,41.09397237
ARHGEF10L_RSEM,num,Molecular,mRNA Expression RSEM,578.3765497,292.3259055,792.1767178,354.4334029,88.73291222,588.0560856,468.3348156,255.5556288,548.4092975,173.9290092,852.2677551,476.529048,527.8058772,810.9087787,378.6696171,461.4183488,319.5661439,452.0386877,283.9742608,492.8304523,344.6351482,677.0977909,197.7475092,498.9510637,415.7371303,595.6162719,682.9070953,205.5337008,677.109223,701.6154125,657.7615834,524.6593905,1582.593884,653.3505221,303.8328308,561.9740146,428.7047361,316.6043308,388.448525,783.2094944,435.1560012,354.5987297,425.8572447,436.9587675,866.5957899,491.597536,300.8437564,840.0010297,596.3954187,289.277032,473.3324356,520.9799885,880.2625172,551.2981206,418.5547221,115.0902349,959.4523245,931.7248995,764.2303226,626.1085248,714.3139224,1581.283581,774.6643822,172.3100371
ARHGEF11_RSEM,num,Molecular,mRNA Expression RSEM,1295.086422,931.1039307,1089.805677,1741.731775,583.5515635,856.4414572,1939.137259,1148.138912,1171.655206,2148.805313,1304.14258,1488.910109,1280.282183,1494.196778,1354.53799,1217.585101,1626.449537,1850.843624,1292.881036,2995.908047,1633.550566,1989.626515,1475.623051,1559.161811,1994.420492,1793.925903,1953.104702,2310.99501,1348.492731,1180.9538,1428.277642,1174.368925,1491.725495,1524.48564,1556.800015,1021.024232,1666.005711,1350.44786,1465.980354,1526.550256,1186.303034,3830.646544,1495.768702,956.8177898,1748.066393,1311.963097,1332.382466,923.768286,1510.322684,1773.13897,1181.665467,1363.093635,1661.008401,2667.469805,821.4602858,805.224893,1399.232243,1562.063223,1688.442773,1726.434844,2420.912373,2307.686931,1590.725417,1187.742009
