"Feature","Data_Type","Category","Sub_Category","TCGA-25-2042","TCGA-23-1021","TCGA-23-1022","TCGA-23-1027","TCGA-23-1029","TCGA-23-1030","TCGA-23-1031","TCGA-23-1032","TCGA-23-1110","TCGA-23-1111","TCGA-23-1113","TCGA-23-1114","TCGA-23-1116","TCGA-23-1117","TCGA-23-1118","TCGA-23-1121","TCGA-23-1123","TCGA-23-1809","TCGA-23-2072","TCGA-23-2077","TCGA-23-2078","TCGA-23-2079","TCGA-23-2081","TCGA-23-2084","TCGA-23-2643","TCGA-23-2645","TCGA-23-2647","TCGA-23-2649","TCGA-25-1312","TCGA-25-1313","TCGA-25-1314","TCGA-25-1315","TCGA-25-1316","TCGA-25-1319","TCGA-25-1321","TCGA-25-1322","TCGA-25-1323","TCGA-25-1329","TCGA-25-2391","TCGA-25-2393","TCGA-25-2396","TCGA-25-2397","TCGA-25-2399","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-25-2408","TCGA-25-2409","TCGA-42-2582","TCGA-42-2587","TCGA-42-2588","TCGA-42-2589","TCGA-42-2590","TCGA-42-2591","TCGA-42-2593","TCGA-57-1992","TCGA-57-1994"
"Del/ins-ratio","num","Molecular","Deletion/Insertion Ratio",0.9545455,7.75,3.142857,1.6,9,0.6,3.25,1.5,0.324561,1.2,1.5,3.636364,0.769231,3.904762,3.105263,1.90625,1.444444,1.833333,0.5,4.666667,0.947368,6,2.857143,1,6,16,2.75,10,2.5,2.8,2.333333,2.6,6,0.571429,4,1.416667,3.5,1.285714,3.5,3,2,3,3,4,10,10,3,3,1.5,6,1.5,5,11,7,2.5,0.794118,5
