"Feature","Data_Type","Category","Sub_Category","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1623","TCGA-25-1625","TCGA-25-1635","TCGA-25-1878","TCGA-23-1809","TCGA-25-2391","TCGA-25-2409","TCGA-25-2042","TCGA-25-2393","TCGA-23-2077","TCGA-25-2396","TCGA-23-2078","TCGA-25-2397","TCGA-23-2079","TCGA-25-2399","TCGA-23-2081","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-42-2591","TCGA-23-2645","TCGA-42-2593","TCGA-23-2647","TCGA-23-1111","TCGA-23-2649","TCGA-25-1316","TCGA-25-1322","TCGA-42-2582","TCGA-42-2588","TCGA-42-2589","TCGA-23-2641","TCGA-42-2590","TCGA-23-2643","TCGA-25-1320","TCGA-23-1121","TCGA-25-1313","TCGA-23-1122","TCGA-25-1315","TCGA-23-1123","TCGA-25-1319","TCGA-25-2408","TCGA-25-1321","TCGA-25-1323","TCGA-25-1326","TCGA-25-1328","TCGA-25-1312","TCGA-25-1329","TCGA-25-1314","TCGA-23-1109","TCGA-25-1318","TCGA-23-1110","TCGA-42-2587","TCGA-57-1586","TCGA-5X-AA5U","TCGA-WR-A838","TCGA-59-A5PD","TCGA-OY-A56Q","TCGA-OY-A56P","TCGA-3P-A9WA"
"EGFR|EGFR","num","Molecular","Protein Expression","-0.15868651","-0.05907978","-0.11502767","-0.44979505","-0.44830046"," 0.11517149","-0.35333875","-0.38445633","-0.37041587","-0.35395587","-0.09369822","-0.28950949","-0.02522962","-0.27759305","-0.30345491","-0.51483944"," 0.09267400","-0.35066468","-0.32184614"," 0.10903617","-0.18384897","-0.34665251","-0.45696183","-0.35956957","-0.33638543","-0.42355369","-0.42724334","-0.44408473"," 0.08117633","-0.36185320"," 0.37575688","-0.19313630","-0.33956892","-0.05574714","-0.20430179","-0.41335893","-0.07627497"," 0.04122899","-0.27414095","-0.21273258","-0.01958527","-0.06222428","-0.44573095","-0.47479995","-0.31640846","-0.15494166","-0.46272485","-0.15383251","-0.30561326","-0.16563991","-0.67873238","-0.55018624","-0.26735552","-0.72519699","-0.55641854","-0.54489124","-0.32576356","-0.15420890","-0.22745151","-0.75315254","-0.34564511","-0.57329029","-0.48256145","-0.64926306"
"EGFR|EGFR_pY1068","num","Molecular","Protein Expression","-1.543921","-1.634763","-1.727433","-1.967143","-1.712747","-1.596204","-2.080183","-2.327334","-2.055606","-1.910796","-1.279904","-2.026999","-1.562633","-2.147453","-1.679888","-1.269171","-1.489417","-1.800639","-2.351105","-1.865975","-1.415648","-2.109370","-1.971881","-2.020977","-1.376422","-2.007809","-2.051792","-1.988710"," 2.037252","-1.604296","-2.115823","-1.697978","-1.990649","-2.147838","-2.220101","-2.236655","-1.493984","-1.982871","-1.321057","-2.063609","-1.442967","-2.210206","-2.035974","-1.894101","-1.726917","-1.990714","-1.768051","-1.585509","-2.090570","-1.356247","-2.149377","-2.111808","-1.890022","-1.924310","-1.941516","-1.853689","-1.896460","-1.870428","-1.806002","-2.263549","-2.226133","-1.872708","-1.772328","-1.900969"
"EGFR|EGFR_pY1173","num","Molecular","Protein Expression","0.25995918","0.44566417","0.45212374","0.39244636","0.25651504","0.24890858","0.29071616","0.28143563","0.39492324","0.33643674","0.34009751","0.38324533","0.52062478","0.36947642","0.33218855","0.30066504","0.57797452","0.39408343","0.20297525","0.23739533","0.25034235","0.29980602","0.28448439","0.33405041","0.68443603","0.26685732","0.22115644","0.09892555","0.30406549","0.32479229","0.29026676","0.33784461","0.22258680","0.18719174","0.37128832","0.17337023","0.28521887","0.30985988","0.32731862","0.26975865","0.25391553","0.51393867","0.30347854","0.25907715","0.52002883","0.43133288","0.27985284","0.60158961","0.35734324","0.31929588","0.22208264","0.27557184","0.17966889","0.14940386","0.23420304","0.35198152","0.34134610","0.36372401","0.57592819","0.35984549","0.27297981","0.44880644","0.45235734","0.38828101"
"EIF4E|eIF4E","num","Molecular","Protein Expression"," 0.30392559"," 0.25053106"," 0.29634658"," 0.27984524"," 0.55406831"," 0.83594029"," 0.22531542"," 0.03068143"," 0.55650215"," 0.11558046"," 0.24735668"," 0.21691620"," 0.49442799"," 0.84252789"," 0.29776880"," 0.68835744"," 0.20085501"," 0.58042976"," 0.26718641"," 0.75619796"," 0.32009610"," 0.12473699"," 0.34969561"," 0.35394623"," 0.11555857","-0.26991237"," 0.06429185"," 0.11753806","-0.07383565"," 0.19267958"," 0.25927717"," 0.11558046"," 0.04238399"," 0.10983151"," 0.47355756"," 0.16279664"," 0.33178934"," 0.30713855"," 0.22949554"," 0.50204204"," 0.38316663"," 0.44166814"," 0.38108601"," 0.46091440"," 0.28735688"," 0.32006030"," 0.09496213"," 0.23004816"," 0.08544313"," 0.40429304"," 0.06959213"," 0.22787101"," 0.17459001"," 0.17735050"," 0.13704482","-0.08528891"," 0.16291611"," 0.13823281"," 0.26070603"," 0.77078469"," 0.70177921","-0.48071931"," 0.36961560"," 0.21169936"
"ESR1|ER-alpha","num","Molecular","Protein Expression"," 0.4575570"," 1.2563620"," 1.2727068"," 1.3567741"," 0.9011467","-1.1951070"," 1.3966350"," 2.3607359"," 0.6265893","-1.4171427"," 1.9032118"," 0.7596812","-0.8178344","-0.7156849"," 0.6697919"," 1.6376329","-0.4298428"," 3.4736015"," 1.3557620"," 1.1324665"," 1.3202878"," 1.7591713"," 0.8101654"," 0.4980908","-0.0574403","-0.3115362"," 2.6787982"," 0.3131198"," 1.9365004"," 1.6358250","-2.2325509"," 0.8633604"," 0.3902805"," 0.3282523"," 0.1938209"," 2.1733274"," 0.7390537"," 2.6021467"," 0.1173879","-0.3322869"," 0.7344564","-0.1912663"," 0.3280674"," 0.6880130"," 1.3484025"," 0.5808731"," 1.8589596"," 1.2243238","-0.4017787"," 1.0500901"," 0.9806925"," 0.3208722"," 1.2232428"," 1.7648939"," 1.4306065"," 0.2108468"," 1.0146604"," 1.2227615","-0.1438566"," 1.2633379","-1.1497771"," 2.1040826"," 0.7904331"," 2.7290805"
"ESR1|ER-alpha_pS118","num","Molecular","Protein Expression","-0.262931517","-0.025974840","-0.042299602","-0.055728690"," 0.017648674","-0.396255919"," 0.118193650","-0.253923125","-0.115144178","-0.017241924"," 0.632838384"," 0.186589465","-0.222277341"," 0.179088519"," 0.257404196"," 0.214057302","-0.189051063"," 0.752134237"," 0.118960716"," 0.014873587"," 0.416503950"," 0.518705571","-0.268521929","-0.089811056","-0.047583780","-0.085692317","-0.216321347","-0.437680878"," 0.213119002"," 0.217750441","-0.509047749","-0.080433755","-0.334028355","-0.154210181","-0.146366528"," 0.479293067","-0.043996517","-0.060269892","-0.264631508","-0.312795024","-0.396626072","-0.427309762","-0.093083733","-0.480247310","-0.065924587","-0.132949527"," 0.063665929","-0.046482931","-0.546597916"," 0.598997227","-0.160737197","-0.180933310","-0.166812335","-0.224672115"," 0.006012217","-0.226622873","-0.276022348"," 0.011929050"," 0.196300716"," 0.654010172","-0.470770468"," 0.793930310"," 0.498197732"," 0.797600718"
"MAPK1|ERK2","num","Molecular","Protein Expression"," 1.125059769"," 1.430620545","-0.978475742"," 1.022307823"," 0.411826487"," 0.062690421"," 1.120500419"," 1.504139574"," 1.209371268"," 2.965654481"," 0.956005439"," 0.854145737"," 0.283350102","-0.008108704"," 1.116300699"," 0.536843655"," 0.890601257"," 0.803896370"," 0.986256890"," 0.276865409"," 0.606078730"," 0.479653089"," 1.069743169"," 0.706247805"," 0.981937663"," 0.624328479"," 0.614043744"," 0.732158815"," 0.755770851"," 1.447421155"," 0.859334907"," 0.993784116"," 1.328325418"," 1.424572889"," 1.508896681"," 1.382172927"," 1.078212471"," 0.529561075"," 0.487729396"," 0.662391141"," 0.964365049"," 1.004762058"," 1.041229496"," 1.115950131"," 0.408702830"," 0.921931999"," 0.771221463"," 0.336092702"," 0.354487584"," 0.810006488"," 0.341703160"," 1.101799228"," 0.495716780"," 0.239048011"," 1.134054852"," 0.598953973"," 0.868927032"," 0.647306668"," 0.524269472","-0.145932441"," 0.872662406"," 0.931988122"," 0.145457333"," 1.451267201"
"FN1|Fibronectin","num","Molecular","Protein Expression"," 1.45357905"," 0.28570416"," 0.77355796","-0.24121485","-0.32863393"," 1.42832896"," 0.67515932"," 1.76117539","-0.03260676"," 0.34551939"," 0.82199312"," 1.29358732"," 1.75188160"," 1.25549552"," 0.11819193","-0.49612848"," 0.50837060"," 0.01112950"," 1.23235429"," 0.59879978"," 0.87590164","-0.36017555"," 1.28940740"," 1.18390641"," 0.56679553","-0.02372185","-0.38156512"," 0.77122115","-0.39735764","-0.09131878","-0.90651536"," 0.05126664"," 1.03323285"," 0.97149409"," 1.57430702","-0.50478233"," 1.62183584","-0.31080949"," 1.27087264"," 0.35527128"," 0.58857002"," 2.88111030","-0.04307540","-1.23273030"," 0.63705203"," 2.28621498","-0.49379077"," 0.45028538"," 1.11792240"," 1.15304535","-0.67693557"," 0.33241248"," 0.06720288","-0.12522847"," 0.29952625","-0.20707835"," 1.54665753","-0.52052060","-0.04329218","-0.51374815"," 0.67627854","-0.83165271"," 0.54367164","-0.48096026"
"FOXO3|FOXO3a","num","Molecular","Protein Expression","-1.0741504","-0.4092881"," 0.2077523","-0.6488149","-0.5320517","-1.2043384","-0.5888802","-0.8099316","-0.5764508","-0.9047454","-0.7254971","-1.0562654","-0.4582624","-0.4870494","-0.9856054","-0.6583396","-0.9219001","-0.8103045","-0.9954625","-0.8600565","-0.6726476","-1.0475248","-0.9268301","-0.6292603","-0.5808388","-0.5730823","-0.6068760","-0.6322329","-0.6487727","-0.8679265","-0.8578487","-0.8960628","-0.7285615","-1.1708576","-0.5535734","-0.3922014","-1.0431109","-0.7980656","-1.0191434","-0.8318679","-1.0911741","-0.4087801","-1.2761968","-1.3231202","-0.9569645","-0.6423197","-1.0611398","-0.8400932","-1.0695335","-0.8343404","-0.8503930","-0.9286839","-1.2190069","-1.0305568","-0.7035341","-0.2487685","-0.7477732","-0.6787577","-0.2480983","-0.5368210","-0.3078820","-0.2494406","-0.4901865","-0.4569865"
"GAB2|GAB2","num","Molecular","Protein Expression","1.1379502","3.0492144","1.0025444","1.2214739","1.9123315","0.4160846","1.6039959","2.5717595","2.4501532","1.8734689","1.5684582","2.2574499","1.2571558","0.3885510","2.2335836","2.7723669","0.7979522","2.2618166","2.0568750","1.7856200","1.4642520","1.1399862","1.6238142","2.6498815","1.6389951","2.4258776","1.9957866","2.0409754","1.7178062","2.1588259","0.7585690","2.1545660","2.1021457","1.9360151","1.8001736","2.0540385","1.6870852","2.6742094","1.5513536","0.9127461","1.9707278","0.6932627","1.0929371","1.4348681","3.1540712","1.3993482","2.8026085","1.0683178","1.6438544","1.5700593","1.4577108","1.8182549","1.8995913","2.4921182","2.7236999","2.5725155","1.6378309","2.1254922","1.6088742","1.3732758","1.9000033","1.4346856","1.7010179","2.4708253"
"GATA3|GATA3","num","Molecular","Protein Expression","-0.154991330","-0.015991328"," 0.524334011"," 0.007812058","-0.419317981"," 0.212382019","-0.044221217"," 0.261941320"," 0.058985092","-0.797759297","-0.397708240"," 0.174841880"," 0.096042653","-0.153555826","-0.341619597"," 0.071281371"," 0.351291772","-0.075418682"," 0.075976450","-0.223831831","-0.137292672","-0.366341552","-0.185749113","-0.382907066"," 0.071596213","-0.300714100","-0.122947098","-0.720268575","-0.270347453","-0.264124498"," 0.716669365","-0.404700576","-0.387905862","-0.354939406","-0.123633004","-0.262107093","-0.071727417","-0.350084088","-0.212788408","-0.549811216"," 0.039863418","-0.179932174","-0.691168778","-0.083924033","-0.215753982"," 0.001577567","-0.182100903","-0.275823392","-0.293439839","-0.306969885","-0.349984071","-0.424793891","-0.363827545","-0.585833669","-0.422932228","-0.542206838","-0.186960226"," 0.311243304"," 0.012983737","-0.428538504"," 0.116392975","-0.087513798","-0.136908685","-0.016170586"
"GSK3A GSK3B|GSK3-alpha-beta","num","Molecular","Protein Expression","0.5639839","0.7825753","0.3064322","0.5959117","1.1469027","0.4381735","0.8143572","0.8731564","0.6133913","0.8172841","0.8833131","0.3618856","0.2880840","0.7887100","0.4028688","0.5735315","0.1301689","0.7546001","0.4022482","0.4601921","0.4782030","0.6167674","0.6449905","0.5924179","0.4888294","0.6464541","0.5741435","0.6209117","0.4961203","0.5479965","0.9474534","0.4204493","0.8048611","0.6100030","0.6972875","0.6719207","0.6873811","0.7007355","0.8208664","0.5597850","0.4009744","0.6101189","0.5241075","0.3707956","0.2783150","0.5888610","0.4069563","0.4733243","0.1633515","0.4614143","0.7176183","0.7828002","0.4946762","0.5176082","0.5291331","1.0276523","0.4760150","0.6154611","0.9070995","0.3306375","0.8808482","0.7953050","0.6975616","0.4673485"
"GSK3A GSK3B|GSK3-alpha-beta_pS21_S9","num","Molecular","Protein Expression"," 1.320289757"," 0.624594953","-0.182480272"," 0.758768329"," 1.952693736"," 0.181855067"," 1.575529726"," 0.392039280"," 0.482119209"," 1.176684804"," 1.901707033"," 0.683251235"," 0.930961107"," 0.066540482"," 1.430728836"," 0.952052909"," 0.626537698"," 1.682338517"," 1.051394738"," 1.341867030"," 1.293823048"," 0.796854689"," 1.196101496"," 0.356495841"," 0.753624300"," 1.090615442"," 0.965835816"," 1.342648230"," 1.418720875"," 1.298923899"," 1.956717947"," 1.278218237"," 1.289909683"," 1.797429287"," 0.640513563"," 1.189355129"," 1.221991002"," 0.000534959"," 1.041715244","-0.015980152"," 1.262146725"," 0.609044482"," 1.032892235"," 0.982818494"," 1.055610570"," 0.645718920"," 0.942983424"," 0.773767332"," 0.357306586"," 1.115743007"," 0.967353335"," 1.080878767"," 0.718016680"," 1.060098907"," 0.996729000"," 1.117071789"," 1.188264283","-0.369699086"," 0.117939264"," 0.745298661"," 0.482481809"," 1.586018661"," 0.896948594"," 1.094539270"
"ERBB2|HER2","num","Molecular","Protein Expression"," 0.32380363"," 0.78468130","-0.46396907"," 0.43700177"," 0.32555010","-0.94101988","-0.05858660"," 0.49275800"," 0.38568230","-0.01116826"," 0.39723690"," 0.43672892","-0.09595134"," 0.01881615"," 0.36329446"," 0.67117770","-0.49711712"," 0.09768194","-0.12653551"," 0.30348367"," 0.58380192"," 0.13517950","-0.01967649"," 0.64214494"," 0.44589667","-0.09266550"," 0.56579488"," 0.25395465"," 4.66258166"," 0.65245746","-0.18648240"," 0.04970714","-0.07149247"," 1.15685771"," 0.12304342"," 0.37324802"," 0.31297980"," 0.90139626"," 2.49882936"," 1.00187261"," 0.03030966"," 0.15460665"," 0.13415842"," 0.37418609"," 0.45527977"," 0.26049349"," 0.54238984"," 0.66915060"," 0.53135008"," 1.06948485"," 0.18172683"," 0.83674674"," 0.66840839"," 0.04550828"," 0.53183400"," 0.82640297"," 0.34903197"," 0.73912223"," 0.59384318"," 0.61323664"," 0.11031366"," 0.77227237"," 1.14265711"," 1.65874478"
"ERBB2|HER2_pY1248","num","Molecular","Protein Expression","-0.259481895","-0.015310997"," 0.068278540","-0.206720078","-0.272553156","-0.304935588","-0.595872533","-0.504021831","-0.451724292","-0.572749610","-0.155421783","-0.395476575","-0.154571351","-0.466553877","-0.294506098","-0.128793175","-0.345745690","-0.515181273","-0.768358228","-0.430053249","-0.169341985","-0.581877294","-0.544757979","-0.218677396"," 0.065461761","-0.610217809","-0.305422023","-0.508979170"," 3.996670548","-0.126712930","-0.818029019","-0.442520194","-0.548631633","-0.036129012","-0.591269211","-0.520498296","-0.153999252","-0.015232300"," 0.901894478","-0.027843246","-0.354617588","-0.474110127","-0.510551942","-0.458409282","-0.190129112","-0.332876463","-0.353584226","-0.108752394","-0.153606303","-0.231319276","-0.685259964","-0.230120183","-0.294403462","-0.695484944","-0.462093693","-0.233504968","-0.345265443","-0.053480744","-0.224135076","-0.030244057","-0.114618934","-0.003077115"," 0.289504371"," 0.253314059"
"ERBB3|HER3","num","Molecular","Protein Expression"," 1.21889717"," 1.21777750"," 0.43108676"," 0.27604508"," 0.08966409"," 0.02342124"," 0.50934504"," 1.75729428"," 0.09000936"," 0.42874002"," 0.25068610"," 0.28605151"," 0.37811413"," 0.40763001"," 0.44305068"," 0.57170892"," 0.79511363"," 0.40485952"," 0.35089576"," 0.51953475"," 0.14258556"," 1.31032719"," 0.94860689"," 0.89934878"," 0.56285215"," 0.46089178"," 0.57960563"," 0.74315199"," 0.86052361"," 0.46746251"," 0.58292071"," 1.24234864"," 0.26658390"," 0.77318028"," 0.38079265","-0.02639624"," 0.68458245"," 0.85704816"," 0.89893517"," 0.45834909"," 0.53159549"," 1.53849601"," 0.33973558"," 0.29122124"," 1.32313500"," 0.71472416"," 0.99456549"," 1.90537601"," 0.94919460"," 1.24417356"," 0.53390615"," 0.65202021"," 0.08313150"," 0.31340194"," 0.95721386"," 0.54186474"," 1.36252891"," 0.49910236"," 0.24173609"," 1.07648698","-0.39826986"," 0.72166555"," 0.80510071"," 0.81790286"
"ERBB3|HER3_pY1298","num","Molecular","Protein Expression"," 0.20824818"," 0.31630589"," 1.13547863"," 0.21733518"," 0.30875519"," 0.44610013"," 0.20511808"," 0.07881734"," 0.15369247"," 0.05185060"," 0.11901256"," 0.09425216"," 0.46936905"," 0.16354526"," 0.10576724"," 0.13326611"," 0.44087746"," 0.27320598"," 0.01016187"," 0.08219060"," 0.12248803"," 0.06097448"," 0.10486534"," 0.07044139"," 0.32282520"," 0.10761867"," 0.02683828","-0.03760332"," 0.53911104"," 0.10336954","-0.08812391"," 0.15137298","-0.03662363"," 0.07743086","-0.12143276","-0.05032978"," 0.05957526"," 0.12346457"," 0.03978725"," 0.08839129"," 0.15719714"," 0.21434312"," 0.02227785"," 0.09064061"," 0.20820140"," 0.26990592"," 0.15963787"," 0.30441700"," 0.09304820"," 0.12344836"," 0.12845989"," 0.13595724"," 0.19699009"," 0.05139639"," 0.13849776"," 0.09559307"," 0.20104627"," 0.31055216"," 0.12914367"," 0.16530941"," 0.42618105"," 0.36428349"," 0.32599884"," 0.15380918"
"HSPA1A|HSP70","num","Molecular","Protein Expression"," 0.94493842"," 0.95282747"," 0.90443268"," 1.24073216","-0.09035689"," 1.17830520"," 0.32023024"," 0.99416556"," 0.52430650"," 0.80498990"," 0.51854809"," 0.64624027"," 1.56980245"," 0.18020664"," 1.09858042"," 0.01974364"," 1.85926389"," 1.00386100","-0.05335327"," 0.06104649"," 0.28944403"," 0.79530866"," 0.27281911"," 0.88408003"," 2.97115664"," 2.09578771"," 1.67281197"," 1.02781557"," 0.14064049"," 2.44757532","-0.13560557"," 1.06687592"," 0.02075699"," 0.11339246"," 0.16062069"," 0.01974364"," 1.02637717"," 2.25696470"," 0.50157842"," 1.06467001"," 0.16773162"," 0.90095326","-0.06000487"," 0.32319993"," 1.71868921"," 0.60971576"," 0.80866585"," 1.00357707"," 0.74789133","-0.06664187"," 0.76084376"," 0.29323413","-0.31640767"," 0.12813528"," 1.06517984"," 0.96734609"," 1.25585147"," 1.24407620"," 0.84128619","-0.12437200"," 0.16885133"," 0.10342596","-0.29659003"," 0.04732490"
"IGFBP2|IGFBP2","num","Molecular","Protein Expression","3.1558911","3.1922688","1.6516686","1.5104640","1.3481801","1.6612738","0.6450878","0.9841614","2.0787649","1.1393364","1.0844045","0.8360501","1.2450779","2.2125864","3.2558039","1.3246933","0.9103529","1.8174726","0.8850322","1.8783551","1.7009908","2.0312619","1.9096240","1.2869211","2.0875199","2.2805497","0.9809380","2.4265620","1.7695410","2.7343348","2.2223783","1.7130682","1.7250398","3.0845457","2.6537372","1.7437252","2.4124025","2.9668569","2.8892775","4.4856944","1.3500054","2.4120715","3.4322430","0.6587539","2.4313268","1.4012821","3.3721715","3.2261125","2.2830856","1.3484080","1.9379276","0.8017154","1.1055584","0.5570086","1.4850826","2.1709407","2.9313252","2.7280504","2.4344426","1.4122790","3.4132760","0.7498931","2.5141298","2.2896427"
"INPP4B|INPP4B","num","Molecular","Protein Expression","-1.24063538","-0.82505781","-2.00727115","-1.01584496","-1.62603409","-1.73279446","-0.94959688","-0.81858343","-1.78010160","-1.31174518","-1.63561965"," 0.27881832","-1.80777526","-1.84782538","-1.03705800","-1.31300017","-1.33440569","-0.26291005","-1.71955251","-0.94016411","-1.66115923","-0.69741288","-1.26542551","-0.62527942","-1.83186490","-1.62362855","-1.16892538","-1.72472773","-1.09488190","-1.08648632","-1.94034631","-0.72440842","-1.68902732","-1.31453996","-2.27407733","-1.65875020","-1.01305136","-0.40416783","-0.52186679","-1.10096963","-1.25386817","-0.78552389","-1.48369129","-1.90258063","-0.68005101","-0.92123822","-1.18225535","-0.08438706","-1.07410873"," 0.36025788","-1.64292166","-0.78662837","-1.26236661","-1.38783642","-0.59927195","-1.48349794","-0.23192650","-1.10774876","-0.98884565","-1.16107734","-1.07666677","-0.78355860","-1.10828889","-1.34482784"
"IRS1|IRS1","num","Molecular","Protein Expression","-0.66658499","-0.53325533","-0.45052377","-0.42165001","-0.99941936","-0.56549721","-0.77398307","-0.38577212","-0.84101338","-0.62768043","-0.65094915","-0.86189424","-0.74178610","-0.73088664","-0.64543375","-0.78921566","-0.59014188","-0.89410754","-1.12158197","-0.97452911","-0.80972305","-0.50207656","-0.65967126","-0.54891770"," 0.35550770","-0.67852442","-0.34682671","-1.02678537","-0.32434936","-0.74491839","-0.68598718","-0.24901653","-1.33406901","-0.89735020","-0.84090454","-1.30074634","-1.00114802","-0.39126704","-0.53421179","-0.52763442","-0.88453043","-0.73265020","-0.85279434","-0.92557139","-0.72977408","-0.51197836","-0.81898098","-0.40402445","-0.67728377","-0.39101716","-0.98849997","-0.40417935","-1.16925679","-1.32584453","-1.04893204","-0.75285590","-0.33608716","-0.70749796","-0.32820089","-0.04372025","-0.51366522","-0.39674045"," 0.08336044","-0.86394470"
"MAPK8|JNK_pT183_Y185","num","Molecular","Protein Expression"," 0.26409058","-0.52844925","-0.07765764","-0.57359940","-0.09226968"," 0.05895946","-0.14360060"," 0.02087090","-0.68564563","-0.56929186","-0.26705047","-0.46016130"," 0.20763108","-0.35734608","-0.41682651","-0.55133945","-0.09322801","-0.59884770","-0.42093768","-0.32336022"," 0.14246186","-0.40610816","-0.08538648","-0.60388245","-0.68248023","-0.57413111","-0.65054722"," 0.16881221","-0.16944760","-0.04206611"," 0.00916993","-0.39291763","-0.38305043"," 0.08644296","-0.43327902","-0.38062607","-0.11132109","-0.67531686","-0.32989884","-0.73776877","-0.07901791"," 0.12639228","-0.45073752","-0.82846423"," 0.07075871","-0.52625597","-0.51396979","-0.13657617","-0.29962096","-0.19575809","-0.63211270","-0.35114187","-0.56248297","-0.67529369","-0.67082550","-0.46813465"," 0.04046873","-0.70044593","-0.40440192","-0.67578923","-0.50360604","-0.49801744","-0.62889284","-0.70158270"
"MAPK9|JNK2","num","Molecular","Protein Expression"," 0.15105429"," 0.39636478","-0.02235596","-0.02025229"," 0.21197473","-1.12418376"," 0.48824766"," 0.21573732","-0.03638741"," 0.25682651"," 0.34539656"," 0.30458133"," 0.11893547"," 0.59040243"," 0.24933916","-0.07648640"," 0.56719871"," 0.14755821","-0.12439376","-0.11399751"," 0.23155622","-0.81331669"," 0.19158273"," 0.33057170"," 0.06356495"," 0.08131725","-0.17727073"," 0.21386813"," 0.65930015"," 0.08865117"," 0.93500522"," 0.33654343","-0.32009836"," 0.24732979"," 1.09011398"," 0.96526740"," 0.31747182","-0.04431644"," 0.04190597","-0.00408497"," 0.21550253"," 0.18825945"," 0.18031793","-0.31345908"," 0.05143186"," 0.77316823","-0.03062431"," 0.05564608","-0.08239838"," 0.52810499"," 0.14454860"," 0.44310310"," 0.69552889","-0.78280725"," 0.25472317"," 0.45008886"," 0.28104191","-0.21979203"," 0.02157989","-0.54839247","-0.29786396","-0.46569977","-0.17245688","-0.27758943"
"XRCC5|Ku80","num","Molecular","Protein Expression","1.1845812","1.9439178","1.1521592","1.2833773","1.5053394","0.2316960","1.5258002","1.6404405","1.7036199","2.3705285","1.4727959","1.6122635","0.3907714","0.7774449","1.9093700","1.7688256","1.0394312","1.7795157","1.3491381","1.1132409","1.4827140","1.6740168","1.1491961","1.7293428","1.2308747","1.7426623","1.3035346","1.4270128","1.5860452","1.7044442","1.6904364","1.7487598","1.5313258","1.5410760","1.7394139","1.7947571","1.6250897","1.6528963","1.4586915","1.7683113","0.9421852","0.9772244","1.6120335","0.8118685","1.1982610","1.1533924","1.9695128","1.6678739","1.1437221","1.9783844","1.8815947","1.8145789","1.6914539","1.6915417","1.4803291","1.8023308","1.2644654","2.4089040","1.9903941","2.3886500","2.1488486","2.1729481","1.8970702","1.3867884"
"LCK|Lck","num","Molecular","Protein Expression","-0.042779059"," 0.216590661"," 1.083801607","-0.014805580"," 0.025465615"," 0.668863587"," 0.457240993"," 0.334508738"," 0.703439791","-0.426049989"," 0.221381607"," 0.285170797"," 0.759221320"," 0.004785048","-0.103943283","-0.025458559"," 1.471970264","-0.152639016"," 0.373407651"," 0.095379658"," 0.274999425","-0.409941709"," 0.445253130","-0.067396188"," 0.133401764"," 0.469693728","-0.151834590"," 0.297715829","-0.402890331"," 0.144155962"," 0.503308817","-0.164642881"," 0.425167880"," 0.097482354"," 0.615552045","-0.196534278"," 0.090415486","-0.169176663","-0.337557657","-0.522575950"," 0.418457637"," 0.499345588","-0.629823425"," 0.370421935","-0.046435189"," 0.789333609","-0.584515231","-0.499904157","-0.054172365","-0.079803699","-0.814802975","-0.276695520","-0.450282021","-0.540887447","-0.551529400","-0.531790240"," 0.025086916"," 0.085104958"," 0.243672119"," 0.137363791"," 0.856471902"," 0.312131754"," 0.108501302"," 0.404422726"
"STK11|LKB1","num","Molecular","Protein Expression"," 0.085050351"," 0.315249610"," 0.453768074"," 0.273424133"," 0.329640053"," 0.225265298"," 0.286367710"," 0.398806277"," 0.209175515"," 0.409713553"," 0.262774630"," 0.317282137"," 0.299880207"," 0.289148230"," 0.141050353"," 0.169415268"," 0.071136067"," 0.112827202"," 0.063710827"," 0.070310535"," 0.006978050"," 0.076644839"," 0.245125171"," 0.462470474"," 0.128816899","-0.040069871"," 0.138622285","-0.078685250","-0.013916066"," 0.183566787"," 0.202353431"," 0.332671878","-0.104710007"," 0.017766546"," 0.321071224"," 0.004992679"," 0.373381113"," 0.276814780"," 0.202536997"," 0.250502080"," 0.296270187"," 0.496238603"," 0.179815080"," 0.257075555"," 0.371581626"," 0.419773940"," 0.278372072"," 0.352106315"," 0.264176356"," 0.534881100"," 0.209660361"," 0.365940628"," 0.150967512"," 0.382594394"," 0.519303443"," 0.198187427"," 0.309888219"," 0.248243301"," 0.420002790"," 0.173022745"," 0.540907361"," 0.333778607"," 0.045029253"," 0.046624537"
"MAPK1 MAPK3|MAPK_pT202_Y204","num","Molecular","Protein Expression"," 1.73440280"," 0.18706646"," 1.06997884"," 0.36194925"," 0.99811905"," 0.88621351"," 1.02964528","-0.29234225","-0.88290770","-0.80394361"," 1.25229215","-0.00848644"," 1.14708884","-0.49390403","-0.38586798"," 0.52870520"," 0.90737525"," 0.15754804","-0.09024425"," 0.77911347"," 1.71397207","-0.10422197"," 0.92622805","-0.34617728","-0.08057432","-0.17122387"," 0.07548520"," 0.67087023"," 0.40576477"," 0.98865442"," 1.60542884"," 0.52412249"," 0.81916431"," 1.49674638"," 0.13864493"," 1.20148824"," 0.84168076","-1.14336294"," 1.04397135","-0.87070066"," 1.44972373"," 0.21107109","-0.32447323"," 0.43990277"," 1.15677045"," 0.42767386"," 0.55246906"," 0.69726952","-0.24590604"," 0.67349706","-0.37272732"," 0.42635912","-0.22046990"," 0.38012505"," 0.09778674"," 0.57402037"," 1.05702592","-1.16460474","-0.74786132","-0.79786458","-0.69537021","-0.73448181","-0.22594545","-0.79021891"
