"Feature","Data_Type","Category","Sub_Category","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1623","TCGA-25-1625","TCGA-25-1635","TCGA-25-1878","TCGA-23-1809","TCGA-25-2391","TCGA-25-2409","TCGA-25-2042","TCGA-25-2393","TCGA-23-2077","TCGA-25-2396","TCGA-23-2078","TCGA-25-2397","TCGA-23-2079","TCGA-25-2399","TCGA-23-2081","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-42-2591","TCGA-23-2645","TCGA-42-2593","TCGA-23-2647","TCGA-23-1111","TCGA-23-2649","TCGA-25-1316","TCGA-25-1322","TCGA-42-2582","TCGA-42-2588","TCGA-42-2589","TCGA-23-2641","TCGA-42-2590","TCGA-23-2643","TCGA-25-1320","TCGA-23-1121","TCGA-25-1313","TCGA-23-1122","TCGA-25-1315","TCGA-23-1123","TCGA-25-1319","TCGA-25-2408","TCGA-25-1321","TCGA-25-1323","TCGA-25-1326","TCGA-25-1328","TCGA-25-1312","TCGA-25-1329","TCGA-25-1314","TCGA-23-1109","TCGA-25-1318","TCGA-23-1110","TCGA-42-2587","TCGA-57-1586","TCGA-5X-AA5U","TCGA-WR-A838","TCGA-59-A5PD","TCGA-OY-A56Q","TCGA-OY-A56P","TCGA-3P-A9WA"
"FOXM1|FoxM1","num","Molecular","Protein Expression","-0.60937764"," 0.23371208"," 0.19793089","-0.50188284","-0.66689215","-0.84759225","-0.55817226"," 0.12547061","-0.21246605"," 0.41623594"," 0.02929997","-0.37687029","-0.90908103","-0.22143983","-0.92102174"," 0.37393962","-0.97378547","-0.43061876","-1.11711084","-0.43250182","-0.39176492","-0.48300182","-0.13421316","-0.70026873"," 0.13643552"," 1.25452994"," 0.08752764"," 0.53601855","-0.89472141","-0.10250481","-0.16897123","-0.21690596","-0.10426326","-0.54023180","-0.42770719","-0.33563705","-0.63040914","-0.07648248","-0.34311683"," 0.21711956","-1.03607681","-0.96869654","-0.02199100","-0.05760861","-0.84982345","-1.01320113","-0.43868691","-0.75222513","-0.50906896","-1.34265640"," 0.10472258","-0.35386765","-0.40976270"," 0.60890496","-0.57012420"," 0.02929997","-0.44510474","-0.30897364"," 0.47829380"," 0.52191480"," 0.03175754","-0.29511093","-0.22489897"," 0.22239012"
"G6PD|G6PD","num","Molecular","Protein Expression","-1.2059081","-1.3554239","-1.1301140","-1.2774511","-1.3662088","-0.9588216","-1.0379298","-1.2816679","-1.0310353","-1.2616881","-1.3960820","-1.2063690","-1.0785427","-0.7671681","-1.3402573","-1.3657522","-0.9376181","-1.2669610","-1.4119244","-0.9222665","-1.4559066","-1.3349563","-1.2603115","-1.1689058","-1.3614872","-1.4237661","-1.5534402","-1.5150771","-1.3789672","-1.2975457","-1.1845075","-1.2311956","-1.5446913","-1.3324355","-1.1613578","-1.4273019","-1.1137935","-1.4124836","-1.5145107","-1.3024844","-1.1594027","-1.2663431","-1.3678759","-1.4766007","-1.4660472","-1.2621898","-1.6121850","-1.5048646","-1.5411889","-1.5655073","-1.5440805","-1.5340789","-1.3191700","-1.6885715","-1.4118546","-1.7321533","-1.4859782","-1.3563794","-1.3468307","-1.7537445","-1.0222750","-1.3621366","-1.4675509","-1.4056599"
"GAPDH|GAPDH","num","Molecular","Protein Expression"," 1.199967223"," 2.690387424","-0.293152258"," 1.787388792"," 2.422196010"," 0.464675465"," 1.443993012"," 1.117929797"," 0.877859230"," 2.193532877"," 1.839827752"," 3.988238927"," 0.380808590"," 1.725054851"," 0.631262107"," 0.567320476"," 0.681489218"," 5.292709544"," 1.720522101"," 1.482309934"," 0.835102145"," 0.482313485"," 0.539657122","-0.002852266"," 1.381947652"," 1.921465666"," 0.345205265"," 1.397112087"," 2.363544864"," 2.931560972"," 0.638343532"," 0.367770233"," 2.194796184"," 1.735523848"," 1.207132129"," 3.737404388"," 1.426215768"," 1.305765929"," 0.502714524"," 1.159222304"," 1.587247842"," 0.937780149"," 1.622544176"," 0.403342507"," 0.092764414"," 2.674766774"," 3.503369225","-0.125055821"," 0.670355945"," 1.919687476"," 1.884699592"," 0.741806944"," 2.299369336"," 0.561306663"," 2.342224778"," 0.913332110"," 1.134096588"," 0.500497683"," 0.811500740"," 4.154173617"," 0.763832691"," 2.056916445"," 1.561671980"," 1.140517840"
"GSK3A GSK3B|GSK3_pS9","num","Molecular","Protein Expression"," 1.08673313"," 0.29483584","-0.53800372"," 0.41684979"," 1.35034946","-0.15302515"," 0.94523133"," 0.05004904","-0.05641225"," 0.49235400"," 1.60591976"," 0.52228270"," 0.76996033","-0.23990731"," 0.96883234"," 0.43352245"," 0.26351083"," 0.76604191"," 0.54788605"," 0.94256474"," 1.01305435"," 0.65198260"," 0.38417159","-0.16087195"," 0.50299062"," 0.59581741","-0.05061830"," 0.75054525"," 0.86361825"," 0.88929101"," 1.70654269"," 0.45239905"," 0.41648921"," 1.25353464"," 0.16512591"," 1.19308621"," 0.71410707","-0.46241820"," 0.68962377","-0.59846318"," 0.97461788"," 0.21722952"," 0.66198191"," 0.67570251"," 0.70869132"," 0.34819033"," 0.44329146"," 0.51136216","-0.23682990"," 0.62362104"," 0.58467526"," 0.10892598"," 0.91872695"," 0.47732022"," 0.23239260"," 0.45972329"," 0.51236331","-0.50758997"," 0.02853432","-0.03745423","-0.10944288"," 0.94233912"," 0.31517562"," 0.57046721"
"NRG1|Heregulin","num","Molecular","Protein Expression","-1.4503456","-1.3980819","-1.3546480","-1.4220575","-1.2168957","-1.2619451","-1.5635960","-1.6261894","-1.3594767","-1.6030445","-1.5453369","-1.3424554","-1.1995441","-1.4705725","-1.4440768","-1.4628934","-1.1725671","-1.2727114","-1.6277350","-1.2255020","-1.5117654","-1.5933177","-1.4874413","-1.5732667","-1.3900886","-1.5200589","-1.6391011","-1.6758231","-1.5762264","-1.3891395","-1.5909022","-1.5275637","-1.5723276","-1.6088157","-1.4187594","-1.3305404","-1.3825808","-1.2064700","-1.5343309","-1.4880948","-1.5099887","-1.0240397","-1.5947530","-1.6019234","-1.6168916","-1.3727207","-1.4329592","-1.4630067","-1.4295800","-1.5893435","-1.4937960","-1.6566104","-1.4416351","-1.5635122","-1.3490760","-1.4761813","-1.4610047","-1.1024915","-1.2412043","-0.6713238","-1.4711663","-1.1188545","-1.1497855","-1.4067224"
"MYH11|MYH11","num","Molecular","Protein Expression","-0.53957184","-0.46739931"," 3.19784948","-0.89661080","-1.90411890"," 3.67502822"," 0.73741534","-0.51004258","-1.76600979"," 0.66435183","-1.89227481","-1.71917529","-0.56714845","-1.89681411","-1.62619366"," 0.13004703"," 2.17307692","-1.72786465","-1.78763554","-1.68896357","-1.98594065","-0.07169288"," 0.84710492"," 1.82970703","-0.46535002","-2.28018700"," 1.94039210","-0.84235028","-0.80375784","-1.38317814","-1.92422839"," 2.02636438","-1.71950170"," 1.23410591","-0.53673350","-1.78525143","-0.46686596","-1.32473147"," 0.16918938","-1.05987889","-1.25237841"," 0.87995630","-0.28941487","-2.02662045"," 3.23703185"," 1.31097318","-0.51738728"," 1.17546110","-1.34191070"," 1.00680424","-1.92936539","-0.20140903","-0.07048746","-0.60786182","-0.04026976","-1.22871354","-0.36948010","-1.41362309","-2.09404678","-2.25373898"," 0.25493889","-2.22106848","-1.32814447","-1.92425576"
"MYH9|Myosin-IIa-pS1943","num","Molecular","Protein Expression","-0.4289401","-0.4769544","-1.4835286","-0.6978469","-0.6736652","-0.4153428","-0.4314809","-0.4089422","-0.8155132","-0.6200130","-0.6801294","-0.5742024","-0.3231098","-0.6033573","-0.5832647","-0.4074014","-0.7444167","-0.6056053","-0.4971992","-0.4278155","-0.6388956","-0.7123022","-0.3518693","-0.3578896","-1.0025114","-0.6449364","-0.8302488","-0.4290733","-0.5521324","-0.4137177","-0.8987544","-0.6443642","-0.5434750","-0.3607940","-0.7584575","-0.7389786","-0.9928135","-0.5427377","-0.3821206","-0.8831680","-0.4777279","-0.8419270","-0.8298103","-0.9082120","-0.6583966","-0.7183059","-0.7402468","-0.8123619","-0.6555203","-0.6121815","-0.8047200","-0.7949533","-0.5475968","-0.7734732","-0.6701010","-0.9587006","-0.3008301","-0.5357245","-1.2947046","-1.2300276","-1.1436816","-0.7607099","-2.0342488","-1.0676070"
"NRAS|N-Ras","num","Molecular","Protein Expression","-1.5444422","-1.3635339","-1.6803623","-1.5626949","-1.5816311","-1.2607982","-1.5856710","-1.7502981","-1.4457681","-1.6479457","-1.6765308","-1.2001294","-1.1274256","-1.3363106","-1.5424841","-1.6165732","-1.1017711","-1.2578308","-1.7318261","-1.5919954","-1.7361506","-1.6221610","-1.6158084","-1.6467745","-1.1846046","-1.5663678","-1.6973361","-1.8320749","-1.8619097","-1.4917836","-1.7983038","-1.6329500","-1.8748709","-1.7805854","-1.5487296","-1.4981475","-1.4098548","-1.2871274","-1.6078956","-1.7218092","-1.5397827","-1.3578691","-1.7098535","-1.4971999","-1.5497728","-1.3008953","-1.4940618","-1.5389136","-1.5960907","-1.7388412","-1.5984292","-1.7085906","-1.5124860","-1.7588327","-1.2609758","-1.6512731","-1.6400452","-0.9345064","-1.2879579","-1.6026551","-1.3137297","-1.2584701","-1.4396300","-1.4736355"
"NDRG1|NDRG1_pT346","num","Molecular","Protein Expression","-0.40857078","-0.44766418","-0.53815329","-1.05879306","-0.36557293"," 0.07485262"," 1.09426399","-1.32862935","-0.35850260","-0.49981883"," 1.01159224"," 0.49309846"," 0.15146074","-0.88307127","-0.35457495","-0.94906082","-0.53229945"," 0.15655970","-0.09780344","-0.02596467"," 0.81204590","-0.96699282","-1.37872721","-0.56550533","-0.68879719","-0.02092789","-1.19115208","-0.55631626","-0.78955709"," 0.47385425","-1.14165202"," 0.16765104"," 0.65832564","-0.03828604","-0.96805141"," 0.09204478","-1.46801345","-0.88605493","-0.47735342","-1.19666575","-0.58651078","-0.87858193","-1.48805988","-1.41025954","-0.26056996","-0.53306108","-0.40857078","-0.30054629","-0.40168998","-0.22710511","-1.06990594","-0.82905493"," 1.02163604","-0.05377848"," 1.21338846","-1.36156598"," 0.54129671","-1.14152041","-0.88070118","-1.76975911","-1.10832785","-1.12353351","-1.61837240","-1.19840071"
"CDKN1A|p21","num","Molecular","Protein Expression"," 0.64324320"," 0.55029860"," 0.26077362"," 0.29034859"," 0.35669278"," 0.54888338"," 0.50794448"," 0.59761832"," 0.41166533"," 0.58139460"," 0.34742376"," 0.23235069"," 0.82960243"," 0.56197309"," 0.45443485"," 0.46927133"," 0.29059074"," 0.06686489"," 0.17434797"," 0.39995032"," 0.63334975"," 0.30829989"," 0.84751918"," 0.69142047"," 0.61142384"," 0.55903539"," 0.26149943"," 0.64455239"," 0.34798845"," 0.61483502"," 0.02650918"," 0.34535800"," 0.40921116"," 0.60207402"," 0.74241522","-0.14390354"," 0.56275040"," 0.24197939"," 0.62924751"," 0.92767444"," 0.37068451"," 1.38114383"," 0.40886218"," 0.03244951"," 0.76744045"," 0.86237287"," 0.48751581"," 1.09927155"," 0.64842892"," 0.89910218"," 0.14591378"," 0.52261407"," 0.23124173"," 0.51326985"," 0.50734583"," 0.78322998"," 0.98126882"," 0.26682043","-0.10527862","-0.44970947","-0.17320072","-0.46532924","-0.52144964"," 0.24326346"
"CDKN1B|p27_pT198","num","Molecular","Protein Expression","-0.050484781"," 0.015317515","-0.297391767","-0.089528265"," 0.114318185","-0.037508609","-0.100854470","-0.138027199"," 0.141667225","-0.003252971"," 0.106118000"," 0.031589984"," 0.000199088","-0.035623322","-0.105237838"," 0.090892170","-0.119337034","-0.045325049","-0.285516787","-0.249618314"," 0.074073295","-0.025877391","-0.055909078"," 0.121424028","-0.083353361"," 0.119082875","-0.095187939","-0.126085710"," 0.022703476","-0.010228076","-0.053284455"," 0.330439991","-0.026770990","-0.191521070"," 0.014588176","-0.134640769","-0.246927444","-0.170701643"," 0.093790486","-0.056295793","-0.044294724"," 0.139727795","-0.060236079"," 0.125301331"," 0.030781167"," 0.013811718","-0.023302007"," 0.072911344","-0.087479003","-0.027958199"," 0.002588498"," 0.076134485","-0.131844056"," 0.041462538","-0.032570760"," 0.093659392","-0.120172366"," 0.074489826"," 0.112918680"," 0.186039142"," 0.579665786"," 0.078739394","-0.087785847","-0.096823328"
"RPS6KA1|p90RSK","num","Molecular","Protein Expression","-0.6856599","-0.8439619","-0.2618653","-0.9762763","-0.4813339","-0.5536227","-0.2655405","-0.4941014","-0.9013311","-0.3414918","-0.9253136","-0.3079500","-0.6802826","-0.6752852","-0.3514400","-0.9610064","-0.5372022"," 0.5312705","-0.2884065","-0.4925798","-0.7714295","-0.4898439","-0.6382975","-0.8634770","-0.5628574","-0.8053219","-0.7795519","-0.7288816","-0.5847453","-0.7100320","-0.7152484","-0.7601923","-0.7071291","-0.7813515","-0.8333201","-0.7931545","-0.4519236","-0.6379891","-0.8665717","-0.5138687","-0.4093666","-0.4452686","-0.1084335","-0.4140573","-0.6477437","-0.7706175","-0.7511065","-0.7765573","-0.7185920","-0.1833865","-0.3790914","-0.5350641","-0.2312236","-0.4658095","-0.2147857","-0.8312645","-0.5835833","-0.3892404","-0.4421626","-0.7492642","-0.5578747","-0.6139205","-0.7486364","-0.2778617"
"PDCD4|PDCD4","num","Molecular","Protein Expression","1.8863830","1.9004595","2.1183776","2.2945280","2.4148744","1.9932791","2.1702720","1.5157513","1.5160003","1.8271623","2.4581719","2.1774324","1.1725145","2.1555309","1.9394305","2.1836141","1.3344748","2.8895922","3.0812975","2.5419169","2.0821185","2.3725606","1.9224599","2.0111637","1.0380276","1.6824249","1.7097450","1.9387900","2.4442219","2.7468766","2.9622019","2.5461577","1.8638280","2.1581935","1.0214862","2.2441156","2.0088096","1.6631873","1.9224147","1.1999229","2.4051680","1.7470285","1.8509698","1.7708433","1.9862161","1.6675005","2.3128964","1.7646020","1.5115430","2.4189579","1.9774603","1.6740959","1.7349959","2.1034686","1.8440131","1.9931959","1.4236004","1.7246299","1.2411272","2.1709447","0.7835894","2.1619264","2.0245001","1.9801067"
"PDK1|PDK1","num","Molecular","Protein Expression","-0.8217642","-0.6023383"," 0.3396055","-0.6603468","-0.3435005","-0.1067551","-0.6390826","-0.7774592","-0.3758654","-0.9812373","-0.6729297","-0.7571305","-0.6374418","-0.1545268","-0.8014426","-0.5734746","-0.4876339","-0.6406713","-0.7443947","-0.8103877","-0.4407111","-1.0886430","-0.7820291","-0.8261973","-0.9501563","-0.4269588","-0.9941362","-0.9299049","-0.9712777","-0.7323308","-0.8031025","-0.8846965","-0.7367180","-0.7442216","-0.5253562","-0.6522382","-0.5010924","-0.5605676","-0.7729642","-0.7263659","-0.6043095","-0.5312412","-1.1669859","-0.7424431","-0.8694553","-0.4057057","-0.9351329","-0.8861011","-0.6237835","-0.6060682","-0.8427908","-0.8491518","-0.4097651","-0.7072462","-0.5608926","-0.9026830","-0.7862547","-0.4686212","-0.8411476","-0.8403111","-0.4561200","-0.2161649","-0.8964074","-0.5023318"
"PEA15|PEA15_pS116","num","Molecular","Protein Expression","-0.316574810"," 0.004247108"," 0.830273061","-0.089983921","-0.142304786"," 0.447025827","-0.461621403","-0.371651737"," 0.011947852","-0.301834743","-0.166355539","-0.183145433"," 0.209535430","-0.253806274","-0.158588858","-0.233734555"," 0.162795098","-0.208123656","-0.533085130"," 0.017014536","-0.267329740","-0.352810353","-0.234502990","-0.290295998","-0.060332979","-0.065530837","-0.498005829","-0.358234005","-0.257286922","-0.186566296","-0.465189914","-0.215744843","-0.218813100","-0.239060900","-0.273308862","-0.349024694"," 0.134763103"," 0.174374650","-0.049937868","-0.477706999","-0.107566231","-0.096133123","-0.573912736","-0.582162983","-0.340818139","-0.140760637","-0.603714928","-0.245174246","-0.485462978","-0.567437523","-0.409090789","-0.519401042","-0.255941110","-0.681234219"," 0.001430461","-0.703940484","-0.316829122"," 0.307287923","-0.673242862","-0.766521791","-0.784948759","-0.721519953","-0.847957186","-0.880443925"
"PIK3R1 PIK3R2|PI3K-p85","num","Molecular","Protein Expression","1.4158822","1.2165263","0.5121487","1.0604525","1.1353156","1.3814324","1.5972502","1.8125824","1.3344640","0.4302099","1.4993507","1.2778338","0.9584495","1.0657174","1.3196209","1.0271468","1.9488674","1.9052592","1.4923661","1.8026013","1.0609734","1.4260421","1.5395025","1.3060714","1.1238434","1.2502593","1.3483672","1.5843313","1.3644643","1.6067472","1.4689430","1.2731613","1.4589030","1.7810131","1.8219211","1.5720198","1.5538825","1.4607747","1.3982930","0.8033926","1.6130700","1.5103311","1.1139095","1.1845752","1.1746048","1.7857351","1.1559764","1.0313693","0.9059235","1.5133458","1.2672301","1.2923474","1.5716842","1.2176979","1.3175359","0.4207392","1.3594026","1.3176356","1.2784905","0.7539495","1.2011740","1.2346044","1.5901304","0.8654295"
"PRKCB|PKC-pan_BetaII_pS660","num","Molecular","Protein Expression","1.59949772","0.81257351","0.97620739","1.42361995","1.62756996","0.59171381","1.45795359","1.16947993","0.86360759","0.44034545","1.42359381","1.87061853","0.68436511","0.09434232","1.25770589","1.04333720","1.36758844","2.27097254","1.28505713","1.60966748","2.29580545","1.40427280","1.30823266","1.00204401","0.37155941","1.28012365","1.01773873","1.74711624","1.66137839","1.72133526","1.88397884","1.37866578","1.58536164","2.24964546","1.70321674","1.77125642","1.63982794","0.76215177","1.30413585","0.28778499","1.21319312","1.26584528","0.99046806","1.59956526","0.95730398","0.65498126","0.82029477","0.42927030","0.56645370","1.44955801","1.15059404","1.27857082","1.27890199","1.33570528","1.81100543","1.04705862","0.87736021","0.32200792","0.64139104","0.58410422","0.76481413","1.84950177","1.27549816","1.58040665"
"PRDX1|PRDX1","num","Molecular","Protein Expression","-1.7489302","-1.2496703","-0.7448863","-1.3439892","-1.3819185","-0.9736169","-1.1591615","-1.4512716","-1.3182163","-2.0111176","-1.5556026","-1.1528652","-1.2263827","-0.7318284","-1.5278274","-1.6010507","-1.4998449","-1.0327561","-0.9806721","-1.3691865","-1.4394147","-2.1218031","-1.7049606","-1.5744770","-1.5629639","-1.3599280","-1.8313225","-1.6650429","-1.7641778","-1.6577474","-1.5828904","-1.8156467","-1.3870685","-1.4643160","-1.2293311","-1.4459482","-1.2018593","-0.8296153","-1.8284027","-1.6716694","-1.3538715","-1.4858115","-1.2221462","-1.3882039","-2.1860900","-1.6428194","-1.6849695","-2.0407937","-1.5188217","-1.7751883","-1.7681265","-1.7460772","-1.3999743","-1.9578036","-1.5506449","-1.7238442","-1.9337096","-1.6540176","-1.8356654","-1.8454031","-1.8382008","-1.6376686","-1.6105728","-1.8284019"
"RAB11A RAB11B|Rab11","num","Molecular","Protein Expression","-0.50085952","-0.52216940","-0.74244138","-0.51208875","-0.78724419","-0.65000014","-0.66245610","-0.60518006","-0.50682491","-0.71091342","-0.68761823","-0.47933800","-0.43043657","-0.73166794","-0.66428668","-0.80141796"," 0.41062003","-0.47253649","-0.77073531","-0.73418906","-0.72933114","-0.69320837","-0.59564810","-0.57028124"," 0.06583186","-0.42322814","-0.60893701","-0.64828706","-0.75224371","-0.52939594","-0.59062605","-0.58357767","-0.78726723","-0.40757703","-0.61971506","-0.56179887","-0.60038620","-0.16571339","-0.74790912","-0.59031886","-0.58392153","-0.26762944","-0.60194524","-0.64234113","-0.29106547","-0.31187803","-0.28068852","-0.22964389","-0.38578112","-0.76146560","-0.78563035","-0.62688608","-0.66996421","-0.70467092","-0.47989138","-0.75672022","-0.45036129","-0.27006870","-0.82274322","-0.53943006","-0.68417165","-0.81379681","-0.86768841","-0.81827543"
"RAB25|Rab25","num","Molecular","Protein Expression","-1.6523239","-1.9941778","-0.0282068","-1.3657816","-1.9223389","-1.8772141","-1.1010077","-1.7747652","-1.6832691","-2.8181875","-0.9548420","-2.0614352","-2.1549444","-1.7871706","-1.3903462","-1.6989799","-1.9156573","-1.4918584","-2.2761394","-1.6146135","-1.9531954","-1.7848442","-2.9341626","-2.0204546","-2.0158964","-2.7158442","-1.3704211","-2.3644792","-2.2787209","-2.4603898","-1.4730449","-2.6009183","-2.5821020","-2.0316516","-1.8770678","-2.6620966","-1.9718585","-1.6020447","-1.9867395","-1.9334220","-1.7691173","-2.2432202","-2.5728114","-2.3430935","-2.5190001","-1.0478799","-2.1635653","-2.2018563","-2.5165012","-2.2295398","-1.8241422","-2.1494307","-0.8186284","-2.8833951"," 0.1359988","-2.9752278","-2.0669641","-0.3480093","-2.3055531","-1.9026930","-2.1253225","-2.5383679","-2.6284061","-2.3736829"
"RPTOR|Raptor","num","Molecular","Protein Expression","1.3990980","1.4417991","1.0467122","1.1652417","1.6866954","1.2072253","1.4870154","1.8562711","1.1651329","1.5142661","1.6950460","1.5924320","1.3380259","1.5286735","1.6702738","1.5078789","1.1390514","2.0778233","1.5106184","1.6768703","1.3931658","1.8635271","1.9188106","1.5913617","1.6694922","1.4882785","1.8516345","1.7750617","1.2662348","1.1507889","1.6383686","1.4542480","1.3349130","1.3979767","1.7273888","1.1866457","1.4865144","1.6942675","1.9018245","1.4873903","1.5965662","1.6186765","1.5821470","1.3784349","1.3974214","1.4227626","1.3502706","1.3634085","0.9274764","1.5565403","1.2889049","1.4597137","1.7561759","1.4567915","1.6936479","1.6775861","1.1752352","1.3176005","1.3102351","1.3453710","1.3041469","1.3441525","1.6561544","1.2554592"
"RBM15|RBM15","num","Molecular","Protein Expression","2.270587","2.492457","1.933610","2.593287","3.357098","1.694931","2.571084","2.448294","2.567706","2.665631","2.768175","2.892881","1.391703","2.600645","2.835962","2.869173","1.556790","3.446757","2.221943","2.719419","2.348779","2.622201","2.231733","2.442543","2.765231","2.879942","3.097489","2.589635","2.869165","2.833873","2.804034","2.469167","2.580831","2.506152","3.155065","2.858809","2.576284","2.031650","2.589706","2.306628","2.019913","1.723110","2.324103","2.636038","1.749869","1.632023","2.567165","2.271469","1.545820","2.161451","3.117533","2.155771","3.012478","2.774658","2.606784","3.109479","1.903498","2.827211","2.939821","2.850742","1.776989","2.589409","2.627707","2.493886"
"RICTOR|Rictor","num","Molecular","Protein Expression"," 0.409089323"," 0.976693257","-0.489575726","-0.166234868"," 0.113121436"," 0.384399421"," 0.094726575"," 0.388900119"," 0.151441412"," 1.369955687"," 0.008682941"," 0.338238443","-0.358490278","-0.645639182"," 0.824254713"," 0.870331490"," 0.589836266"," 1.117995742"," 0.134992741"," 0.551160227"," 0.342486602"," 1.403240821"," 0.494693547"," 1.025018842"," 0.418817167"," 0.727131091"," 1.308959530"," 0.369064599"," 1.175825791"," 0.411566723","-0.131977206"," 1.001940556"," 0.866950898"," 1.477461717"," 1.006664889"," 1.095388493"," 0.580698725"," 1.449655706"," 0.579359014"," 0.279131600"," 0.071046277"," 0.177901779"," 0.417746910"," 0.350057982"," 1.606242856"," 0.168954598"," 0.512689342"," 0.502710436"," 0.496965560"," 0.868631580"," 0.617037548"," 0.980187163"," 0.756316683"," 0.244360472"," 1.089984165","-0.114340100"," 0.666325257"," 0.546584595"," 0.331134957"," 0.200736143"," 0.793642585"," 0.522376404"," 0.326954492"," 0.013947778"
"RICTOR|Rictor_pT1135","num","Molecular","Protein Expression","0.52447903","0.20822426","0.58586068","0.14839740","0.31099148","0.34335765","0.40145574","0.15081889","0.14084338","0.35806096","0.53158995","0.37335708","0.35309772","0.37311254","0.29513862","0.32440592","0.23575620","0.61345890","0.18294544","0.40027673","0.46441626","0.54517950","0.31106128","0.18893465","0.39481191","0.34157772","0.10983947","0.28598249","0.42235390","0.36003813","0.57644389","0.64908578","0.33749208","0.97908416","0.31386794","0.40204057","0.41908792","0.21493040","0.43998831","0.13010219","0.69170551","0.35935763","0.43964868","0.27142895","0.75137213","0.45963341","0.41991760","0.48159825","0.35643509","0.41025200","0.45851679","0.49216187","0.66769200","0.18200346","0.45502900","0.17580211","0.46965860","0.12861088","0.51187120","0.19663450","0.52434513","0.62646713","0.36632795","0.07226392"
"SCD1|SCD1","num","Molecular","Protein Expression","-1.989896","-1.401927","-1.355547","-1.533503","-1.571718","-1.696497","-1.531375","-1.576661","-1.649694","-1.469081","-1.474483","-1.448439","-1.421090","-1.425352","-1.449708","-1.503553","-1.845017","-1.536079","-1.475708","-1.549198","-1.643016","-1.615101","-1.563292","-1.519837","-1.444771","-1.515907","-1.512142","-1.532042","-1.566934","-1.566396","-1.545167","-1.587448","-1.566356","-1.802433","-1.542572","-1.583042","-1.523749","-1.352919","-1.442795","-1.384215","-1.389669","-1.395434","-1.402118","-1.475629","-1.350641","-1.700919","-1.440588","-1.455408","-1.429436","-1.381569","-1.566047","-1.509303","-1.473487","-1.508843","-1.458246","-1.538826","-1.592325","-1.324157","-1.345173","-1.649224","-1.629750","-1.337031","-1.564152","-1.568918"
"SRSF1|SF2","num","Molecular","Protein Expression","-1.883304","-1.640359","-1.743506","-1.793526","-1.549388","-1.664884","-1.759311","-1.867568","-1.522369","-1.640087","-1.524660","-1.550880","-1.360578","-1.553126","-1.753400","-1.649229","-1.538064","-1.427318","-1.842946","-1.638148","-1.747690","-1.717877","-1.701143","-1.509346","-1.513303","-1.569382","-1.897089","-1.993963","-1.573610","-1.436348","-1.529901","-1.833169","-1.629348","-1.857417","-1.826960","-1.692378","-1.593521","-1.469982","-1.475829","-1.755259","-1.468683","-1.695346","-1.427318","-1.533296","-1.575995","-1.492515","-1.762099","-1.715905","-1.331249","-1.577950","-1.705664","-1.602580","-1.410823","-1.788455","-1.255633","-1.586005","-2.029857","-1.252027","-1.457468","-1.768476","-1.565258","-1.266957","-1.599980","-1.403585"
"WWTR1|TAZ","num","Molecular","Protein Expression"," 0.332142107"," 0.236782608"," 0.715922193"," 0.029796875"," 0.068225699"," 0.503509381"," 0.104002905"," 0.216929619"," 0.240649560"," 0.490925828"," 0.116533943"," 0.237289624"," 0.617535511"," 0.328154318"," 0.110475001"," 0.283310173"," 0.267099440"," 0.006190837"," 0.261985810"," 0.282103664"," 0.112492458"," 0.089869908"," 0.234539623"," 0.291357383"," 0.369504607"," 0.140379553","-0.235617448"," 0.067273848"," 0.042723421"," 0.050005702"," 0.057533622","-0.022498527"," 0.180928321"," 0.302814329"," 0.448221390"," 0.160913297"," 0.443501583"," 0.531954978"," 0.417456312"," 0.139869728"," 0.326774661"," 0.669574269","-0.114411246"," 0.028013320"," 0.256462515"," 0.459085453"," 0.004780620"," 0.477400568"," 0.138514854"," 0.172641330"," 0.104937856"," 0.087347613"," 0.201170755"," 0.039908410"," 0.602465827"," 0.008372634"," 0.299973897"," 0.528500740"," 0.443043601"," 0.192843322"," 0.264302654"," 0.086437686"," 0.040721530"," 0.006540741"
"TIGAR|TIGAR","num","Molecular","Protein Expression"," 0.7045071"," 0.8117059"," 1.1661846"," 0.6760489"," 0.5960647"," 0.8384268"," 0.7562727"," 0.8129451"," 0.6562579"," 0.7171922"," 0.5444289"," 0.8050258"," 0.6393799"," 0.7835225"," 0.4076181"," 0.6634565"," 0.5496485"," 1.0388680"," 0.4672654"," 0.6931991"," 0.5711976"," 0.5970228"," 0.6685385"," 0.7118733"," 0.6502509"," 0.7889341"," 0.3932902"," 0.5629710"," 0.6722056"," 0.7172077"," 0.7204287"," 0.5803054"," 0.5007757"," 0.7005913"," 0.9465394"," 0.8137978"," 0.6970954"," 0.7637556"," 0.6635047"," 0.5815964"," 0.7662814"," 0.7391965"," 0.7046090"," 0.3712357"," 0.6059127"," 0.8426028"," 0.5216933"," 0.6350860"," 0.5074874"," 0.5085435"," 0.5968025"," 0.5245106"," 0.5595113"," 0.1413464"," 0.6297043"," 0.2947504"," 0.7790980"," 0.4878761"," 0.1133214"," 0.5966556"," 0.4161803"," 0.1116527","-0.0393388"," 0.1165485"
