"Feature","Data_Type","Category","Sub_Category","ACH-000091","ACH-000701","ACH-000256","ACH-000237","ACH-000324","ACH-000947","ACH-000291","ACH-000663","ACH-000617","ACH-001048","ACH-000811","ACH-000001","ACH-000278","ACH-000123","ACH-000608","ACH-000688","ACH-000704","ACH-000116","ACH-000696","ACH-000646","ACH-000524","ACH-000460","ACH-000132","ACH-000713","ACH-000796","ACH-001042","ACH-000657","ACH-000885","ACH-000409","ACH-000574","ACH-000542","ACH-000430","ACH-000527","ACH-000443","ACH-000906","ACH-000048","ACH-001063","ACH-000719","ACH-001151"
"Fraction Genome Altered","num","Molecular","Fraction Genome Altered","0.2443","0.9354","0.8208","0.7673","0.6831","0.1109","0.2507","0.3999","0.7743","0.5692","0.1785","0.5871","0.7169","0.0240","0.6634","0.1723","0.5670","0.5533","0.8687","0.6792","0.8281","0.6625","0.7400","0.8250","0.3910","0.2085","0.0826","0.0683","0.7892","0.5920","0.4479","0.8177","0.5084","0.4584","0.4100","0.8045","0.3583","0.2427","0.5268"
