"Feature","Data_Type","Category","Sub_Category","TCGA-23-1021","TCGA-23-1022","TCGA-23-1023","TCGA-23-1024","TCGA-23-1026","TCGA-23-1027","TCGA-23-1028","TCGA-23-1029","TCGA-23-1030","TCGA-23-1031","TCGA-23-1032","TCGA-23-1109","TCGA-23-1110","TCGA-23-1111","TCGA-23-1113","TCGA-23-1114","TCGA-23-1116","TCGA-23-1117","TCGA-23-1118","TCGA-23-1119","TCGA-23-1120","TCGA-23-1121","TCGA-23-1122","TCGA-23-1123","TCGA-23-1809","TCGA-23-2072","TCGA-23-2077","TCGA-23-2078","TCGA-23-2079","TCGA-23-2081","TCGA-23-2084","TCGA-23-2641","TCGA-23-2643","TCGA-23-2645","TCGA-23-2647","TCGA-23-2649","TCGA-25-1312","TCGA-25-1313","TCGA-25-1314","TCGA-25-1315","TCGA-25-1316","TCGA-25-1317","TCGA-25-1318","TCGA-25-1319","TCGA-25-1320","TCGA-25-1321","TCGA-25-1322","TCGA-25-1323","TCGA-25-1324","TCGA-25-1326","TCGA-25-1328","TCGA-25-1329","TCGA-25-1623","TCGA-25-1625","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1634","TCGA-25-1635","TCGA-25-1870","TCGA-25-1871","TCGA-25-1877","TCGA-25-1878","TCGA-25-2042","TCGA-25-2391","TCGA-25-2392","TCGA-25-2393","TCGA-25-2396","TCGA-25-2397","TCGA-25-2399","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-25-2408","TCGA-25-2409","TCGA-42-2582","TCGA-42-2587","TCGA-42-2588","TCGA-42-2589","TCGA-42-2590","TCGA-42-2591","TCGA-42-2593","TCGA-57-1582","TCGA-57-1583","TCGA-57-1585","TCGA-57-1586","TCGA-57-1992","TCGA-57-1993","TCGA-57-1994"
"LMAN1_GeneExp","num","Molecular","Gene Expression Microarray",-1.965125,-1.971625,-0.41975,-1.63325,-0.817375,-0.936875,-1.427625,-0.43825,-1.498625,-1.40375,-1.273875,-1.473125,-1.01175,-1.58375,-2.006,-0.724625,-1.041125,-2.30225,-1.251375,-0.9695,-1.365125,-1.965625,-1.199125,-1.05975,-1.327375,-1.732625,-0.415375,-1.011625,-1.837,-1.1585,-1.059875,-1.69725,-1.556375,-1.073875,-0.918,-0.8475,-0.312875,0.13275,-0.8775,-1.156625,-1.144625,-1.230875,-0.5235,-0.587875,-0.068625,-0.398125,-1.235125,-0.535,-0.568625,-0.0025,-0.78675,-0.630125,0.087125,-1.673375,-0.410375,-0.18,0.2365,-0.67375,-2.258875,-1.006875,0.693125,-1.33575,-1.11675,-1.62225,-0.349375,-0.498625,-0.519875,-0.30675,-1.501,-0.368,-0.483875,-0.804,-0.34975,-0.635875,-0.279375,-0.74725,-1.2345,-1.495875,-0.24325,-1.172375,0.1385,-1.18725,-1.517375,-1.424125,-0.73875,-1.628125,-1.279875,-1.30175,-0.530125,-1.579625,-0.34125
"SUHW1_GeneExp","num","Molecular","Gene Expression Microarray",-3.77925,0.6675,-0.19675,-1.92025,-3.982,-3.05025,-3.132,-2.16025,-2.393,-2.2995,-0.89575,-3.72125,-3.09225,-3.561,-2.593,-2.8965,-3.236,-2.60275,-2.33125,-1.30575,-1.296,-1.30625,-1.39725,-1.287,-0.448,-2.46175,-1.9355,-2.28675,-2.615,-1.39725,-2.74,-0.3745,-2.11975,-1.797,-1.911,-1.197,-1.92175,-2.16925,-2.4285,-2.50725,-2.073,-1.82825,-2.59725,-0.9045,-1.2395,-1.93,-2.53,-0.34275,-0.33625,-1.5025,-2.53375,-2.14125,-2.72975,-1.93,-1.45375,-1.6975,-3.0855,-2.03625,-2.7285,-2.74925,-3.13225,-3.362,-3.1785,-2.18075,-1.51825,-3.4085,-3.598,-2.87875,-2.1055,-1.9105,-3.76175,-1.9435,-2.19475,-3.83125,-3.23125,-3.94675,-3.582,-3.06625,-0.546,-1.902,-1.44125,-2.3255,-1.35175,-1.4455,-1.96225,-2.6475,-0.31825,-3.2595,-1.26275,-2.0755,-2.2065
"CHD8_GeneExp","num","Molecular","Gene Expression Microarray",-0.0842,-1e-04,-0.421,-1.2633,-0.8568,-0.4718,-0.7811,-0.4032,-0.4368,-0.0467,-0.4107,-0.6541,-0.1888,-0.7798,-0.225,0.1059,-0.9904,-0.5313,-0.4472,-0.0936,-0.2055,-0.3472,-0.2808,0.6513,0.6009,-0.2063,-1.0255,-0.2134,-0.4656,-1.0274,-0.0014,-0.5921,-0.4164,0.1716,-0.8462,-0.9958,-1.3278,-1.0328,-0.1938,-0.3376,-0.5042,-0.2762,-0.394,-0.6407,-1.4052,0.5946,-0.7282,-0.1945,-1.2931,-0.917,-0.762,-1.2037,-0.8233,-1.0752,-1.0407,-0.5457,-0.75,-0.7538,-0.2743,-0.2459,-1.4602,-0.4122,0.5302,2.0006,-0.6495,-0.6609,-0.5092,-0.4018,-0.994,-0.3429,-1.081,-0.1028,0.3157,-1.3921,-1.1685,-0.7695,-0.097,-0.9326,-1.2792,-1.2202,-0.853,-1.169,-0.8179,-1.1933,0.0268,-0.1396,-0.6379,-0.3093,-1.2188,-0.4027,-0.9678
"SUMO1_GeneExp","num","Molecular","Gene Expression Microarray",1.023,1.2485,1.6489,0.4145,0.753,0.6101,0.9418,1.0137,0.245,0.7608,0.4886,0.0858,0.7811,0.7732,0.5407,0.4599,-0.1434,0.4801,0.7263,1.052,0.7588,0.8912,0.8527,0.5503,0.3706,0.4155,0.9404,0.2649,0.7929,1.1402,-0.3299,0.5944,1.31,1.0635,0.3627,1.4213,0.4132,1.2586,0.0951,1.0359,0.4407,0.6472,0.402,0.6201,1.0756,1.2192,0.5883,0.6041,0.3333,0.3271,-0.431,0.6664,0.4297,-0.2463,0.6382,1.0192,1.2658,0.3474,0.4761,1.2358,1.4041,0.6419,0.7477,0.3427,0.8533,0.3127,0.8466,0.7112,1.4922,0.7627,0.7201,0.0694,0.7748,1.2427,0.9431,0.6426,0.2119,0.8734,1.5298,0.6624,0.9998,1.3911,0.4115,1.2834,1.0635,1.3018,0.6095,0.3427,1.3048,0.4674,0.9669
"GP1BA_GeneExp","num","Molecular","Gene Expression Microarray",0.2228,0.2604,0.2281,0.6662,-0.1285,-0.0413,1.7361,-0.1947,0.241,-0.2451,0.0838,0.8371,0.1555,0.2633,0.0674,-0.0109,0.5409,0.7336,0.3441,0.2972,0.4352,-0.0048,0.1675,0.5909,-0.0382,0.2191,0.1624,1.4622,0.3041,-0.0183,-0.5494,-0.1056,0.1934,0.778,0.2794,-0.1344,0.5067,0.2705,0.2973,-0.1927,1.8072,0.2959,-2e-04,0.3624,0.1232,0.0435,-0.0247,0.0177,0.124,0.3142,0.5462,0.3493,0.4056,0.1057,0.5115,-0.0245,-0.0641,-0.2405,0.0341,-0.197,0.1849,0.1844,0.001,-0.3059,0.5261,0.5997,0.1231,0.1585,0.5993,1.2311,-0.1729,-0.209,0.1467,0.4667,-0.1186,0.1042,0.0409,0.1782,0.1001,0.4127,0.6772,-0.1371,-0.3422,0.0384,0.3921,0.164,0.3536,0.159,0.0903,-0.066,0.5795
"DDB1_GeneExp","num","Molecular","Gene Expression Microarray",0.342333333,-0.197166667,-0.5135,-0.257333333,-0.272833333,-0.2165,-0.281166667,-0.233666667,-0.477,-0.158333333,-0.149833333,0.090833333,0.064833333,-0.192,-0.6735,0.131,-0.432833333,-0.451666667,0.1925,0.111666667,0.022166667,-0.137166667,-0.4105,-0.1885,-0.312833333,0.1025,-0.144,-1.1925,-0.626833333,-0.246666667,0.363,-0.152333333,0.123166667,0.109833333,-0.1405,0.033166667,-0.5135,0.010666667,-0.676,-0.682166667,-0.410666667,-0.468166667,-0.213666667,-0.28,-0.5575,-0.5985,-0.233333333,-0.766333333,-0.274833333,-0.314333333,-0.098166667,-0.846666667,-0.671,-0.485666667,-0.6045,-0.022166667,-0.785166667,-1.043333333,0.139333333,-0.677333333,-0.5605,-0.489333333,-0.2625,0.05,-0.653166667,-0.230666667,-0.077,-0.6295,-0.677,-0.236333333,-0.101333333,0.348666667,-0.2785,-0.636833333,-0.690166667,-1.049166667,0.067833333,-0.200333333,-1.031333333,-0.8805,-0.49,-1.380333333,-0.0295,-0.479,-0.293333333,0.163166667,-0.577666667,0.005333333,-0.898666667,0.0605,-0.027166667
"MYO9B_GeneExp","num","Molecular","Gene Expression Microarray",-0.3241,0.5899,-0.0265,0.0119,-0.1832,-0.4812,-0.3512,-0.0605,0.6838,0.4201,-0.6183,0.2505,-0.005,0.4304,0.2763,0.2604,0.56,0.2415,-0.1804,-0.0499,-0.2062,0.1981,0.0338,0.623,0.1752,-0.2116,-0.3417,0.8325,-0.1908,-0.128,0.3477,-0.5557,-0.019,0.0312,-0.0081,-0.0421,0.4802,-0.5419,-0.1198,0.5586,-0.3805,-0.2216,0.1045,1.7826,0.3448,0.1635,0.115,0.563,0.1658,-0.043,-0.2396,-0.241,0.5975,0.3178,0.2406,-0.6097,-0.3317,0.1337,-0.4005,-0.1502,-0.411,0.6709,-0.0306,-0.8944,-0.3747,0.6154,0.1239,-0.047,0.8212,0.4676,-0.3716,1.1394,0.5538,0.2378,-0.3223,-0.2251,0.5767,-0.2757,-0.0644,0.1034,0.0222,-0.933,-0.4621,-0.3079,-0.2199,0.8423,0.2521,0.2343,-0.2861,0.0607,-0.0047
"MMP7_GeneExp","num","Molecular","Gene Expression Microarray",7.99875,6.74025,6.557,7.2995,8.60875,8.53025,7.9015,8.78725,7.9695,4.39275,6.464,7.2265,6.79225,6.3315,7.48975,7.38,9.22925,5.26925,8.39975,7.5425,6.559,7.20975,7.1485,6.017,5.0695,10.12775,5.973,8.912,10.2835,7.96075,7.28525,7.69125,6.5765,2.86925,6.969,7.03225,8.0285,6.82625,5.80225,3.5615,4.453,7.09975,7.04075,7.423,9.384,6.98425,7.762,8.6625,5.36375,4.87125,8.73475,8.0425,9.229,8.426,8.45525,5.5145,8.857,8.04725,8.25975,5.69625,8.33775,6.83675,6.29675,6.80275,1.3905,6.974,8.48375,4.51425,5.474,6.715,7.83775,8.001,6.74475,8.364,7.53,9.32425,8.0395,9.51825,8.78975,8.12275,7.10625,8.22825,8.306,1.97275,5.676,3.3535,8.22475,6.6275,6.37925,6.1105,6.84775
"CRNKL1_GeneExp","num","Molecular","Gene Expression Microarray",0.502875,-0.056125,0.274375,1.657625,0.37425,0.54025,0.04025,0.368875,0.425,0.455125,1.19575,0.82575,1.009,0.7395,0.385625,0.9335,0.064375,-0.142625,0.2555,-0.40475,0.179375,0.51475,0.625375,0.7575,0.5595,0.0775,0.648625,0.582875,-0.24425,0.358875,0.626875,-0.040625,0.55225,0.784125,0.389875,0.483625,0.82625,0.596125,0.529,0.263875,0.84725,1.21775,0.82625,1.29575,0.369375,0.91225,0.540375,0.954125,1.057,0.380625,0.454125,-0.615375,0.566,0.180375,0.40275,1.179125,0.339625,0.623,0.510625,1.58575,0.458875,0.9445,1.25875,1.36475,0.922125,0.177,0.37975,0.325375,1.04775,1.054,0.452625,0.5225,0.763125,0.53625,1.018625,0.863625,0.274375,0.09875,0.047625,-0.0305,0.384375,0.407125,0.192375,0.805,0.000875,0.34325,0.331625,1.582875,0.733375,1.046625,0.4715
"C9orf45_GeneExp","num","Molecular","Gene Expression Microarray",-2.183,0.31666667,-1.77133333,-0.92816667,-1.37666667,-1.055,-1.9385,-2.19916667,-0.478,0.05783333,-0.77783333,0.67283333,-0.2935,-0.9775,0.25516667,-0.8095,-2.207,-0.8035,-2.31233333,-1.8655,-0.4255,0.315,-0.81116667,-1.40866667,-1.5005,-1.76766667,-1.8715,-0.25733333,-2.27483333,-0.842,-2.3045,-1.60083333,-0.9065,0.41583333,-1.262,-2.51766667,-0.8695,-1.5955,-2.11133333,-1.20383333,-1.50716667,-0.907,-0.517,-1.51433333,-0.91683333,-1.464,-0.84866667,-1.05766667,-0.46583333,-1.8745,-1.373,-0.41733333,-2.414,-1.2115,-1.404,-1.86883333,-2.693,-2.28283333,-0.894,-0.26866667,-0.98783333,-0.63916667,-1.04383333,-1.88683333,-2.21816667,-1.27583333,-2.40016667,-1.78433333,0.29216667,-2.1025,0.32083333,-1.24866667,-2.346,-2.38583333,-1.20483333,-1.51583333,-1.19,-1.26683333,-2.13883333,-1.7255,-2.613,-2.6765,-1.9135,-1.7055,-0.97266667,-2.00033333,-1.15483333,-0.66516667,-2.38116667,-1.1445,-0.99266667
"XAB2_GeneExp","num","Molecular","Gene Expression Microarray",0.093625,0.82425,0.170125,-0.215125,-0.109125,-0.218625,0.03975,-0.2565,-0.041,-1.08925,-0.411375,0.426875,0.135375,-0.135,0.839375,-0.48175,-0.202875,-0.082625,-0.178125,-0.267625,-0.830875,0.0185,-0.42125,-0.013125,-0.283875,-0.768625,0.1215,-0.69225,0.14175,-0.04975,0.22375,-0.412,-0.430875,-0.005875,-0.738875,-0.223875,-0.0135,0.16025,0.567625,-0.467375,-0.0145,-0.422875,-0.404,0.058125,0.16775,-0.087125,0.222,-0.584875,-0.192125,-0.253375,0.1495,-0.250375,-0.3635,-0.0545,-0.784875,0.22125,-0.308375,0.295375,0.422,0.117875,-0.8715,0.315875,-1.207625,-0.14375,0.354,-0.14825,-0.308125,0.356125,0.664125,0.399625,-0.862625,2.477125,-0.103375,-0.430625,0.21325,0.30725,0.805625,0.5555,-0.465125,-0.075125,-0.246375,-0.346875,-0.580625,-0.018125,-0.005125,0.208625,0.23375,0.24,-1.216125,-0.133,-0.86
"RTN1_GeneExp","num","Molecular","Gene Expression Microarray",-0.468875,0.6115,0.191625,-0.565625,0.66425,1.044875,0.288625,-0.3215,0.323625,0.38875,-0.831,1.477875,1.650125,-0.06175,0.10025,0.225875,1.31375,0.790125,0.53375,0.50025,0.56675,-0.326875,1.132625,0.552375,0.142,0.81925,1.595,0.6115,1.12075,-0.39225,0.67825,0.756,0.16075,0.667375,0.2482857,0.835,0.47025,0.65875,0.304125,1.0995,1.408125,0.4255,0.898,1.3892857,0.902,0.96225,0.596875,0.8095,0.60275,0.956125,0.534,0.5385,0.744875,1.73075,1.598375,0.544,1.517,0.191875,0.465875,-0.16375,2.138625,1.24925,2.3462857,2.68875,1.367375,1.504875,0.9465,1.8345,0.579375,0.701,0.488875,0.4555,0.2217143,1.463875,0.692125,1.027,0.93,0.361125,0.9865,0.977,1.783875,0.583375,0.803875,0.707875,0.3912857,-0.2875,1.574375,1.63725,0.12975,0.19125,1.575125
"KLHL14_GeneExp","num","Molecular","Gene Expression Microarray",2.794,3.08075,2.09525,2.92375,2.696125,3.139125,1.842,2.33575,3.209625,3.53925,2.752875,2.422875,2.970125,2.2925,2.742875,2.363,2.7205,2.183,2.918,3.135875,2.519375,3.278875,2.7755,2.957,1.629625,2.0135,2.509125,3.118125,1.676625,2.146,2.072375,2.1755,2.807875,2.851375,2.466875,2.9395,2.55725,2.16275,2.858375,2.527125,1.779375,2.695125,2.708375,2.09625,2.575875,2.663625,2.54575,3.45575,1.681875,2.4505,2.070125,2.453,2.76875,2.3045,2.348625,2.42325,2.289125,2.583125,2.644,2.549375,2.4075,3.115875,2.952125,2.600286,2.922375,2.836375,2.14275,2.0895,3.1235,2.46525,2.29225,3.3245,2.303875,2.095375,2.562375,2.310375,2.42825,2.294875,1.794375,1.91875,2.3025,2.528,1.40525,2.8005,2.88875,3.71825,2.769,3.0365,1.834625,2.02525,2.64125
"TBX10_GeneExp","num","Molecular","Gene Expression Microarray",-0.5125,-0.678,-0.758,-0.3045,-1.3425,-1.3805,-0.4535,-1.188,-0.4565,-0.835,-0.203,-2.143,-0.7645,-1.157,-0.314,-2.127,-1.22,-0.5345,-1.646,-0.057,-0.5645,-0.7205,-0.631,-0.3825,-0.522,-0.2005,-2.233,-2.277,-1.7165,-0.406,-1.416,-0.1775,-0.17,-0.4575,-0.7815,-0.872,-1.276,-1.0385,-0.568,-0.501,-0.462,-0.685,-0.4265,-0.19,-1.3705,-0.8945,-0.549,-0.5095,-0.2055,-0.741,-0.6345,-0.9905,-1.265,-0.9195,-1.689,-0.551,-1.3285,-0.9245,-0.667,-1.2135,-1.54,-1.493,-2.005,-1.2775,-1.3745,-1.072,-1.8885,-0.8865,-0.7845,-1.0335,-1.06,-1.338,-0.4915,-1.4235,-0.7725,-1.479,-1.388,-1.635,-0.0355,0.0245,-0.0655,-0.269,-1.144,-0.7755,-0.6885,-0.506,-0.596,-1.407,-2.357,-0.9075,-1.988
"CENPQ_GeneExp","num","Molecular","Gene Expression Microarray",-2.985,-1.04075,-0.545,-1.961,-1.38825,-0.811,-1.92925,-1.00475,-1.5095,-0.381,-1.9215,-0.263,0.158,-1.27625,-1.5235,-1.159,-1.4995,-1.397,-1.5485,-1.56525,-0.47875,-0.8635,-0.4905,-0.817,-1.175,-2.1985,-0.825,-2.40175,-0.01875,-1.095,-1.06675,-1.82625,-0.9785,-1.3635,-0.71575,-2.18225,-1.3655,-0.725,0.05825,-0.77575,-1.7535,-0.599,-1.3555,-1.22525,-1.3335,-1.3265,-1.4805,-0.256,-0.279,-0.54175,-2.22875,-1.45875,-1.288,-1.48875,-0.84675,-1.02325,-1.10425,-1.46625,-1.68825,-0.65275,-1.04675,-1.63,-0.0555,1.20875,-1.24275,-2.3745,-1.28225,-1.06025,-1.291,-1.1965,-2.1965,-1.82875,-0.5535,-0.23025,-0.9245,-0.713,-1.7235,0.1575,-0.118,-1.657,-0.9565,-0.754,0.60325,0.48125,-1.991,-1.05175,-0.54975,-1.0595,0.15975,-0.62025,-0.6975
"UTY_GeneExp","num","Molecular","Gene Expression Microarray",-1.1925,-1.4559231,-0.7407857,-0.9447143,-1.6421538,-0.9537857,-1.1961429,-1.3937143,-1.7541429,-0.4136154,-1.4302857,-1.2460714,-1.0835714,-1.34,-0.9495385,-1.8529286,-1.2642857,-1.1526923,-1.4279286,-0.9722143,-1.3015,-0.4289286,-0.8933571,-1.111,-0.3717143,-0.9909286,-0.7536429,-0.8060769,-1.0921538,-0.8692143,-1.0935833,-0.2390714,-1.6782308,-1.3532143,-0.7839286,-1.0123077,-0.6699231,-0.6873636,-1.0945385,-1.2759286,-0.4908333,-0.7620714,-0.8279231,-0.3953846,-0.8551429,-0.6232308,-0.7643846,-1.287,-0.2451429,-0.8657857,-0.9022308,-0.8554286,-1.5352308,-2.1472308,-1.457,-1.05,-1.5526429,-1.3492857,-1.2347692,-1.4786923,-1.434,-1.6813077,-2.3221538,-2.1328462,-1.3889167,-1.3982308,-1.2730769,-1.1075714,-1.3931429,-0.5976154,-1.1906429,-1.2597143,-0.8706923,-1.2314286,-1.0600714,-1.3241429,-0.9893571,-0.44125,-0.6809231,-1.3241429,-1.6900909,-1.1689286,-1.2075714,-1.4099231,-1.5641538,-1.7205714,-1.5958571,-1.3502857,-1.4448571,-1.393,-1.2278333
"ZBTB12_GeneExp","num","Molecular","Gene Expression Microarray",-0.821,-0.098,-0.1325,0.527,0.2395,-0.441,0.104,-0.122,0.889,0.172,-0.7355,0.412,0.886,0.196,-0.2715,0.6075,0.438,-0.122,0.0965,0.1935,0.613,0.051,0.592,0.031,0.209,0.6435,0.594,0.1535,0.8435,0.1275,0.218,0.3335,0.172,0.0665,0.1205,0.817,0.253,0.204,0.0055,0.438,-0.2425,-0.347,-0.1115,0.4115,0.275,-0.117,0.5475,0.352,-0.1945,0.112,0.1655,-0.464,-0.342,-0.171,-0.047,-0.5905,0.2515,0.2095,0.6165,1.304,-0.0235,1.343,2.0925,0.0735,0.476,-0.3655,-0.6865,-0.105,0.5365,-0.0415,0.461,-0.1975,0.448,-0.418,0.28,0.116,0.1825,-0.312,0.5035,0.314,0.116,-0.6175,0.387,0.235,-0.592,0.672,0.771,0.6935,0.2865,0.713,0.9265
"DTNBP1_GeneExp","num","Molecular","Gene Expression Microarray",-1.470625,-0.496,-0.796125,-0.29075,-0.5315,-0.08075,0.260625,0.821,0.27475,-0.03175,-0.031,0.740125,0.149875,0.05875,-0.744625,-0.009,0.39375,1.012125,-0.4085,0.16525,0.488625,1.191875,0.075375,-0.412875,-0.539,-0.5235,-0.153,-0.1165,0.381875,-0.499625,-0.595625,-0.567125,-0.09475,-0.530875,-0.5535,-0.22525,0.163125,0.13925,-0.00375,-0.211375,-0.690125,-0.113,-0.33425,0.181,-0.064125,-0.342625,0.74325,-0.214125,-0.588625,0.137,-0.50525,-0.615,-0.14,0.038625,0.033,0.29625,-0.364875,-0.396875,-0.982625,-0.182125,-0.607,0.603,0.94225,0.716125,-0.301875,-0.739,-0.3725,-0.0685,-0.075,-0.242875,0.75175,-0.873875,-0.511375,0.235125,0.238625,-0.012,-0.49675,-0.73675,-0.11775,0.348125,0.2065,-0.4235,-0.64825,0.642125,-0.28575,-0.5025,0.494875,0.615875,0.764125,-0.080125,0.475875
"KBTBD8_GeneExp","num","Molecular","Gene Expression Microarray",-2.49083333,-3.10033333,0.6815,-2.08883333,-1.034,-1.04083333,-2.19333333,-1.1935,-2.73083333,-1.87166667,-0.71583333,-1.209,-2.87683333,-1.81466667,-1.22383333,-3.001,-1.862,-1.62316667,-0.774,-1.48733333,-1.98316667,-1.83866667,-2.27966667,-0.678,-1.58183333,-2.63616667,-1.789,-0.39216667,-1.48716667,-2.06783333,-1.225,-1.18983333,-1.8245,-0.616,-1.48616667,-1.915,-2.2535,-1.31,-0.936,-1.947,-2.56183333,-2.005,-1.22416667,-0.94566667,-1.59083333,-2.5815,-1.31283333,-0.63583333,-1.5955,-0.6815,-1.79933333,-1.50533333,-0.461,-1.37583333,0.12466667,-1.34216667,-0.33716667,-1.70583333,-3.88883333,-1.6815,-1.04883333,-2.65266667,-2.04,1.16633333,-0.2955,-1.4195,-1.63283333,-0.57533333,-0.513,-1.67833333,-2.26633333,-1.407,-0.077,-0.2925,-1.55583333,-1.09683333,-1.65016667,-0.903,0.04783333,-0.467,-1.20333333,-0.37366667,-1.69133333,-1.65333333,-1.49233333,-1.83266667,-1.60033333,-2.5855,-0.91283333,-1.58633333,-0.9935
"ZEB1_GeneExp","num","Molecular","Gene Expression Microarray",-1.8626,-2.213,-0.38016667,-2.13516667,-1.65166667,-1.64116667,-2.29,-1.04283333,-1.77416667,-1.89083333,-2.82466667,-1.15933333,-2.34316667,-2.18483333,-1.825,-0.83633333,-0.512,-0.161,-1.62816667,-1.53833333,-1.0455,-1.50716667,-1.34116667,-1.95583333,-0.74183333,-1.07016667,-0.5725,0.9,-0.223,-1.46116667,-1.05716667,-0.728,-1.62933333,-1.29833333,-0.44783333,-1.92583333,-0.9405,-0.07266667,-1.50066667,-2.06333333,-1.50183333,-1.07166667,-0.78966667,-1.18216667,0.385,-1.20283333,-0.84016667,-0.32066667,-0.2325,-0.7005,-0.552,-0.1655,0.40533333,-0.38683333,1.55566667,-1.68116667,-0.54016667,-1.39483333,-2.115,-0.96433333,-1.269,-1.20983333,-0.912,-0.18083333,-1.53583333,0.06033333,-2.40583333,-1.1515,-2.533,-1.58666667,-2.86016667,-2.24433333,-1.689,-1.231,-0.68,-0.64,-0.71383333,-1.16533333,0.474,-0.39533333,-1.57083333,-1.82133333,-1.17,-1.67016667,-1.46166667,-1.41516667,0.109,-2.67183333,-0.77566667,-0.65316667,-0.211
"ZG16_GeneExp","num","Molecular","Gene Expression Microarray",-0.73375,0.56975,4.2845,0.5025,0.245,-0.79225,-1.234,-1.3025,0.1745,-0.88925,-0.676,-1.5005,-0.48275,-1.797,-0.2295,-1.27025,-1.69825,-1.141,-1.31275,-1,-1.33825,-0.6825,-0.866,-0.21025,-0.6505,-0.8735,0.1135,0.52075,-0.91175,-0.75325,-1.483,0.046,-0.97675,0.72925,-0.6915,-1.315,-1.30375,-1.324,0.49225,0.90175,-0.94625,-1.10125,-0.82175,-0.726,-0.13325,-0.783,-1.03475,-1.412,-0.17625,-0.5745,-1.004,-1.564,-1.25225,-1.80975,-1.23675,-1.559,-1.91975,-1.82075,-1.692,-1.54,-0.33825,-1.71675,-2.16625,-1.2905,-0.0425,-0.49075,-0.2465,-0.66575,-0.33825,-1.20625,-0.40525,-0.90675,-1.29,-0.90425,2.55175,1.6855,-0.43025,-0.1833333,-0.90225,-0.05825,-0.3025,0.064,0.48375,-0.96225,0.92875,-1.33475,-1.426,-1.962,-1.16925,0.04575,-2.01275
"MIER1_GeneExp","num","Molecular","Gene Expression Microarray",-0.3939,-0.3998,0.6594,-1.1382,-0.1484,0.4262,-0.5902,0.4498,0.5367,0.6885,0.6969,0.3084,-0.0659,0.103,-0.2212,-0.6097,-0.155,0.1446,0.3067,-0.3311,0.3468,0.3618,-0.1558,-0.1106,-0.4653,0.5642,0.1522,1.1053,2.122,0.3175,0.7534,-0.1383,0.7314,-0.5188,0.2381,-0.3774,0.834,0.8903,0.0579,0.291,-0.4711,-0.255,0.4817,0.577,0.7586,0.4038,0.381,0.2583,-0.2411,0.0592,-0.2949,0.5421,0.3628,0.5284,0.8102,0.7901,0.7329,0.3838,0.4955,0.4564,0.2315,-0.4737,0.457,0.4573,0.3478,-0.5419,0.354,0.5147,-0.1823,-0.6105,-0.5303,-0.6099,-0.2068,0.027,0.3627,-0.496,0.0255,0.0704,0.4641,-0.0438,0.2665,1.1783,0.1699,0.464,0.6844,1.199,0.5468,-0.5876,0.6997,0.5246,0.4868
"ADAM5P_GeneExp","num","Molecular","Gene Expression Microarray",-0.955,0.475,0.681,-0.367,-0.131,-0.248,0.009,-0.7645,0.4155,0.4775,NA,-0.0545,-0.134,0.6405,-0.662,0.713,-0.001,-0.031,-0.8835,0.659,0.5405,0.7745,0.421,1.0985,0.132,-0.095,-0.4615,0.3845,-0.453,-1.2535,0.95,0.6105,-0.867,0.437,-0.166,1.133,-0.3635,-0.654,0.0245,0.0115,-0.447,1.1725,-0.057,0.3225,-0.101,0.636,-0.3915,-1.71,0.3035,0.0625,0.883,-0.09,0.479,2.498,0.6705,0.4255,-0.0595,0.7,0.709,0.4935,0.424,0.131,0.458,NA,0.811,-0.197,0.493,-0.1175,0.44,0.423,0.59,-0.633,0.0015,0.314,0.1875,0.3065,0.201,0.035,2.282,-0.493,-0.836,0.291,0.666,-0.057,1.209,0.026,-0.334,1.178,-0.2675,-0.553,-0.169
"CHD9_GeneExp","num","Molecular","Gene Expression Microarray",0.24675,-1.8354375,0.439875,-0.637,-0.19375,-0.85775,0.0399375,-0.3335,-0.239875,-0.3709375,-1.05325,-0.1580625,-0.7275625,-0.1348125,-0.844875,-0.5456875,-0.609125,-0.0353125,0.38425,-1.3763125,-0.26775,-1.22875,-0.2715625,-1.0988125,-0.364125,-0.004875,-0.4723125,-0.2355625,-0.559125,-0.728125,0.5524375,-0.9119375,0.04025,-0.5203125,-0.472875,0.0963125,-0.666875,-0.1029375,-0.2815,-1.2391875,-0.19825,0.150625,0.1414375,-0.7278125,-0.474875,0.2285625,-0.6495,-1.0958125,-0.218875,-0.261,0.241,-0.459375,-0.3261875,-0.171625,0.1549375,-0.6699375,0.197875,0.2579375,-0.1126875,0.0834375,-0.4333125,-0.2273125,-0.2370625,-0.046375,-0.790125,-0.3019375,-0.4106875,-0.2063125,-0.2495,-0.1756875,-0.173,-0.419125,-0.720625,-0.4241875,-0.2255625,0.0181875,0.17875,-0.56025,0.15425,-0.44575,-0.636875,-0.0660625,-0.6164375,-0.75875,-0.4224375,0.7740625,-0.0738125,-1.2061875,-1.5799375,0.1100625,-0.2413125
