"Feature","Data_Type","Category","Sub_Category","ACH-000091","ACH-000701","ACH-000256","ACH-000237","ACH-000324","ACH-000947","ACH-000291","ACH-000663","ACH-000617","ACH-001048","ACH-000811","ACH-000001","ACH-000278","ACH-000123","ACH-000608","ACH-000688","ACH-000704","ACH-000116","ACH-000696","ACH-000646","ACH-000524","ACH-000460","ACH-000132","ACH-000713","ACH-000796","ACH-001042","ACH-000657","ACH-000885","ACH-000409","ACH-000574","ACH-000542","ACH-000430","ACH-000527","ACH-000443","ACH-000906","ACH-000048","ACH-001063","ACH-000719","ACH-001151","ACH-002149","ACH-002181","ACH-001374","ACH-001630","ACH-001418","ACH-002140","ACH-002182","ACH-001278"
"TMB (nonsynonymous)","num","Molecular","TMB (nonsynonymous)",5.866667,8.033333,7,4.633333,7.266667,61.433333,6.6,12.066667,12.233333,4.166667,21.4,7.333333,7.333333,3.533333,8.4,5.966667,7.566667,5.9,12.3,12.033333,10.633333,5.1,10.1,9.466667,14,3.3,17.033333,41.7,8,10.866667,8.866667,10.4,11.366667,8.766667,19.933333,4.033333,38.833333,8.566667,4.866667,6.966667,8.866667,9.566667,7.633333,5.266667,7.533333,5.833333,4.9
