"Feature","Data_Type","Category","Sub_Category","ACH-000657","ACH-001278","ACH-000713","ACH-001042","ACH-000256","ACH-000278","ACH-000123","ACH-001048","ACH-000608","ACH-001063","ACH-000906","ACH-000574","ACH-002140","ACH-000542","ACH-000324","ACH-000237","ACH-000132","ACH-002149","ACH-000524","ACH-000796","ACH-000001","ACH-000116","ACH-000704","ACH-000091","ACH-000688","ACH-000291","ACH-002181","ACH-002182","ACH-000617","ACH-001151","ACH-000696","ACH-000527","ACH-000947","ACH-000443","ACH-000646","ACH-000409","ACH-000663","ACH-001374","ACH-001628","ACH-001630","ACH-001632","ACH-000719","ACH-000701","ACH-000811","ACH-000460","ACH-001403","ACH-000048","ACH-000885","ACH-000430","ACH-001418"
"hrdsum_summary","num","Molecular","HRD Sum",6,NA,70,5,23,59,0,30,28,14,24,41,22,11,31,20,60,3,36,24,32,56,32,13,14,19,26,17,57,19,68,18,2,50,28,34,14,0,NA,60,NA,28,22,15,12,NA,8,2,12,57
