"Feature","Data_Type","Category","Sub_Category","ACH-000091","ACH-000701","ACH-000256","ACH-000237","ACH-000324","ACH-000947","ACH-000291","ACH-000663","ACH-000617","ACH-000811","ACH-000001","ACH-000278","ACH-000123","ACH-000608","ACH-000688","ACH-000704","ACH-000116","ACH-000696","ACH-000646","ACH-000524","ACH-000460","ACH-000132","ACH-000713","ACH-000796","ACH-000657","ACH-000885","ACH-000409","ACH-000574","ACH-000542","ACH-000430","ACH-000527","ACH-000906","ACH-000048","ACH-000719"
"Mutation Rate","num","Molecular","Mutation Rate",85.71719,178.91659,99.50889,102.74695,155.14955,545.55271,93.71418,178.29221,151.24416,198.96794,83.80695,107.93205,88.95089,94.67992,154.70109,189.44384,83.53377,154.9416,173.23309,130.35783,143.45972,121.58276,140.91238,232.18141,206.54899,241.64616,129.73403,168.06335,111.03558,169.39892,166.39652,317.80071,71.79703,217.41371
