"Feature","Data_Type","Category","Sub_Category","TCGA-23-1021","TCGA-23-1022","TCGA-23-1023","TCGA-23-1024","TCGA-23-1026","TCGA-23-1027","TCGA-23-1028","TCGA-23-1029","TCGA-23-1030","TCGA-23-1031","TCGA-23-1032","TCGA-23-1107","TCGA-23-1109","TCGA-23-1110","TCGA-23-1111","TCGA-23-1113","TCGA-23-1114","TCGA-23-1116","TCGA-23-1117","TCGA-23-1118","TCGA-23-1119","TCGA-23-1120","TCGA-23-1121","TCGA-23-1122","TCGA-23-1123","TCGA-23-1809","TCGA-23-2072","TCGA-23-2077","TCGA-23-2078","TCGA-23-2079","TCGA-23-2081","TCGA-23-2084","TCGA-23-2641","TCGA-23-2643","TCGA-23-2645","TCGA-23-2647","TCGA-23-2649","TCGA-25-1312","TCGA-25-1313","TCGA-25-1314","TCGA-25-1315","TCGA-25-1316","TCGA-25-1317","TCGA-25-1318","TCGA-25-1319","TCGA-25-1320","TCGA-25-1321","TCGA-25-1322","TCGA-25-1323","TCGA-25-1324","TCGA-25-1325","TCGA-25-1326","TCGA-25-1328","TCGA-25-1329","TCGA-25-1623","TCGA-25-1625","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1634","TCGA-25-1635","TCGA-25-1870","TCGA-25-1871","TCGA-25-1877","TCGA-25-1878","TCGA-25-2042","TCGA-25-2390","TCGA-25-2391","TCGA-25-2392","TCGA-25-2393","TCGA-25-2396","TCGA-25-2397","TCGA-25-2399","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-25-2408","TCGA-25-2409","TCGA-42-2582","TCGA-42-2587","TCGA-42-2588","TCGA-42-2589","TCGA-42-2590","TCGA-42-2591","TCGA-42-2593","TCGA-57-1582","TCGA-57-1583","TCGA-57-1585","TCGA-57-1586","TCGA-57-1992","TCGA-57-1993","TCGA-57-1994"
"C19orf47","num","Molecular","Microarray Gene Expression","-1.1770"," 0.4220","-0.1880","-0.2015","-1.2910","-0.6440"," 0.0040","-1.1000","-0.8245","-1.2945","-0.4025"," 0.3610","-0.7585"," 0.6865"," 0.3270","-0.0740","-1.1380"," 0.2400","-0.5970","-0.6600","-0.9100","-0.8500","-0.1150","-0.4180","-0.6515"," 0.1915"," 0.2025","-0.9595","-0.5830","-0.5900","-0.4400"," 0.0975","-0.7405","-0.7280","-0.3730","-0.3975","-1.2445"," 0.5465","-0.6650","-0.5285","-0.6150","-0.6055","-0.3385","-0.4400","-0.4725","-0.7410","-0.1405"," 0.0090"," 0.7880"," 0.1815","-0.0590","-0.6685","-0.8440"," 0.7215","-0.9245","-0.6980","-1.1000","-0.9375","-0.3360"," 0.2700","-0.9260","-1.0920"," 1.5000","-0.5960","-0.3830"," 2.9380","-0.3685","-0.4580","-0.1630","-1.0720","-0.5950","-0.5145"," 0.0285","-0.8355"," 0.4360","-0.4265","-0.5745","-0.8040","-0.6945","-0.1310","-0.8320","-0.3325","-0.0485","-0.3845","-0.5530","-0.4255"," 0.3445","-0.2230","-1.7360","-0.2040","-1.0880"," 0.0260"," 0.1630","-0.9720"
"PLAC9","num","Molecular","Microarray Gene Expression","-2.4725","-3.0030","-1.4035","-1.0930","-1.1480","-2.1110","-2.5275","-3.2510","-2.3625","-3.3710","-3.2665","-2.4880","-0.4530","-2.8865","-2.1500","-1.3125","-2.4175"," 0.4635"," 1.7125","-2.2140","-1.7525","-2.5290","-1.4465","-1.3915","-1.9470","-1.1475","-2.2825","-2.5555","-0.3820","-0.9275","-0.5530","-0.7565"," 0.7655","-2.4315","-3.0945","-1.4885","-3.7760","-2.9410","-1.1145","-0.7950","-2.1170","-0.1925","-2.6500","-2.8975","-1.6725","-0.3680","-2.4955","-1.6565","-2.1265","-1.0770","-1.3465","-1.2550","-1.1550","-1.1365"," 0.0930","-1.2090"," 1.0490","-2.7605","-1.1665","-1.2770","-3.1445","-3.1910","-0.6935","-2.5665","-2.8215"," 0.0670","-2.9260"," 0.9365","-0.3960","-4.0855","-3.0330","-1.4290","-1.4365","-3.2295","-2.2050","-2.8250","-0.2345","-0.9055","-0.8550","-2.1125","-2.2180","-0.4800"," 0.1510","-1.8635"," 0.1535","-1.6155","-2.4770","-1.7430","-1.4310"," 0.3350","-3.1490","-1.1700","-2.8580","-2.7440"
"GPR23","num","Molecular","Microarray Gene Expression","-0.4900","-0.8285","-0.8525","-1.8375","-1.7485","-0.5805","-1.1020","-1.5770","-1.5845","-0.7280","-2.1150","-1.1715","-0.8320","-1.1170","-1.0545","-1.3680","-0.1260"," 0.1125","-0.2675","-1.4485","-1.2500","-0.7570","-1.1695","-1.2010","-1.8740","-0.1585","-1.9060","-1.0010"," 0.4160","-0.8310","-1.0640","-0.3080"," 0.0780","-0.4790","-0.8825"," 0.0905","-1.1270","-0.7415"," 0.0595","-0.8205","-1.1025","-0.7870","-0.7345","-0.4630","-1.1405"," 0.8920","-0.3650","-0.3270","-0.1585"," 0.0815","-0.8620"," 0.3285"," 0.5915","-0.3100"," 0.0545"," 0.4090"," 1.1140","-0.8215","-1.2850","-0.8595","-1.8270","-1.4045"," 0.0800","-2.9160"," 0.4175"," 1.0040","-1.8360"," 0.5635","-1.0545","-0.9220","-1.0500","-1.5320","-0.7795","-1.7440","-0.8175","-1.4885","-0.2070","-0.2615"," 0.2555"," 0.0410"," 0.4850"," 0.6130"," 0.0585"," 0.1425"," 0.2810","-0.5135","-0.9770","-0.7145","-2.5420","-0.2230","-1.3520","-1.2195","-1.6285","-1.6635"
"BTNL3","num","Molecular","Microarray Gene Expression"," 0.697000000"," 0.128333333"," 3.172000000"," 0.210500000"," 2.111000000","-0.130333333"," 0.852000000"," 0.084166667"," 0.575166667"," 0.878333333"," 0.310666667","-0.114000000"," 0.112666667"," 0.880833333"," 0.260500000","-0.231000000"," 0.445833333","-0.054000000","-0.310833333"," 0.936000000"," 0.071500000","-0.020000000"," 0.043500000"," 0.138833333"," 0.258666667"," 0.410500000"," 0.260000000"," 4.270500000"," 0.102833333","-0.279800000","-0.309333333","-0.317833333"," 1.272333333"," 0.827333333","-0.162166667","-0.186333333"," 0.189500000"," 0.652333333","-0.036666667"," 3.029500000"," 2.264666667"," 0.181666667"," 0.312000000"," 0.179166667"," 1.268166667"," 0.318000000"," 0.168000000"," 0.368333333"," 0.393666667","-0.040000000"," 1.060000000","-0.007666667","-0.089666667"," 0.474833333"," 1.197666667"," 0.506000000","-0.287500000"," 0.110833333"," 0.023666667"," 0.046166667"," 1.796166667","-0.166166667"," 1.238166667"," 0.515400000"," 0.030666667","-0.396500000"," 0.172800000","-0.022000000"," 0.547333333"," 1.221166667"," 0.089500000"," 0.902166667"," 0.092833333"," 0.380600000"," 0.065833333"," 0.272666667"," 0.892500000"," 1.501166667"," 0.830166667","-0.289833333"," 0.215333333"," 0.941166667"," 0.553333333"," 0.107666667"," 1.290666667","-0.162166667"," 0.343833333"," 0.738333333","-0.274333333","-0.226333333"," 0.097500000"," 1.054500000"," 0.572500000"," 1.480500000"
"RGS8","num","Molecular","Microarray Gene Expression","-1.0755"," 0.4640"," 0.2305"," 0.0525"," 0.0720"," 0.6300"," 0.0640"," 0.0545","-0.2050"," 0.2940"," 0.1570","-0.3020","-0.4235"," 0.2510"," 0.3470","-0.0775"," 0.0215"," 0.3720"," 0.1925","-0.0350","-0.1110"," 0.2015","-0.1365"," 0.1655","-0.1370"," 0.1970"," 0.6455","-0.0980","-0.4185"," 0.6245"," 0.3380","-0.2950"," 0.7855","-0.3525","-0.3610","-0.6380","-0.0575"," 0.0250","-0.3685","-0.2110"," 0.4965"," 0.1655"," 0.3620"," 0.1470"," 0.0215","-0.2355"," 0.0780","-0.0620","-0.0915"," 0.2370"," 0.2250","-0.0300","-0.2915"," 0.0335"," 0.1175"," 0.1750","-0.1675"," 1.0015","-0.2295","-0.1960"," 0.0375"," 0.4360","-1.1195","-0.4120"," 1.3560","-1.1465"," 0.6815"," 0.5240","-0.6850"," 0.2090","-0.2405","-0.6895","-0.1585"," 0.3915"," 0.3120"," 0.2025","-0.6705"," 0.2330","-0.1155","-0.1145","-1.6370"," 0.0050"," 0.0905","-0.2590","-0.1710"," 0.4015"," 0.0510","-0.3205"," 0.0665"," 0.0725"," 0.2635","-1.1190","-1.0950","-0.6550"
"GNS","num","Molecular","Microarray Gene Expression","-0.822500","-0.489625","-0.507000","-0.787125"," 0.257750"," 0.311125","-0.630250"," 0.282750","-0.629125","-0.540250"," 0.640625"," 0.203375","-0.335250","-0.948125","-0.034750","-0.514250"," 0.095250"," 0.998375","-0.446500"," 0.024000"," 0.917875","-0.573250"," 0.494250"," 0.055625"," 1.048625"," 0.255625","-0.708375"," 0.142375","-0.096750","-0.847625"," 0.093250"," 0.491875","-0.196000","-0.338250"," 0.714125"," 0.015875","-0.714875"," 0.130875"," 0.330750","-0.346375"," 0.668125","-0.480625","-0.470000"," 0.592375"," 0.638250"," 0.053750"," 1.258250"," 0.779625"," 0.143000"," 0.113875"," 0.322500"," 1.089000"," 0.212875"," 0.225500"," 0.686250"," 0.438250"," 0.732750"," 1.227125"," 0.451000"," 0.282500","-0.191500"," 0.227875"," 0.474625","-0.338250","-0.204625"," 0.611375"," 0.783500"," 0.592875","-0.498500"," 0.195375"," 0.900000","-0.080500","-0.040000","-0.429000"," 1.138750"," 1.425250"," 0.496750"," 0.373875","-0.248000","-0.063250","-0.117625"," 0.759250"," 0.484875","-0.038750"," 1.210875"," 0.002125","-0.278750"," 0.059875","-0.120875"," 0.169125","-0.364500"," 1.337750"," 0.473125"," 0.413125"
"ENO2","num","Molecular","Microarray Gene Expression","-2.6250000","-2.4113333","-1.8466667","-2.2341667","-2.0108333","-1.0006667","-1.3468333","-3.0811667","-2.3638333","-1.8576667","-1.7376667","-0.7330000","-1.7151667","-0.5901667","-2.3928333","-0.5566667","-1.4750000","-1.4866667","-1.3865000","-1.3033333","-1.4535000","-2.1131667","-2.3315000","-1.5321667","-1.3048333"," 0.2231667","-2.1970000","-2.9550000","-2.4733333","-2.5413333","-2.0330000","-3.4926667","-2.6008333","-2.2593333","-3.0680000","-2.4961667","-3.1555000","-2.5725000","-3.6123333","-2.8941667","-0.9226667","-2.7916667","-1.2278333","-1.0771667","-1.8815000","-1.5743333","-1.6483333","-1.6185000","-1.2061667","-0.3073333","-2.7618333","-2.3850000","-1.3555000","-1.0593333","-2.2060000","-3.2576667","-1.9610000","-0.4110000","-1.8003333","-2.0053333","-2.2025000","-1.1225000","-1.2898333","-1.5310000","-0.8243333","-2.1181667","-3.1065000","-1.8670000","-1.7165000","-1.9031667","-1.9733333","-2.1911667","-1.7950000","-1.8128333","-2.1680000","-2.5118333","-2.7036667","-2.5378333","-2.0868333","-1.7813333","-1.9620000","-1.3665000","-1.7143333","-1.4338333","-2.5843333","-1.1481667","-2.1503333","-2.6026667","-0.6448333","-1.9723333","-2.8560000","-2.1448333","-1.8263333","-1.3058333"
"CBX1","num","Molecular","Microarray Gene Expression","-1.3114"," 0.5383"," 1.2949","-1.0760","-1.6482","-0.2841","-1.0694"," 0.3331","-1.1283"," 0.0713"," 1.3374","-0.2777"," 0.4281"," 0.0787","-0.8042","-1.2396","-0.0427","-0.2786"," 0.6916","-0.9020","-0.1358"," 0.2968"," 1.1123"," 0.0131","-0.6503"," 0.8038","-1.4315","-0.1966"," 0.4600"," 1.5051","-0.6495","-0.9205","-0.0043"," 0.4441"," 0.7384"," 1.4718","-0.1995","-0.7451","-0.5967","-1.0069","-0.5307"," 0.4795","-0.1558","-0.9785","-0.3415"," 0.3345","-0.1757","-1.0143","-0.4381"," 0.0846","-0.5885","-1.1592","-1.4418","-0.3000","-0.2443","-1.4715","-0.2325","-0.9490","-0.9536","-0.7489"," 0.5121"," 0.4915","-1.1589","-0.1622"," 1.3751"," 0.6179","-0.7935","-1.6179"," 0.2251","-1.3409","-0.3500","-0.0859","-0.5391","-2.4550","-1.8840","-0.1914","-1.0194"," 0.1896","-0.4460","-1.2228"," 0.3078"," 0.5810","-0.2289","-0.5742","-1.3458","-0.0717","-0.3431"," 0.3641","-0.7955","-0.3715"," 0.3533"," 0.8822","-0.2979"," 0.0737"
"PEX26","num","Molecular","Microarray Gene Expression","-0.0910"," 0.5470"," 0.3695"," 0.0530"," 0.5175"," 0.0005"," 0.4710"," 0.0900"," 0.3555"," 1.3945","-0.3085"," 0.1375"," 0.0065"," 0.3270"," 0.2845"," 0.0150","-0.1585"," 0.1855"," 0.8670"," 0.6795"," 0.8835"," 0.7930"," 0.3880"," 0.2060"," 0.1715"," 0.3870"," 0.1635"," 0.6450"," 0.2610"," 0.1615"," 0.1625"," 0.0810","-0.1840"," 0.4460"," 0.0575","-0.1835"," 0.1985"," 0.1135"," 0.3595","-0.2325"," 0.6250","-0.1240"," 0.2310"," 0.1575","-0.0900"," 0.2000"," 0.2485"," 0.0260"," 0.1485"," 0.0760"," 0.4310"," 0.1570","-0.1500"," 0.6715","-0.2825"," 0.5715"," 0.2120"," 0.4610"," 0.6325","-0.1845"," 0.1315"," 0.4620","-0.1175","-0.0975"," 0.1750","-0.2030"," 0.7220","-0.0365","-0.1265","-0.2380"," 0.2225","-0.0425"," 0.3840"," 0.1610","-0.1700"," 0.1800"," 0.5045","-0.1025","-0.3200","-0.1035"," 0.7195"," 0.1080"," 0.2400"," 0.3170"," 0.0170","-0.0780"," 0.1500","-0.1870"," 0.1050"," 0.8245"," 0.1680"," 0.4850","-0.1435"," 0.3150"
"LRP5","num","Molecular","Microarray Gene Expression"," 0.314500000"," 0.894666667","-0.013333333","-0.011333333","-0.775166667"," 0.991666667"," 0.339166667","-0.266000000","-0.356666667","-0.161666667","-0.177000000","-0.963666667","-0.345000000","-0.150000000","-0.619000000","-0.305500000","-0.062666667"," 0.105833333","-0.298000000","-0.359166667","-0.322833333","-0.493333333","-0.015500000","-0.332500000"," 0.065833333","-0.660166667"," 0.880000000","-0.019333333","-0.769166667","-0.387500000","-0.007166667"," 0.453166667","-0.205166667"," 0.161500000","-0.102500000"," 0.554666667","-0.583166667","-0.099666667","-0.278000000"," 0.273833333","-0.265833333"," 0.356000000","-0.068666667","-0.542833333","-1.539333333","-0.831000000","-0.801166667","-0.161333333","-0.311666667","-0.261666667"," 0.127833333","-0.712166667","-0.120500000","-0.823000000","-0.537333333"," 0.373833333","-0.953666667","-0.808000000","-0.196166667","-0.201500000"," 0.641333333"," 0.109500000","-0.991333333","-0.358333333","-0.778000000","-0.579166667"," 0.027500000"," 0.126333333"," 0.051666667","-0.286500000","-0.347666667","-0.752000000","-0.732166667","-0.500833333"," 1.198000000","-0.155500000","-0.977000000","-0.565666667","-0.833000000"," 0.281333333","-0.484000000","-1.064500000"," 0.772000000","-0.250333333","-1.182666667","-0.466666667","-0.678833333","-0.196500000","-0.461000000"," 0.158666667","-0.781333333","-1.057166667","-0.366833333","-0.766833333"
"ADAMTSL4","num","Molecular","Microarray Gene Expression","-2.1606667","-0.9468333","-2.8923333","-2.3840000","-2.5036667","-1.9335000","-2.4436667","-3.1721667","-2.2233333","-2.1428333","-2.3293333","-2.9540000","-2.1258333","-2.0196667","-2.1655000","-2.2923333","-1.7571667","-1.1871667","-1.4886667","-2.5580000","-2.0700000","-2.1301667","-2.1593333","-2.4306667","-2.0768333","-0.6110000","-1.4811667","-1.3153333","-2.5745000","-2.3621667","-1.9895000","-2.6875000","-1.0883333","-2.3471667","-2.6481667","-2.9001667","-2.4305000","-2.0383333","-1.8500000","-2.4973333","-2.4100000","-2.4831667","-1.7166667","-2.3718333","-2.0681667","-1.9403333","-2.5643333","-2.0925000","-0.9565000","-1.0546667","-2.7222000","-2.0481667","-1.5778333","-2.2171667","-1.0013333","-2.1753333","-1.9378333","-1.9963333","-1.9826667","-1.5118333","-1.3411667","-2.0140000","-2.5415000","-1.8586667","-1.7555000","-1.9885000","-1.7526667","-1.0308333","-2.2635000","-3.1356667","-0.3401667","-2.4605000","-2.6580000","-3.1648333","-0.8030000","-2.8623333","-2.2888333","-1.2020000","-2.2856667","-2.0403333","-2.2181667","-2.3433333","-2.2601667","-2.5630000","-1.9858333","-2.8621667","-3.1703333","-2.2678333","-2.5201667","-1.8290000"," 0.6098333","-2.3810000","-1.5580000","-1.5905000"
"ARR3","num","Molecular","Microarray Gene Expression"," 0.148666667"," 0.054333333","-0.175166667"," 0.035833333"," 0.023833333"," 0.042166667"," 0.149833333","-0.209666667"," 0.430000000","-0.029200000"," 0.267000000"," 0.373166667"," 0.019500000","-0.007833333"," 0.196833333"," 0.106833333","-0.089000000","-0.305000000"," 0.063000000"," 0.051166667"," 0.229000000"," 0.069500000"," 0.308666667"," 0.054666667","-0.101333333"," 0.064333333"," 0.007000000"," 0.363666667"," 0.233833333"," 0.144333333"," 0.028166667","-0.116833333"," 0.691000000","-0.063000000","-0.292500000","-0.387000000"," 0.073166667","-0.248666667","-0.351500000","-0.162166667","-0.040666667"," 0.419000000","-0.024166667","-0.083166667","-0.144833333","-0.350000000"," 0.115333333","-0.379666667"," 0.020166667","-0.239833333"," 0.070833333","-0.115666667","-0.146833333","-0.179166667","-0.199333333","-0.817666667","-0.584500000","-0.305500000"," 0.122333333"," 0.082333333"," 0.072500000","-0.195000000","-0.334666667"," 0.224500000","-0.087333333"," 0.321500000"," 0.243500000","-0.028833333"," 0.026666667","-0.444166667","-0.301833333","-0.017166667","-0.123833333","-0.123500000","-0.199000000","-0.004833333","-0.384333333","-0.115000000","-0.152500000","-0.188333333","-0.104166667","-0.202000000","-0.244166667","-0.361833333"," 0.050333333","-0.185833333"," 0.203666667"," 0.213333333","-0.209833333","-0.077166667"," 0.138166667","-0.574500000","-0.271666667","-0.544333333"
"MAP1A","num","Molecular","Microarray Gene Expression","-1.44775","-0.63425"," 0.27550","-0.80850","-1.02825","-0.94000","-1.30525","-1.68775","-0.88950","-1.12800","-1.00350","-0.48625","-1.09600","-0.75050","-1.40100","-0.77050","-0.81075","-0.50375","-0.56875","-0.98000","-0.60625","-0.36575","-0.70125","-0.89500","-0.83150","-0.41300","-1.23800","-1.69525","-1.22625","-0.75925","-0.84500","-1.58900","-0.91050","-1.12425","-0.88350","-0.95700","-1.43725","-1.03975","-0.83375","-1.10275","-0.82050","-1.24525","-0.69850","-0.87875","-0.46400","-0.75775","-0.52775","-1.18750","-0.54325","-0.31800","-0.69475","-1.01350","-0.82825","-0.98775","-0.87250","-1.13275","-0.49175","-1.37500","-1.14650","-1.34900","-1.13100","-1.34875","-0.89075","-0.81175","-0.21450","-0.83750","-1.00425"," 0.39700","-0.86700","-1.24475","-0.56775","-1.23850","-0.43975","-1.95825","-0.27925","-0.88550","-1.18950","-0.81125","-0.36325","-0.82700","-0.41475","-0.79475","-0.46800","-0.70375","-1.33975","-1.01175","-0.45275","-1.06625","-1.16100","-0.52750","-0.25625","-1.34750","-0.14000","-1.92100"
"CD2","num","Molecular","Microarray Gene Expression"," 1.70475"," 0.02125"," 3.55150"," 1.95850"," 4.02725"," 1.84275"," 2.91725"," 1.21725"," 2.03000"," 0.37400","-0.11750"," 1.28475"," 3.10375","-1.21250"," 0.58775","-0.44975","-0.16900"," 3.13600"," 4.28150"," 2.99975"," 3.76450"," 3.84350"," 0.85925"," 1.29775"," 4.40225"," 0.69150"," 2.97675"," 2.88425"," 4.48925"," 4.08175"," 0.97925"," 2.76750","-0.28325"," 2.44525"," 3.98525"," 2.88225"," 2.80000"," 0.72125"," 1.35775"," 2.22775","-0.93050"," 1.93500"," 0.88800"," 1.40425"," 2.42850"," 1.98250"," 0.15575"," 0.92525","-0.07400"," 0.70625"," 2.21125"," 3.16025"," 2.19200"," 1.99275"," 5.12425"," 2.13325"," 4.95450"," 1.73850"," 2.98950"," 0.29225","-1.66275","-1.66600"," 4.34850"," 1.26625","-1.23125"," 3.64575"," 5.37825"," 2.83100"," 3.51325"," 2.95825"," 3.44250"," 2.84325"," 4.08675"," 0.93250"," 2.94100"," 1.22900"," 4.56575"," 3.21175"," 3.43600"," 3.48650"," 3.76650"," 3.69650"," 3.74250"," 1.96350"," 2.31450","-1.48675"," 2.66775"," 2.90750"," 0.65300"," 2.88650"," 1.77750"," 1.26575"," 1.07300"," 4.94025"
"NAV2","num","Molecular","Microarray Gene Expression","-1.4430000","-0.1263125","-0.9478750","-0.5314375","-0.4233125","-0.4357500"," 0.5583125","-0.2353125","-0.1291250","-0.3133750","-0.4758125","-0.3196875","-0.1043750","-0.3905625","-0.9491875","-0.8009375","-0.3293750"," 0.1514375"," 0.1750000","-1.1623750","-0.6028750","-0.8065625"," 0.5199375","-0.0402500","-0.8205625","-0.5591875"," 0.0144375","-1.4404375"," 0.4168750","-0.4872500","-0.5640000","-0.9129375","-0.4260625","-0.8321875"," 0.1025625","-0.2048750","-0.7673750","-0.3137500","-1.1290000","-1.5765625","-0.4104375"," 0.6807500"," 0.0138750","-0.7417500","-0.7511250","-0.2170625","-0.8343333"," 0.4188750"," 0.3244375","-0.3420625","-0.8896875","-1.0083125","-0.5938750","-1.1320625","-0.5367500"," 0.0884375"," 0.0165625","-1.0398750","-0.6259375","-0.6046875","-0.3125000"," 0.4070000","-0.0406250","-0.8309375"," 0.2024375","-0.3440625","-0.6072500","-0.4078125","-0.7058750","-0.3902500","-1.4464375","-1.3210000","-0.3924375","-0.9263750","-0.1231250","-0.3958125","-0.0648750","-0.8326875","-0.7018125","-0.1835000","-1.5685625","-0.8770625","-0.7373125","-0.0271250","-1.2406875","-0.3610000","-1.4652500","-0.9740000","-1.1153125","-0.9994375","-0.1517500"," 0.1588125"," 0.2435000","-0.3235625"
"TMEM69","num","Molecular","Microarray Gene Expression"," 0.32150","-0.00350","-0.17025"," 0.40150"," 0.02050"," 0.25825"," 0.24675"," 0.16775"," 0.30650"," 0.93000"," 0.00925"," 0.88050","-0.10125","-0.15750"," 0.10925"," 0.25175","-0.53875"," 0.10125","-0.54725"," 0.40175"," 0.43225"," 0.31225","-0.43700"," 0.52400"," 0.57225","-0.35775","-0.07475"," 0.07225","-0.42025"," 1.32575","-0.20200"," 0.19575","-0.45025"," 1.64725"," 0.05650","-0.18075","-0.04500"," 0.17600"," 0.50225"," 0.34825"," 0.89825","-0.19400","-0.57400","-0.38400","-0.02175","-0.25400"," 0.30575"," 0.23275"," 0.26550"," 0.06625"," 0.64425","-0.04825","-0.12750"," 0.36025"," 0.93725","-0.24300","-0.22150"," 0.50350","-0.14275","-0.07775","-0.08375"," 0.34550","-0.30425","-0.22775","-0.68250"," 0.66375"," 0.24325"," 0.02575","-0.07850"," 0.07125"," 0.14175"," 0.19225","-0.85900","-0.32800"," 0.40800","-0.31150","-0.80975","-0.37950","-1.17525","-0.22475"," 0.16300","-0.05875","-0.44875"," 0.13675"," 0.02225"," 0.11050"," 0.23775"," 0.35925","-0.61550","-0.38225","-0.87525","-0.41400"," 0.20125","-0.71000"
"ATXN7","num","Molecular","Microarray Gene Expression","-0.95633333","-1.80300000","-0.86000000","-0.72183333","-1.48350000","-0.66650000","-1.08033333"," 0.02316667","-0.60616667","-1.21616667","-1.21666667","-1.50833333","-0.12650000","-0.79683333","-0.08166667","-0.46900000","-0.61483333","-0.30733333"," 0.31983333","-0.24750000","-0.65983333"," 0.13650000","-1.01733333","-0.76333333","-0.85233333","-0.87866667","-0.10333333","-0.90216667"," 0.36250000","-0.95566667","-0.23133333","-0.17050000","-0.85350000"," 0.05050000","-0.64016667","-0.61933333","-1.06133333","-0.89700000","-0.72866667","-0.92750000","-1.01800000","-0.96016667","-0.43266667","-0.34450000","-1.11983333","-0.84916667","-0.98466667","-1.13266667","-0.96816667","-0.12350000","-0.96166667","-0.29983333","-0.59316667","-0.24400000","-0.71083333","-0.85716667","-0.34416667","-1.71350000","-1.00883333","-0.88600000","-0.65816667","-1.05233333","-0.95783333","-0.95950000","-0.86033333","-1.73933333","-0.94933333","-0.17000000","-0.83033333","-1.00816667","-1.00433333","-1.12516667","-1.14866667","-0.17200000","-0.17716667","-1.42550000","-1.13266667","-0.34666667","-1.02183333","-0.25100000","-0.95850000","-1.77966667","-0.88600000","-1.31333333","-1.69100000","-1.64550000","-1.49466667","-1.05450000","-0.63600000","-0.63383333","-0.66083333","-1.52400000"," 0.09000000","-0.45683333"
"CHN2","num","Molecular","Microarray Gene Expression","-1.80883333","-0.15800000","-0.26466667","-1.53050000","-0.90400000","-0.95316667","-0.99800000","-0.67933333","-0.76766667","-0.85150000","-1.98150000","-1.71950000","-0.93533333","-1.60300000"," 1.33300000","-1.27900000","-0.36550000","-0.40283333","-1.09366667","-2.20616667","-0.63550000"," 0.20016667","-0.99766667","-1.42933333","-0.07383333","-0.76666667"," 0.46666667","-0.37533333","-0.70816667","-0.55180000","-0.76950000","-1.01750000","-0.53350000","-2.04433333","-0.86550000","-0.19320000","-0.89466667","-0.46833333","-0.02550000","-0.58133333","-0.81383333"," 0.12500000","-0.01100000","-0.35783333","-0.90300000"," 0.03933333","-0.60733333","-0.34383333","-0.27000000","-0.31033333","-0.95316667","-0.24850000"," 2.42850000","-0.45750000"," 0.26350000"," 0.92266667"," 1.13183333","-0.42216667"," 0.90033333"," 2.09883333","-1.31500000","-0.04166667"," 0.24800000","-0.48400000","-1.62660000"," 0.07800000","-0.41100000"," 1.29316667","-0.92333333","-0.87166667","-0.49466667","-0.90750000","-1.52550000","-1.40750000","-0.48550000","-1.10250000","-0.27250000","-0.63616667"," 0.98083333","-0.17500000","-0.82233333"," 0.13300000"," 0.22850000","-0.96840000","-0.74566667","-0.48666667","-0.79483333","-1.17633333","-1.85383333"," 0.68433333","-0.68450000"," 0.31416667","-0.35850000","-0.87700000"
"ZNF781","num","Molecular","Microarray Gene Expression","-1.31416667"," 0.42866667","-1.16950000","-1.09233333","-1.19800000","-1.44066667","-2.27550000","-0.50333333","-1.70050000","-0.37250000","-0.89900000"," 0.23650000"," 0.30216667"," 0.83216667","-0.23066667","-1.07133333","-0.09650000","-0.38900000"," 0.11083333","-1.28850000","-1.15166667","-1.45683333","-1.11100000"," 0.20366667","-0.07216667","-0.29500000","-1.60400000","-0.71516667","-0.28600000","-0.50750000","-0.59933333","-1.19466667"," 0.30400000","-0.86550000","-0.83416667","-0.74033333","-1.86183333"," 0.19366667","-0.63333333","-0.42666667","-0.02000000","-0.62233333"," 0.66050000"," 0.21850000"," 0.57200000","-0.86350000","-0.92550000","-0.42933333"," 1.32583333"," 0.70966667","-1.09283333","-0.56100000","-0.13900000","-0.27100000","-0.26216667","-0.47483333","-0.05700000","-0.33866667","-1.12850000","-0.11033333","-1.15550000"," 0.20316667","-0.32200000","-0.49583333"," 1.39500000"," 2.34516667","-0.92183333"," 0.06183333","-0.67283333","-1.05050000","-0.48283333","-1.23716667","-0.56000000","-1.79050000","-1.01700000","-0.27116667","-0.73866667","-0.37900000","-0.73733333","-1.09816667","-0.97080000"," 0.28450000","-0.10500000","-0.21783333"," 0.24083333","-0.21383333","-0.06950000","-1.19083333","-1.80400000","-0.42200000","-0.95400000"," 1.69816667"," 1.15900000","-0.40600000"
