Feature,Data_Type,Category,Sub_Category,ACH-000001,ACH-000048,ACH-000091,ACH-000116,ACH-000123,ACH-000132,ACH-000237,ACH-000256,ACH-000278,ACH-000291,ACH-000324,ACH-000409,ACH-000430,ACH-000443,ACH-000460,ACH-000524,ACH-000527,ACH-000542,ACH-000574,ACH-000608,ACH-000617,ACH-000646,ACH-000657,ACH-000663,ACH-000688,ACH-000696,ACH-000701,ACH-000704,ACH-000713,ACH-000719,ACH-000796,ACH-000811,ACH-000885,ACH-000906,ACH-000947,ACH-001042,ACH-001048,ACH-001063
A1BG_CopyNum,cat,Molecular,Copy Number,3,1,2,2,2,2,3,6,2,3,3,2,2,2,4,3,4,2,5,3,6,5,2,3,1,2,3,4,2,3,2,2,2,3,2,3,3,3
NAT2_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,1,3,3,1,1,4,2,3,2,2,1,2,2,2,2,2,3,2,4,1,2,1,4,2,2,1,2,2,2,2,3,1,2
ADA_CopyNum,cat,Molecular,Copy Number,5,1,2,2,2,2,3,5,2,2,4,5,3,2,4,5,3,2,3,2,4,4,2,4,2,3,2,4,2,2,2,2,2,4,2,3,2,3
CDH2_CopyNum,cat,Molecular,Copy Number,2,1,1,6,2,2,2,4,2,7,3,5,2,3,2,1,2,2,4,1,2,2,2,4,2,2,1,2,1,2,2,2,2,3,2,2,2,4
AKT3_CopyNum,cat,Molecular,Copy Number,4,1,2,4,2,1,2,5,2,2,4,5,3,4,4,4,3,2,3,3,4,4,3,3,2,3,2,5,2,3,2,2,2,3,3,4,2,6
ZBTB11-AS1_CopyNum,cat,Molecular,Copy Number,5,1,2,4,2,2,3,4,2,2,3,2,3,2,3,3,3,2,4,3,3,5,2,3,2,1,2,5,2,2,2,2,2,4,2,2,1,3
MED6_CopyNum,cat,Molecular,Copy Number,4,2,2,3,2,2,4,5,2,2,3,3,2,2,4,2,3,2,3,2,3,5,2,4,2,3,2,4,2,2,2,2,2,3,2,2,1,3
NR2E3_CopyNum,cat,Molecular,Copy Number,4,1,2,3,2,1,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,4,2,2,3,4,2,2,2,3,2,3,2,2,2,4
NAALAD2_CopyNum,cat,Molecular,Copy Number,4,1,2,3,2,3,6,5,4,2,3,3,3,3,3,3,2,2,4,3,5,4,2,2,2,4,2,3,2,2,2,2,2,6,2,2,1,3
SNORD116-1_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-2_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-3_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-4_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-5_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-6_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-7_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-8_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-9_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-10_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-11_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-12_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-13_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-14_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-15_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-16_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-17_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-18_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-20_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-21_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-22_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-23_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-24_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-25_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-2_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-26_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-27_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-3_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-4_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-5_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-6_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-7_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-8_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-9_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-10_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-11_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-12_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-13_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-14_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-15_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-16_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-17_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-18_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-19_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-20_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-21_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-22_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-23_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-25_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-26_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-29_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-30_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-31_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-32_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-33_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-34_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-35_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-36_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-37_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-38_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-39_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-40_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-41_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-42_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-43_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-44_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
MIR675_CopyNum,cat,Molecular,Copy Number,3,1,2,2,2,2,2,2,1,1,2,4,3,1,3,2,3,2,2,2,2,3,2,4,2,2,2,3,1,2,2,2,2,3,2,2,2,3
SNORD116-28_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD116-29_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-48_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-24_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-27_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-28_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-45_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
SNORD115-47_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,1,2
DDTL_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,1,2,3,1,2,3,2,2,1,2,2,3,2,2,2,3,4,2,4,2,2,2,4,4,2,2,2,2,3,2,2,1,4
TLX1NB_CopyNum,cat,Molecular,Copy Number,7,1,2,2,2,2,2,3,2,2,2,4,2,1,2,2,3,2,3,2,2,4,2,4,1,3,1,4,2,2,3,1,3,4,3,2,1,3
NAALADL1_CopyNum,cat,Molecular,Copy Number,4,1,2,3,2,2,2,4,3,2,3,3,3,3,3,3,3,2,4,3,3,5,2,4,2,3,2,3,2,2,2,2,2,5,2,2,2,3
CDKN2B-AS1_CopyNum,cat,Molecular,Copy Number,4,1,2,3,2,0,0,3,1,1,0,2,0,1,4,2,3,0,4,2,2,3,2,0,2,2,1,3,1,2,2,0,2,3,2,2,0,4
GUSBP17_CopyNum,cat,Molecular,Copy Number,3,1,2,1,2,1,2,2,1,2,2,2,3,2,4,2,3,2,4,2,2,4,2,3,2,3,2,3,1,2,2,1,2,3,2,2,2,3
SIGLEC14_CopyNum,cat,Molecular,Copy Number,2,1,2,2,2,2,3,3,1,3,3,2,2,2,4,2,4,2,3,3,6,5,2,3,1,2,3,4,2,3,2,2,2,3,2,3,2,3
ACOT8_CopyNum,cat,Molecular,Copy Number,5,1,2,2,2,2,3,6,2,2,4,5,3,2,4,5,3,2,4,2,4,4,2,4,2,3,2,4,1,2,2,2,2,4,2,3,2,3
ABI1_CopyNum,cat,Molecular,Copy Number,2,2,2,2,2,1,3,4,2,4,2,4,2,2,3,4,2,2,2,3,4,4,2,4,2,2,1,4,2,2,2,2,3,4,3,2,1,3
GNPDA1_CopyNum,cat,Molecular,Copy Number,5,1,2,2,2,2,2,4,2,2,3,4,3,2,4,4,3,2,3,3,4,4,2,3,2,3,2,5,2,2,2,2,2,3,2,2,2,3
MIMT1_CopyNum,cat,Molecular,Copy Number,3,1,2,2,2,2,3,3,2,3,3,1,2,2,4,3,4,2,3,3,6,5,2,3,1,2,3,4,2,3,2,2,2,3,2,3,2,3
KCNE3_CopyNum,cat,Molecular,Copy Number,4,1,2,3,2,3,7,5,3,2,3,3,3,3,3,3,3,2,3,3,3,4,2,6,2,3,2,3,2,2,2,2,2,3,2,2,2,3
SNHG8_CopyNum,cat,Molecular,Copy Number,4,1,2,1,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,3,2,3,1,3,2,2,2,2,2,2,1,3
CDH3_CopyNum,cat,Molecular,Copy Number,2,1,2,2,2,2,2,1,1,2,3,2,3,2,2,2,2,2,4,2,2,4,2,4,1,3,2,2,1,2,2,2,2,3,2,2,2,3
TANK_CopyNum,cat,Molecular,Copy Number,3,1,2,7,2,3,2,4,2,2,2,2,3,3,3,3,3,2,2,3,3,6,2,4,2,2,2,3,2,2,2,2,2,3,2,2,2,3
HAVCR1P1_CopyNum,cat,Molecular,Copy Number,2,1,2,3,2,2,3,4,2,1,4,4,2,2,2,2,3,2,2,3,4,7,2,3,2,2,1,4,2,2,1,2,2,3,2,3,1,3
POM121C_CopyNum,cat,Molecular,Copy Number,2,1,2,1,2,2,2,5,2,1,2,4,4,2,4,4,4,1,2,5,2,5,2,3,1,2,1,4,2,1,3,1,2,3,2,3,1,3
ZSCAN30_CopyNum,cat,Molecular,Copy Number,2,1,1,3,2,2,2,4,2,1,3,3,2,3,2,1,2,1,4,1,2,2,2,4,2,2,1,2,1,2,2,2,2,3,2,2,2,6
MCTS2_CopyNum,cat,Molecular,Copy Number,4,1,2,6,2,2,3,6,2,2,4,5,3,2,4,4,3,2,6,2,4,4,2,4,2,3,2,3,2,2,2,3,2,4,2,3,2,3
ANKRD26P3_CopyNum,cat,Molecular,Copy Number,2,1,2,2,2,2,2,0,1,2,2,3,2,1,2,4,2,2,3,2,2,3,2,3,2,1,2,3,1,2,1,2,2,2,2,2,2,2
SRA1_CopyNum,cat,Molecular,Copy Number,3,1,2,2,2,2,2,4,2,2,3,4,3,2,4,4,3,2,3,3,4,4,2,3,2,3,2,5,2,2,2,3,2,3,2,2,2,3
SNORD119_CopyNum,cat,Molecular,Copy Number,2,1,2,5,2,2,4,7,1,2,4,3,3,2,4,2,3,1,2,2,3,4,2,4,2,3,1,3,2,3,1,2,2,4,2,3,2,3
SNORD121A_CopyNum,cat,Molecular,Copy Number,4,1,1,4,2,2,2,3,1,1,2,3,2,1,4,2,3,2,6,2,2,3,2,3,2,2,1,3,1,2,2,3,2,3,2,2,2,3
SNORD125_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,1,2,3,1,1,3,2,2,1,2,2,3,2,2,2,3,4,2,4,2,2,2,4,2,2,2,2,2,3,2,2,1,4
SNORD19B_CopyNum,cat,Molecular,Copy Number,3,1,2,2,2,2,3,3,2,1,2,2,2,1,2,2,2,2,5,3,3,3,2,3,2,3,1,2,1,2,1,2,2,3,2,2,1,3
SNORD105B_CopyNum,cat,Molecular,Copy Number,3,1,2,2,2,2,2,4,1,1,4,5,2,2,2,2,4,2,2,2,4,3,2,6,2,3,1,4,2,2,2,2,2,3,2,3,2,3
SNORD123_CopyNum,cat,Molecular,Copy Number,4,1,2,3,2,1,5,4,2,2,3,4,3,3,4,5,2,2,4,4,3,4,2,3,2,3,2,5,3,2,3,2,2,3,2,2,2,3
UCKL1-AS1_CopyNum,cat,Molecular,Copy Number,5,1,2,4,2,3,3,5,2,2,4,5,3,3,4,5,3,3,4,2,4,6,2,4,2,3,2,7,3,3,2,2,2,4,2,3,2,3
SNORD127_CopyNum,cat,Molecular,Copy Number,4,1,2,2,2,2,4,5,1,2,3,2,2,2,4,2,3,2,3,2,3,5,2,4,2,3,2,4,1,2,2,2,2,3,2,2,1,3
SNORD126_CopyNum,cat,Molecular,Copy Number,6,2,2,2,2,1,5,5,1,2,3,2,2,2,4,3,3,2,3,1,2,5,2,4,2,3,2,5,3,2,2,2,2,3,2,2,1,3
SNORD11B_CopyNum,cat,Molecular,Copy Number,3,1,2,2,2,2,2,5,2,2,2,2,3,3,3,3,3,2,2,3,3,4,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3
SNORD12B_CopyNum,cat,Molecular,Copy Number,5,1,2,2,2,2,3,7,2,2,4,5,3,2,4,5,3,2,4,2,4,4,2,6,2,3,2,4,1,3,2,2,2,4,2,3,2,3
SNORD111B_CopyNum,cat,Molecular,Copy Number,2,1,2,2,2,2,2,3,1,2,3,2,3,2,2,2,3,2,3,2,2,2,2,4,1,3,2,2,1,2,2,2,2,3,2,2,2,3
LIN28B-AS1_CopyNum,cat,Molecular,Copy Number,3,1,2,3,2,1,3,4,1,2,3,2,1,1,3,3,2,2,3,3,2,3,2,3,2,2,1,4,1,2,2,2,2,3,2,2,2,3
LINC00583_CopyNum,cat,Molecular,Copy Number,4,1,2,3,2,1,2,3,1,1,2,2,2,1,4,2,3,2,4,2,2,3,2,3,2,2,1,3,1,2,2,1,2,3,2,2,2,2
TMEM170B_CopyNum,cat,Molecular,Copy Number,3,1,2,3,2,2,3,4,2,2,3,3,2,1,2,4,2,2,3,3,5,3,2,3,2,4,2,5,2,2,2,2,2,4,2,2,2,3
FAM138E_CopyNum,cat,Molecular,Copy Number,2,1,2,1,2,2,3,3,2,2,3,2,2,2,2,2,2,2,3,3,2,3,2,4,2,2,3,3,2,2,2,2,2,3,2,2,2,4
SNORD58C_CopyNum,cat,Molecular,Copy Number,2,1,1,3,2,1,2,3,1,1,3,3,2,1,2,1,2,1,2,1,3,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2
SCARNA27_CopyNum,cat,Molecular,Copy Number,3,1,2,3,2,2,3,4,2,2,3,3,2,1,2,4,2,2,3,3,5,3,2,3,2,4,2,5,3,2,2,2,2,4,2,2,2,3
SNORA84_CopyNum,cat,Molecular,Copy Number,3,1,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,3,1,2,2,2,2,3,2,2,2,4
SNORA36C_CopyNum,cat,Molecular,Copy Number,3,1,2,3,2,2,2,4,2,2,2,3,3,2,3,3,3,2,3,3,3,6,2,4,2,2,2,4,2,3,2,3,2,3,2,2,2,3
SNORA38B_CopyNum,cat,Molecular,Copy Number,5,1,2,2,2,2,3,3,2,2,4,2,2,4,4,2,4,2,6,2,2,5,2,5,2,3,2,6,2,2,2,2,2,3,2,2,3,4
SNORA70B_CopyNum,cat,Molecular,Copy Number,3,1,2,3,2,2,2,4,3,2,2,3,3,2,3,3,3,2,3,3,3,6,2,4,2,2,2,4,2,3,2,2,2,3,2,2,1,3
SNORA70C_CopyNum,cat,Molecular,Copy Number,3,1,2,4,2,2,2,3,2,2,2,2,2,4,2,2,3,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,4
SNORA11B_CopyNum,cat,Molecular,Copy Number,4,2,2,5,2,2,4,5,2,2,2,2,2,2,4,2,3,2,4,2,4,2,2,4,2,2,2,4,2,3,2,2,2,3,2,2,1,3
HOTAIR_CopyNum,cat,Molecular,Copy Number,4,1,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,5,3,3,5,2,4,2,3,2,6,2,2,2,2,2,3,2,2,2,3
ZGLP1_CopyNum,cat,Molecular,Copy Number,3,1,2,2,2,2,2,4,1,1,4,5,2,2,2,2,4,2,2,2,4,3,2,6,2,3,1,4,2,2,2,2,2,3,2,3,2,3
FAM86JP_CopyNum,cat,Molecular,Copy Number,6,1,2,2,2,2,3,4,2,2,3,4,3,2,3,3,4,2,4,3,4,5,2,3,2,3,2,5,2,2,2,2,2,4,2,2,2,3
MIR298_CopyNum,cat,Molecular,Copy Number,5,1,2,2,2,3,3,7,2,2,4,5,3,3,4,5,3,2,4,2,4,6,2,4,2,3,2,7,2,3,2,2,2,4,2,3,2,3
