depmap_id,Data_Type,Category,Sub_Category,ACH-000001,ACH-000048,ACH-000091,ACH-000116,ACH-000123,ACH-000132,ACH-000237,ACH-000256,ACH-000278,ACH-000291,ACH-000324,ACH-000409,ACH-000430,ACH-000443,ACH-000460,ACH-000524,ACH-000527,ACH-000542,ACH-000574,ACH-000608,ACH-000617,ACH-000646,ACH-000657,ACH-000663,ACH-000688,ACH-000696,ACH-000701,ACH-000704,ACH-000713,ACH-000719,ACH-000796,ACH-000811,ACH-000885,ACH-000906,ACH-000947,ACH-001042,ACH-001048,ACH-001063
Ploidy,num,Molecular,Ploidy,3.52,1.07,1.94,2.46,2,1.86,2.7,3.96,1.82,1.93,2.82,2.89,2.5,2.02,2.9,2.8,2.88,2.03,2.97,2.62,2.99,3.83,2.01,3.43,1.88,2.56,1.76,3.78,1.71,2.18,1.94,1.9,2.05,3.23,2.09,2.23,1.67,3.21
