"Feature","Data_Type","Category","Sub_Category","TCGA-23-1021","TCGA-23-1022","TCGA-23-1023","TCGA-23-1024","TCGA-23-1026","TCGA-23-1027","TCGA-23-1028","TCGA-23-1029","TCGA-23-1030","TCGA-23-1031","TCGA-23-1032","TCGA-23-1109","TCGA-23-1110","TCGA-23-1111","TCGA-23-1113","TCGA-23-1114","TCGA-23-1116","TCGA-23-1117","TCGA-23-1118","TCGA-23-1119","TCGA-23-1120","TCGA-23-1121","TCGA-23-1122","TCGA-23-1123","TCGA-23-1809","TCGA-23-2072","TCGA-23-2077","TCGA-23-2078","TCGA-23-2079","TCGA-23-2081","TCGA-23-2084","TCGA-23-2641","TCGA-23-2643","TCGA-23-2645","TCGA-25-1312","TCGA-25-1313","TCGA-25-1314","TCGA-25-1315","TCGA-25-1316","TCGA-25-1317","TCGA-25-1318","TCGA-25-1319","TCGA-25-1320","TCGA-25-1321","TCGA-25-1322","TCGA-25-1323","TCGA-25-1329","TCGA-25-1623","TCGA-25-1625","TCGA-25-1626","TCGA-25-1627","TCGA-25-1630","TCGA-25-1631","TCGA-25-1632","TCGA-25-1634","TCGA-25-1635","TCGA-25-1870","TCGA-25-1871","TCGA-25-1877","TCGA-25-1878","TCGA-25-2042","TCGA-25-2391","TCGA-25-2392","TCGA-25-2393","TCGA-25-2396","TCGA-25-2397","TCGA-25-2399","TCGA-25-2400","TCGA-25-2401","TCGA-25-2404","TCGA-25-2408","TCGA-3P-A9WA","TCGA-42-2582","TCGA-42-2587","TCGA-42-2588","TCGA-42-2589","TCGA-42-2590","TCGA-42-2591","TCGA-42-2593","TCGA-57-1582","TCGA-57-1583","TCGA-57-1585","TCGA-57-1586","TCGA-57-1992","TCGA-57-1993","TCGA-57-1994","TCGA-59-A5PD","TCGA-5X-AA5U","TCGA-OY-A56P","TCGA-OY-A56Q","TCGA-WR-A838"
"TBC1D15_CNA","cat","Molecular","Copy Number Alterations",1,0,-1,0,0,0,0,0,1,0,1,0,-2,1,0,0,1,-1,0,0,-1,1,1,0,1,-1,-1,0,-1,0,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,-1,0,0,0,1,2,0,-1,0,1,0,1,0,-1,0,1,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,1
"MRS2P2_CNA","cat","Molecular","Copy Number Alterations",1,0,-1,0,0,0,0,0,1,0,1,0,-2,1,0,0,1,-1,0,0,-1,1,1,0,1,-1,-1,0,-1,0,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,-1,0,0,0,1,2,0,-1,0,1,0,1,0,-1,0,1,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,1
"TPH2_CNA","cat","Molecular","Copy Number Alterations",1,0,-1,0,0,0,0,0,1,0,1,0,-2,1,0,0,1,-1,0,0,-1,1,1,0,1,-1,-1,0,-1,0,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,-1,0,0,0,1,2,0,-1,0,1,0,1,0,-1,0,1,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,1
"TRHDE-AS1_CNA","cat","Molecular","Copy Number Alterations",1,0,-1,0,0,0,0,0,1,0,1,0,-2,1,0,0,1,-1,0,0,-1,1,1,0,1,-1,-1,0,-1,0,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,1,0,1,0,-1,0,1,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,1
"TRHDE_CNA","cat","Molecular","Copy Number Alterations",1,0,-1,0,0,0,-1,0,1,0,1,0,-2,1,0,0,1,-1,0,0,-1,1,1,0,1,-1,-1,0,-1,0,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,1,0,1,0,-1,0,1,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,1
"LINC02444_CNA","cat","Molecular","Copy Number Alterations",1,0,-1,0,0,0,-1,0,1,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,1,0,1,-1,-1,0,-1,0,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,1,0,-1,0,1,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,1
"RP11-81H3.2_CNA","cat","Molecular","Copy Number Alterations",1,0,-1,0,0,0,-1,0,1,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,1,0,1,-1,-1,0,-1,0,0,0,1,1,1,-1,-1,1,0,0,1,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,1,0,-1,0,1,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"ATXN7L3B_CNA","cat","Molecular","Copy Number Alterations",1,0,-1,0,0,0,-1,0,1,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,1,0,1,-1,-1,0,-1,0,0,0,1,1,1,-1,-1,1,0,0,1,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,1,0,-1,0,1,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"KCNC2_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"CAPS2_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"GLIPR1L1_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"GLIPR1L2_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"GLIPR1_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"KRR1_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"PHLDA1_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"NAP1L1_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"BBS10_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"OSBPL8_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,0,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"ZDHHC17_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,1,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"CSRP2_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,1,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"E2F7_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,1,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"NAV3_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"SYT1_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,1,0,-1,0,0,0,2,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"MIR1252_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,1,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"MIR5692B_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,1,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"PAWR_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,0,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,1,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"PPP1R12A_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,1,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"OTOGL_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,1,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"PTPRQ_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"MYF6_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,2,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"MYF5_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,2,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"LIN7A_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"MIR617_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"MIR618_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"ACSS3_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"MIR4699_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"PPFIA2_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"LINC02426_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"CCDC59_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"METTL25_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"TMTC2_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,-1,0,-1,0,-1,0,0,0,-1,1,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,1
"SLC6A15_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,1,0,0,0,-1,1,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"TSPAN19_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"LRRIQ1_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"ALX1_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"RASSF9_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,-1,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"NTS_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"MGAT4C_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"MIR548AL_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,-1,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,1,1,1,-1,1,0,0,0
"MKRN9P_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,2,1,1,-1,1,0,0,0
"C12orf50_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,2,1,1,-1,1,0,0,0
"C12orf29_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,2,1,1,-1,1,0,0,0
"CEP290_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,2,1,1,-1,1,0,0,0
"TMTC3_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,2,1,1,-1,1,0,0,0
"KITLG_CNA","cat","Molecular","Copy Number Alterations",1,1,-1,0,0,-1,-1,0,0,0,1,0,-2,1,0,0,1,-1,0,0,-1,0,-1,0,1,1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,0,0,0,1,-1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,1,2,1,1,-1,1,0,0,0
